Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status,Inventory_Utilization
INV081272,B007,EQ04596,57,7,24,Low Stock,0.12280701754385964
INV081273,B016,EQ02758,36,20,24,Low Stock,0.5555555555555556
INV081274,B007,EQ03124,13,8,27,Low Stock,0.6153846153846154
INV081275,B011,EQ00768,76,46,15,Healthy,0.6052631578947368
INV081276,B026,EQ00927,92,15,11,Medium Stock,0.16304347826086957
INV081277,B021,EQ02063,27,1,22,Low Stock,0.037037037037037035
INV081278,B013,EQ03418,88,42,13,Medium Stock,0.4772727272727273
INV081279,B018,EQ00835,96,77,20,Healthy,0.8020833333333334
INV081280,B026,EQ01149,92,30,27,Medium Stock,0.32608695652173914
INV081281,B008,EQ03041,81,77,29,Healthy,0.9506172839506173
INV081282,B019,EQ02643,99,74,8,Healthy,0.7474747474747475
INV081283,B030,EQ04999,64,31,23,Medium Stock,0.484375
INV081284,B026,EQ03650,98,70,25,Healthy,0.7142857142857143
INV081285,B023,EQ03684,45,39,17,Healthy,0.8666666666666667
INV081286,B012,EQ02055,92,89,18,Healthy,0.967391304347826
INV081287,B028,EQ03043,88,54,10,Healthy,0.6136363636363636
INV081288,B002,EQ00368,41,22,23,Low Stock,0.5365853658536586
INV081289,B014,EQ02636,60,8,11,Low Stock,0.13333333333333333
INV081290,B005,EQ01227,23,2,29,Low Stock,0.08695652173913043
INV081291,B021,EQ02798,60,17,9,Medium Stock,0.2833333333333333
INV081292,B027,EQ03548,27,1,19,Low Stock,0.037037037037037035
INV081293,B012,EQ01830,47,5,13,Low Stock,0.10638297872340426
INV081294,B023,EQ03210,34,1,26,Low Stock,0.029411764705882353
INV081295,B003,EQ00343,32,13,25,Low Stock,0.40625
INV081296,B016,EQ00672,47,31,21,Healthy,0.6595744680851063
INV081297,B008,EQ00179,17,15,13,Healthy,0.8823529411764706
INV081298,B001,EQ03468,52,15,24,Low Stock,0.28846153846153844
INV081299,B003,EQ03355,35,7,5,Medium Stock,0.2
INV081300,B023,EQ01393,83,60,14,Healthy,0.7228915662650602
INV081301,B009,EQ02323,85,82,15,Healthy,0.9647058823529412
INV081302,B017,EQ00171,85,21,20,Medium Stock,0.24705882352941178
INV081303,B020,EQ03684,67,47,5,Healthy,0.7014925373134329
INV081304,B027,EQ04463,89,35,10,Medium Stock,0.39325842696629215
INV081305,B007,EQ00231,41,35,19,Healthy,0.8536585365853658
INV081306,B020,EQ04313,24,7,24,Low Stock,0.2916666666666667
INV081307,B009,EQ02719,63,24,7,Medium Stock,0.38095238095238093
INV081308,B030,EQ04487,23,10,29,Low Stock,0.43478260869565216
INV081309,B010,EQ01010,25,9,14,Low Stock,0.36
INV081310,B025,EQ01719,33,3,28,Low Stock,0.09090909090909091
INV081311,B014,EQ00231,90,75,30,Healthy,0.8333333333333334
INV081312,B003,EQ00848,63,28,15,Medium Stock,0.4444444444444444
INV081313,B011,EQ04557,24,9,13,Low Stock,0.375
INV081314,B030,EQ04327,78,16,20,Low Stock,0.20512820512820512
INV081315,B029,EQ04838,76,1,24,Low Stock,0.013157894736842105
INV081316,B011,EQ02195,91,55,12,Healthy,0.6043956043956044
INV081317,B006,EQ01302,15,0,30,Low Stock,0.0
INV081318,B010,EQ02929,23,8,19,Low Stock,0.34782608695652173
INV081319,B024,EQ02880,53,43,24,Healthy,0.8113207547169812
INV081320,B025,EQ03738,31,5,22,Low Stock,0.16129032258064516
INV081321,B007,EQ01328,63,36,6,Healthy,0.5714285714285714
INV081322,B007,EQ03184,10,2,8,Low Stock,0.2
INV081323,B021,EQ04292,12,8,10,Low Stock,0.6666666666666666
INV081324,B011,EQ01781,45,30,18,Healthy,0.6666666666666666
INV081325,B005,EQ04184,93,66,6,Healthy,0.7096774193548387
INV081326,B020,EQ00577,22,20,17,Healthy,0.9090909090909091
INV081327,B007,EQ01096,39,34,28,Healthy,0.8717948717948718
INV081328,B023,EQ00896,96,69,12,Healthy,0.71875
INV081329,B005,EQ02242,37,19,5,Healthy,0.5135135135135135
INV081330,B006,EQ02374,22,2,26,Low Stock,0.09090909090909091
INV081331,B030,EQ04495,45,28,10,Healthy,0.6222222222222222
INV081332,B029,EQ03348,53,47,15,Healthy,0.8867924528301887
INV081333,B004,EQ01160,75,63,17,Healthy,0.84
INV081334,B029,EQ03630,66,59,10,Healthy,0.8939393939393939
INV081335,B009,EQ04931,28,17,5,Healthy,0.6071428571428571
INV081336,B024,EQ01667,46,6,9,Low Stock,0.13043478260869565
INV081337,B018,EQ04335,9,4,21,Low Stock,0.4444444444444444
INV081338,B006,EQ00351,62,31,5,Medium Stock,0.5
INV081339,B002,EQ02458,64,8,6,Medium Stock,0.125
INV081340,B015,EQ04686,97,57,15,Healthy,0.5876288659793815
INV081341,B019,EQ00935,47,20,27,Low Stock,0.425531914893617
INV081342,B017,EQ00380,45,5,25,Low Stock,0.1111111111111111
INV081343,B006,EQ04188,55,35,6,Healthy,0.6363636363636364
INV081344,B019,EQ02685,15,9,11,Low Stock,0.6
INV081345,B001,EQ04187,71,47,14,Healthy,0.6619718309859155
INV081346,B015,EQ03618,52,30,24,Healthy,0.5769230769230769
INV081347,B001,EQ01483,89,26,16,Medium Stock,0.29213483146067415
INV081348,B004,EQ02453,94,14,23,Low Stock,0.14893617021276595
INV081349,B010,EQ03312,20,18,6,Healthy,0.9
INV081350,B021,EQ04101,46,31,26,Healthy,0.6739130434782609
INV081351,B009,EQ03224,15,6,29,Low Stock,0.4
INV081352,B025,EQ01215,97,72,6,Healthy,0.7422680412371134
INV081353,B029,EQ04096,61,51,20,Healthy,0.8360655737704918
INV081354,B001,EQ03022,97,75,18,Healthy,0.7731958762886598
INV081355,B014,EQ01171,92,59,13,Healthy,0.6413043478260869
INV081356,B017,EQ02953,34,20,22,Low Stock,0.5882352941176471
INV081357,B016,EQ01920,5,3,24,Low Stock,0.6
INV081358,B014,EQ01778,54,1,29,Low Stock,0.018518518518518517
INV081359,B027,EQ02454,89,27,27,Low Stock,0.30337078651685395
INV081360,B006,EQ01024,94,18,13,Medium Stock,0.19148936170212766
INV081361,B003,EQ02995,98,30,20,Medium Stock,0.30612244897959184
INV081362,B014,EQ00921,42,32,24,Healthy,0.7619047619047619
INV081363,B005,EQ02381,6,3,14,Low Stock,0.5
INV081364,B012,EQ04104,69,44,27,Healthy,0.6376811594202898
INV081365,B004,EQ03064,24,17,16,Healthy,0.7083333333333334
INV081366,B010,EQ01655,16,2,7,Low Stock,0.125
INV081367,B005,EQ01011,63,50,27,Healthy,0.7936507936507936
INV081368,B005,EQ03668,49,40,13,Healthy,0.8163265306122449
INV081369,B001,EQ00829,86,55,11,Healthy,0.6395348837209303
INV081370,B017,EQ03361,7,3,26,Low Stock,0.42857142857142855
INV081371,B002,EQ01474,65,35,28,Healthy,0.5384615384615384
INV081372,B023,EQ01312,60,14,30,Low Stock,0.23333333333333334
INV081373,B030,EQ03314,67,24,18,Medium Stock,0.3582089552238806
INV081374,B026,EQ01236,40,1,13,Low Stock,0.025
INV081375,B017,EQ04591,60,47,24,Healthy,0.7833333333333333
INV081376,B004,EQ02176,9,5,17,Low Stock,0.5555555555555556
INV081377,B007,EQ03157,10,7,23,Low Stock,0.7
INV081378,B002,EQ03283,9,9,25,Low Stock,1.0
INV081379,B012,EQ02614,84,27,10,Medium Stock,0.32142857142857145
INV081380,B009,EQ03200,25,5,19,Low Stock,0.2
INV081381,B004,EQ02707,29,18,14,Healthy,0.6206896551724138
INV081382,B007,EQ03667,36,5,13,Low Stock,0.1388888888888889
INV081383,B010,EQ04260,74,41,25,Healthy,0.5540540540540541
INV081384,B006,EQ04472,67,24,6,Medium Stock,0.3582089552238806
INV081385,B017,EQ01639,12,9,7,Healthy,0.75
INV081386,B015,EQ04387,12,4,26,Low Stock,0.3333333333333333
INV081387,B007,EQ00058,25,9,12,Low Stock,0.36
INV081388,B028,EQ02374,95,7,23,Low Stock,0.07368421052631578
INV081389,B018,EQ00495,41,13,11,Medium Stock,0.3170731707317073
INV081390,B023,EQ00502,48,5,21,Low Stock,0.10416666666666667
INV081391,B009,EQ01741,78,21,25,Low Stock,0.2692307692307692
INV081392,B019,EQ01183,63,2,28,Low Stock,0.031746031746031744
INV081393,B010,EQ00974,57,44,12,Healthy,0.7719298245614035
INV081394,B015,EQ01220,42,18,21,Low Stock,0.42857142857142855
INV081395,B008,EQ01800,84,16,26,Low Stock,0.19047619047619047
INV081396,B029,EQ04350,99,71,22,Healthy,0.7171717171717171
INV081397,B012,EQ04510,30,23,7,Healthy,0.7666666666666667
INV081398,B006,EQ04392,41,6,21,Low Stock,0.14634146341463414
INV081399,B025,EQ01579,94,2,13,Low Stock,0.02127659574468085
INV081400,B020,EQ02523,71,62,25,Healthy,0.8732394366197183
INV081401,B007,EQ01977,69,62,22,Healthy,0.8985507246376812
INV081402,B030,EQ02119,55,8,20,Low Stock,0.14545454545454545
INV081403,B028,EQ01737,82,82,19,Healthy,1.0
INV081404,B006,EQ04882,68,38,30,Healthy,0.5588235294117647
INV081405,B010,EQ00251,78,11,27,Low Stock,0.14102564102564102
INV081406,B016,EQ00097,8,1,24,Low Stock,0.125
INV081407,B015,EQ03791,45,0,18,Low Stock,0.0
INV081408,B005,EQ03223,11,11,8,Healthy,1.0
INV081409,B005,EQ03033,76,53,15,Healthy,0.6973684210526315
INV081410,B028,EQ01117,15,6,27,Low Stock,0.4
INV081411,B006,EQ04042,97,53,19,Healthy,0.5463917525773195
INV081412,B021,EQ02139,38,3,25,Low Stock,0.07894736842105263
INV081413,B018,EQ04987,60,51,10,Healthy,0.85
INV081414,B011,EQ03344,89,89,8,Healthy,1.0
INV081415,B019,EQ03216,16,3,16,Low Stock,0.1875
INV081416,B004,EQ03448,43,0,23,Low Stock,0.0
INV081417,B013,EQ00526,80,62,29,Healthy,0.775
INV081418,B024,EQ00792,21,14,29,Low Stock,0.6666666666666666
INV081419,B011,EQ00757,45,33,29,Healthy,0.7333333333333333
INV081420,B028,EQ04386,90,18,10,Medium Stock,0.2
INV081421,B028,EQ00950,7,7,14,Low Stock,1.0
INV081422,B029,EQ02838,88,30,29,Medium Stock,0.3409090909090909
INV081423,B004,EQ02986,5,5,8,Low Stock,1.0
INV081424,B003,EQ00944,27,11,5,Medium Stock,0.4074074074074074
INV081425,B029,EQ04803,37,3,11,Low Stock,0.08108108108108109
INV081426,B026,EQ01048,48,6,29,Low Stock,0.125
INV081427,B003,EQ00710,14,13,17,Low Stock,0.9285714285714286
INV081428,B017,EQ00485,31,0,19,Low Stock,0.0
INV081429,B021,EQ01688,51,20,16,Medium Stock,0.39215686274509803
INV081430,B021,EQ00852,75,71,10,Healthy,0.9466666666666667
INV081431,B011,EQ03211,16,13,20,Low Stock,0.8125
INV081432,B025,EQ04883,95,48,21,Healthy,0.5052631578947369
INV081433,B002,EQ01268,76,53,26,Healthy,0.6973684210526315
INV081434,B010,EQ00265,62,14,15,Low Stock,0.22580645161290322
INV081435,B020,EQ04836,92,72,7,Healthy,0.782608695652174
INV081436,B027,EQ00219,11,1,30,Low Stock,0.09090909090909091
INV081437,B018,EQ00083,33,27,5,Healthy,0.8181818181818182
INV081438,B027,EQ02139,69,48,25,Healthy,0.6956521739130435
INV081439,B028,EQ03970,16,12,9,Healthy,0.75
INV081440,B017,EQ02820,88,34,24,Medium Stock,0.38636363636363635
INV081441,B029,EQ04062,18,11,19,Low Stock,0.6111111111111112
INV081442,B001,EQ00841,65,33,11,Healthy,0.5076923076923077
INV081443,B025,EQ03686,71,18,30,Low Stock,0.2535211267605634
INV081444,B010,EQ00790,58,54,17,Healthy,0.9310344827586207
INV081445,B025,EQ04718,72,17,8,Medium Stock,0.2361111111111111
INV081446,B012,EQ04781,79,4,6,Low Stock,0.05063291139240506
INV081447,B001,EQ03356,39,29,23,Healthy,0.7435897435897436
INV081448,B023,EQ00349,7,3,23,Low Stock,0.42857142857142855
INV081449,B018,EQ03485,62,6,19,Low Stock,0.0967741935483871
INV081450,B022,EQ00534,28,23,5,Healthy,0.8214285714285714
INV081451,B007,EQ03833,52,16,12,Medium Stock,0.3076923076923077
INV081452,B024,EQ02432,61,58,10,Healthy,0.9508196721311475
INV081453,B009,EQ04599,30,20,5,Healthy,0.6666666666666666
INV081454,B009,EQ01638,58,44,17,Healthy,0.7586206896551724
INV081455,B025,EQ03167,27,11,17,Low Stock,0.4074074074074074
INV081456,B023,EQ03863,57,3,20,Low Stock,0.05263157894736842
INV081457,B002,EQ01201,47,18,23,Low Stock,0.3829787234042553
INV081458,B001,EQ01760,79,27,10,Medium Stock,0.34177215189873417
INV081459,B019,EQ01700,51,27,18,Healthy,0.5294117647058824
INV081460,B009,EQ03121,71,34,26,Medium Stock,0.4788732394366197
INV081461,B005,EQ04419,76,56,16,Healthy,0.7368421052631579
INV081462,B020,EQ03969,64,30,19,Medium Stock,0.46875
INV081463,B022,EQ04665,67,63,15,Healthy,0.9402985074626866
INV081464,B025,EQ00276,10,10,6,Healthy,1.0
INV081465,B005,EQ01708,68,21,9,Medium Stock,0.3088235294117647
INV081466,B007,EQ01475,64,32,5,Medium Stock,0.5
INV081467,B016,EQ03118,39,22,19,Healthy,0.5641025641025641
INV081468,B008,EQ03350,29,15,22,Low Stock,0.5172413793103449
INV081469,B025,EQ00341,91,38,10,Medium Stock,0.4175824175824176
INV081470,B010,EQ00862,44,9,24,Low Stock,0.20454545454545456
INV081471,B007,EQ01494,68,13,12,Medium Stock,0.19117647058823528
INV081472,B029,EQ04290,23,3,19,Low Stock,0.13043478260869565
INV081473,B016,EQ04955,58,5,30,Low Stock,0.08620689655172414
INV081474,B014,EQ04720,10,1,12,Low Stock,0.1
INV081475,B010,EQ01647,94,14,5,Medium Stock,0.14893617021276595
INV081476,B015,EQ00791,50,27,6,Healthy,0.54
INV081477,B014,EQ04344,83,8,19,Low Stock,0.0963855421686747
INV081478,B021,EQ01035,48,9,12,Low Stock,0.1875
INV081479,B028,EQ04555,53,15,22,Low Stock,0.2830188679245283
INV081480,B008,EQ03105,40,38,27,Healthy,0.95
INV081481,B001,EQ04454,33,3,29,Low Stock,0.09090909090909091
INV081482,B006,EQ01590,48,9,6,Medium Stock,0.1875
INV081483,B015,EQ02768,14,5,24,Low Stock,0.35714285714285715
INV081484,B021,EQ03110,92,59,21,Healthy,0.6413043478260869
INV081485,B009,EQ04065,31,1,20,Low Stock,0.03225806451612903
INV081486,B007,EQ03442,73,29,8,Medium Stock,0.3972602739726027
INV081487,B012,EQ01004,41,41,8,Healthy,1.0
INV081488,B003,EQ04485,74,39,16,Healthy,0.527027027027027
INV081489,B026,EQ00513,93,63,13,Healthy,0.6774193548387096
INV081490,B021,EQ03560,89,53,15,Healthy,0.5955056179775281
INV081491,B009,EQ00565,74,48,10,Healthy,0.6486486486486487
INV081492,B018,EQ03711,61,7,16,Low Stock,0.11475409836065574
INV081493,B026,EQ03948,83,64,11,Healthy,0.7710843373493976
INV081494,B029,EQ01649,60,54,30,Healthy,0.9
INV081495,B017,EQ02978,87,42,28,Medium Stock,0.4827586206896552
INV081496,B007,EQ00102,44,1,29,Low Stock,0.022727272727272728
INV081497,B010,EQ01811,28,4,14,Low Stock,0.14285714285714285
INV081498,B003,EQ02748,35,11,13,Low Stock,0.3142857142857143
INV081499,B029,EQ04178,82,39,9,Medium Stock,0.47560975609756095
INV081500,B023,EQ00674,97,69,20,Healthy,0.711340206185567
INV081501,B008,EQ01241,97,11,23,Low Stock,0.1134020618556701
INV081502,B020,EQ02544,47,44,10,Healthy,0.9361702127659575
INV081503,B029,EQ03758,55,25,16,Medium Stock,0.45454545454545453
INV081504,B002,EQ00311,98,57,14,Healthy,0.5816326530612245
INV081505,B026,EQ04292,65,61,18,Healthy,0.9384615384615385
INV081506,B003,EQ02881,25,8,27,Low Stock,0.32
INV081507,B008,EQ04384,78,45,9,Healthy,0.5769230769230769
INV081508,B020,EQ02278,90,51,15,Healthy,0.5666666666666667
INV081509,B024,EQ01345,40,10,13,Low Stock,0.25
INV081510,B010,EQ02170,26,0,21,Low Stock,0.0
INV081511,B025,EQ04785,7,3,23,Low Stock,0.42857142857142855
INV081512,B013,EQ00850,19,3,6,Low Stock,0.15789473684210525
INV081513,B023,EQ02870,97,7,10,Low Stock,0.07216494845360824
INV081514,B012,EQ01037,73,3,22,Low Stock,0.0410958904109589
INV081515,B029,EQ02953,77,13,17,Low Stock,0.16883116883116883
INV081516,B017,EQ03874,40,11,5,Medium Stock,0.275
INV081517,B027,EQ02014,33,25,27,Low Stock,0.7575757575757576
INV081518,B029,EQ02927,51,46,10,Healthy,0.9019607843137255
INV081519,B026,EQ01946,9,9,8,Healthy,1.0
INV081520,B005,EQ04842,79,2,25,Low Stock,0.02531645569620253
INV081521,B024,EQ00639,80,57,5,Healthy,0.7125
INV081522,B011,EQ03266,91,80,19,Healthy,0.8791208791208791
INV081523,B015,EQ03044,69,24,8,Medium Stock,0.34782608695652173
INV081524,B018,EQ02399,9,6,18,Low Stock,0.6666666666666666
INV081525,B022,EQ00181,7,6,8,Low Stock,0.8571428571428571
INV081526,B030,EQ04444,100,90,15,Healthy,0.9
INV081527,B013,EQ04679,91,85,26,Healthy,0.9340659340659341
INV081528,B013,EQ00933,55,14,25,Low Stock,0.2545454545454545
INV081529,B015,EQ00700,78,16,28,Low Stock,0.20512820512820512
INV081530,B024,EQ01164,55,51,22,Healthy,0.9272727272727272
INV081531,B026,EQ02239,15,4,30,Low Stock,0.26666666666666666
INV081532,B015,EQ00244,24,4,5,Low Stock,0.16666666666666666
INV081533,B027,EQ02636,72,64,9,Healthy,0.8888888888888888
INV081534,B030,EQ01485,85,18,18,Low Stock,0.21176470588235294
INV081535,B005,EQ02558,29,0,24,Low Stock,0.0
INV081536,B020,EQ04676,13,7,12,Low Stock,0.5384615384615384
INV081537,B008,EQ00852,88,24,25,Low Stock,0.2727272727272727
INV081538,B014,EQ02829,92,2,29,Low Stock,0.021739130434782608
INV081539,B002,EQ01110,91,2,17,Low Stock,0.02197802197802198
INV081540,B017,EQ00518,23,20,13,Healthy,0.8695652173913043
INV081541,B012,EQ02718,92,17,25,Low Stock,0.18478260869565216
INV081542,B005,EQ02194,53,50,28,Healthy,0.9433962264150944
INV081543,B028,EQ02893,78,70,5,Healthy,0.8974358974358975
INV081544,B006,EQ03314,31,0,10,Low Stock,0.0
INV081545,B005,EQ03326,19,14,23,Low Stock,0.7368421052631579
INV081546,B004,EQ01487,78,7,11,Low Stock,0.08974358974358974
INV081547,B015,EQ04523,28,10,21,Low Stock,0.35714285714285715
INV081548,B026,EQ02717,46,0,16,Low Stock,0.0
INV081549,B002,EQ00097,84,2,8,Low Stock,0.023809523809523808
INV081550,B002,EQ00176,27,7,13,Low Stock,0.25925925925925924
INV081551,B018,EQ03598,77,41,7,Healthy,0.5324675324675324
INV081552,B007,EQ04774,78,72,11,Healthy,0.9230769230769231
INV081553,B024,EQ04570,35,23,27,Low Stock,0.6571428571428571
INV081554,B021,EQ00945,20,12,16,Low Stock,0.6
INV081555,B017,EQ04287,100,22,11,Medium Stock,0.22
INV081556,B026,EQ04868,74,43,16,Healthy,0.581081081081081
INV081557,B012,EQ02002,8,1,20,Low Stock,0.125
INV081558,B008,EQ00832,57,32,14,Healthy,0.5614035087719298
INV081559,B028,EQ00943,77,72,18,Healthy,0.935064935064935
INV081560,B030,EQ04947,30,8,10,Low Stock,0.26666666666666666
INV081561,B020,EQ02096,98,46,18,Medium Stock,0.46938775510204084
INV081562,B002,EQ03036,5,5,8,Low Stock,1.0
INV081563,B025,EQ02187,38,5,15,Low Stock,0.13157894736842105
INV081564,B005,EQ04152,21,14,17,Low Stock,0.6666666666666666
INV081565,B028,EQ02889,50,26,24,Healthy,0.52
INV081566,B010,EQ03006,20,17,10,Healthy,0.85
INV081567,B028,EQ03495,32,6,14,Low Stock,0.1875
INV081568,B020,EQ00667,88,57,5,Healthy,0.6477272727272727
INV081569,B020,EQ03140,7,2,27,Low Stock,0.2857142857142857
INV081570,B010,EQ04822,45,33,22,Healthy,0.7333333333333333
INV081571,B009,EQ02804,79,35,6,Medium Stock,0.4430379746835443
INV081572,B012,EQ00088,31,4,6,Low Stock,0.12903225806451613
INV081573,B022,EQ04512,57,14,13,Medium Stock,0.24561403508771928
INV081574,B013,EQ00159,84,69,16,Healthy,0.8214285714285714
INV081575,B011,EQ01115,66,60,21,Healthy,0.9090909090909091
INV081576,B002,EQ03810,74,37,10,Medium Stock,0.5
INV081577,B022,EQ02023,60,18,14,Medium Stock,0.3
INV081578,B021,EQ00657,31,4,23,Low Stock,0.12903225806451613
INV081579,B008,EQ03136,13,7,20,Low Stock,0.5384615384615384
INV081580,B006,EQ04632,7,0,23,Low Stock,0.0
INV081581,B002,EQ01761,49,29,22,Healthy,0.5918367346938775
INV081582,B024,EQ02758,13,12,19,Low Stock,0.9230769230769231
INV081583,B001,EQ03944,5,4,25,Low Stock,0.8
INV081584,B012,EQ01895,97,58,11,Healthy,0.5979381443298969
INV081585,B015,EQ00475,87,18,18,Low Stock,0.20689655172413793
INV081586,B023,EQ04975,66,9,26,Low Stock,0.13636363636363635
INV081587,B006,EQ04046,50,0,7,Low Stock,0.0
INV081588,B027,EQ03878,11,1,11,Low Stock,0.09090909090909091
INV081589,B004,EQ02171,9,5,6,Low Stock,0.5555555555555556
INV081590,B025,EQ03094,8,2,26,Low Stock,0.25
INV081591,B025,EQ01077,24,20,5,Healthy,0.8333333333333334
INV081592,B029,EQ03454,15,2,14,Low Stock,0.13333333333333333
INV081593,B013,EQ00285,89,68,14,Healthy,0.7640449438202247
INV081594,B029,EQ01164,24,19,29,Low Stock,0.7916666666666666
INV081595,B008,EQ01280,32,6,5,Medium Stock,0.1875
INV081596,B019,EQ01438,41,3,17,Low Stock,0.07317073170731707
INV081597,B002,EQ03750,59,48,13,Healthy,0.8135593220338984
INV081598,B029,EQ00355,96,67,24,Healthy,0.6979166666666666
INV081599,B018,EQ01878,67,8,27,Low Stock,0.11940298507462686
INV081600,B023,EQ02825,25,8,12,Low Stock,0.32
INV081601,B026,EQ02590,59,53,12,Healthy,0.8983050847457628
INV081602,B002,EQ04397,36,4,29,Low Stock,0.1111111111111111
INV081603,B026,EQ00411,47,38,23,Healthy,0.8085106382978723
INV081604,B024,EQ04963,43,32,7,Healthy,0.7441860465116279
INV081605,B001,EQ01276,16,4,27,Low Stock,0.25
INV081606,B020,EQ04196,53,20,28,Low Stock,0.37735849056603776
INV081607,B001,EQ03080,20,15,9,Healthy,0.75
INV081608,B004,EQ02438,88,57,7,Healthy,0.6477272727272727
INV081609,B022,EQ03446,37,10,27,Low Stock,0.2702702702702703
INV081610,B004,EQ04509,28,6,7,Low Stock,0.21428571428571427
INV081611,B004,EQ02916,44,25,7,Healthy,0.5681818181818182
INV081612,B018,EQ01774,88,34,17,Medium Stock,0.38636363636363635
INV081613,B008,EQ04787,80,62,23,Healthy,0.775
INV081614,B014,EQ04499,78,55,28,Healthy,0.7051282051282052
INV081615,B016,EQ04533,41,27,9,Healthy,0.6585365853658537
INV081616,B006,EQ03637,27,17,25,Low Stock,0.6296296296296297
INV081617,B005,EQ01338,29,29,27,Healthy,1.0
INV081618,B001,EQ00327,45,2,24,Low Stock,0.044444444444444446
INV081619,B007,EQ03203,89,23,30,Low Stock,0.25842696629213485
INV081620,B005,EQ00567,78,28,19,Medium Stock,0.358974358974359
INV081621,B019,EQ03595,24,14,10,Healthy,0.5833333333333334
INV081622,B006,EQ00502,33,10,6,Medium Stock,0.30303030303030304
INV081623,B014,EQ01808,6,1,13,Low Stock,0.16666666666666666
INV081624,B019,EQ02220,58,28,5,Medium Stock,0.4827586206896552
INV081625,B002,EQ01128,24,0,15,Low Stock,0.0
INV081626,B029,EQ03086,79,67,13,Healthy,0.8481012658227848
INV081627,B029,EQ04140,23,4,16,Low Stock,0.17391304347826086
INV081628,B017,EQ03306,30,23,13,Healthy,0.7666666666666667
INV081629,B026,EQ04264,9,7,21,Low Stock,0.7777777777777778
INV081630,B004,EQ03325,33,7,11,Low Stock,0.21212121212121213
INV081631,B026,EQ00215,53,7,18,Low Stock,0.1320754716981132
INV081632,B024,EQ01172,82,65,30,Healthy,0.7926829268292683
INV081633,B007,EQ02490,90,74,18,Healthy,0.8222222222222222
INV081634,B020,EQ02766,21,6,14,Low Stock,0.2857142857142857
INV081635,B013,EQ03057,17,12,18,Low Stock,0.7058823529411765
INV081636,B030,EQ02970,74,64,7,Healthy,0.8648648648648649
INV081637,B007,EQ01465,73,50,12,Healthy,0.684931506849315
INV081638,B015,EQ02154,20,20,24,Low Stock,1.0
INV081639,B022,EQ00986,37,24,21,Healthy,0.6486486486486487
INV081640,B013,EQ03547,7,0,8,Low Stock,0.0
INV081641,B008,EQ00137,48,27,23,Healthy,0.5625
INV081642,B024,EQ01781,19,1,17,Low Stock,0.05263157894736842
INV081643,B008,EQ00507,70,65,9,Healthy,0.9285714285714286
INV081644,B030,EQ04432,46,14,9,Medium Stock,0.30434782608695654
INV081645,B004,EQ02874,12,9,15,Low Stock,0.75
INV081646,B007,EQ00300,72,44,22,Healthy,0.6111111111111112
INV081647,B004,EQ04607,75,17,11,Medium Stock,0.22666666666666666
INV081648,B004,EQ03657,54,6,16,Low Stock,0.1111111111111111
INV081649,B001,EQ03781,62,20,17,Medium Stock,0.3225806451612903
INV081650,B013,EQ02821,59,15,23,Low Stock,0.2542372881355932
INV081651,B001,EQ03760,72,39,16,Healthy,0.5416666666666666
INV081652,B013,EQ01865,83,12,16,Low Stock,0.14457831325301204
INV081653,B024,EQ00102,80,70,23,Healthy,0.875
INV081654,B007,EQ04022,31,19,20,Low Stock,0.6129032258064516
INV081655,B015,EQ00689,66,51,13,Healthy,0.7727272727272727
INV081656,B010,EQ01742,25,11,29,Low Stock,0.44
INV081657,B026,EQ03053,11,5,5,Low Stock,0.45454545454545453
INV081658,B024,EQ01524,61,53,29,Healthy,0.8688524590163934
INV081659,B027,EQ04833,57,44,16,Healthy,0.7719298245614035
INV081660,B005,EQ04401,78,5,15,Low Stock,0.0641025641025641
INV081661,B028,EQ04861,72,65,19,Healthy,0.9027777777777778
INV081662,B025,EQ03066,91,15,9,Medium Stock,0.16483516483516483
INV081663,B012,EQ04863,20,8,18,Low Stock,0.4
INV081664,B015,EQ02615,89,75,8,Healthy,0.8426966292134831
INV081665,B010,EQ04940,56,13,6,Medium Stock,0.23214285714285715
INV081666,B006,EQ02187,33,10,29,Low Stock,0.30303030303030304
INV081667,B017,EQ02003,77,44,5,Healthy,0.5714285714285714
INV081668,B030,EQ04837,46,1,29,Low Stock,0.021739130434782608
INV081669,B004,EQ03959,92,86,15,Healthy,0.9347826086956522
INV081670,B022,EQ04402,91,74,10,Healthy,0.8131868131868132
INV081671,B013,EQ02955,58,28,28,Low Stock,0.4827586206896552
INV081672,B004,EQ04936,29,27,9,Healthy,0.9310344827586207
INV081673,B014,EQ01998,39,21,16,Healthy,0.5384615384615384
INV081674,B009,EQ03045,34,11,25,Low Stock,0.3235294117647059
INV081675,B007,EQ04719,27,7,29,Low Stock,0.25925925925925924
INV081676,B014,EQ04432,11,2,13,Low Stock,0.18181818181818182
INV081677,B006,EQ04065,81,37,15,Medium Stock,0.4567901234567901
INV081678,B023,EQ00820,76,5,27,Low Stock,0.06578947368421052
INV081679,B027,EQ03880,79,45,8,Healthy,0.569620253164557
INV081680,B018,EQ00254,35,28,12,Healthy,0.8
INV081681,B015,EQ00645,96,28,5,Medium Stock,0.2916666666666667
INV081682,B011,EQ00600,5,4,10,Low Stock,0.8
INV081683,B025,EQ01952,32,21,25,Low Stock,0.65625
INV081684,B014,EQ04431,12,9,8,Healthy,0.75
INV081685,B002,EQ00689,51,29,5,Healthy,0.5686274509803921
