Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure,Cost_Per_Day
M038443,EQ01468,B022,2025-06-26,Emergency,11,495472.13,Team Alpha,Yes,45042.920909090906
M038444,EQ03080,B020,2025-07-07,Preventive,5,76975.16,Team Alpha,No,15395.032000000001
M038445,EQ03617,B001,2026-07-29,Inspection,2,41999.34,Team Echo,No,20999.67
M038446,EQ03556,B006,2025-03-15,Emergency,13,239012.79,Team Charlie,Yes,18385.599230769232
M038447,EQ03496,B016,2026-07-12,Emergency,2,33241.96,Team Delta,No,16620.98
M038448,EQ03372,B023,2025-12-17,Inspection,7,139475.3,Team Delta,No,19925.042857142857
M038449,EQ00437,B017,2026-10-25,Emergency,3,111783.85,Team Charlie,No,37261.28333333333
M038450,EQ04046,B011,2025-03-22,Corrective,6,165904.52,Team Echo,No,27650.75333333333
M038451,EQ01613,B025,2025-02-24,Emergency,0,0.0,Team Echo,No,0.0
M038452,EQ04146,B027,2025-03-14,Preventive,14,618367.85,Team Echo,Yes,44169.13214285714
M038453,EQ04149,B002,2026-09-25,Emergency,6,270675.79,Team Charlie,No,45112.63166666666
M038454,EQ03533,B004,2025-06-09,Emergency,10,211913.21,Team Charlie,Yes,21191.321
M038455,EQ00141,B014,2025-08-17,Emergency,13,483306.28,Team Delta,Yes,37177.406153846154
M038456,EQ01265,B030,2025-03-05,Emergency,1,26582.87,Team Charlie,No,26582.87
M038457,EQ00248,B002,2026-08-06,Corrective,8,321727.87,Team Alpha,Yes,40215.98375
M038458,EQ01895,B015,2026-11-18,Preventive,7,324092.81,Team Alpha,No,46298.97285714286
M038459,EQ01880,B002,2026-06-07,Inspection,2,89959.12,Team Delta,No,44979.56
M038460,EQ04826,B019,2025-01-09,Corrective,10,238980.5,Team Echo,Yes,23898.05
M038461,EQ00951,B001,2026-07-12,Emergency,10,462728.6,Team Charlie,Yes,46272.86
M038462,EQ04503,B030,2025-01-11,Emergency,4,119822.0,Team Alpha,No,29955.5
M038463,EQ03841,B022,2025-08-18,Emergency,9,381014.41,Team Delta,Yes,42334.93444444444
M038464,EQ00750,B030,2025-08-08,Inspection,10,470346.2,Team Charlie,Yes,47034.62
M038465,EQ04492,B030,2026-03-28,Preventive,1,49340.17,Team Charlie,No,49340.17
M038466,EQ03138,B004,2026-11-18,Emergency,3,72084.21,Team Echo,No,24028.070000000003
M038467,EQ00312,B018,2026-12-03,Corrective,0,0.0,Team Alpha,No,0.0
M038468,EQ02681,B002,2026-05-07,Emergency,8,211814.24,Team Charlie,Yes,26476.78
M038469,EQ01752,B006,2025-03-29,Preventive,4,62618.96,Team Bravo,No,15654.74
M038470,EQ01791,B012,2025-06-22,Emergency,0,0.0,Team Delta,No,0.0
M038471,EQ00502,B003,2026-05-20,Corrective,4,148327.85,Team Bravo,No,37081.9625
M038472,EQ00209,B019,2025-03-02,Corrective,15,358884.34,Team Bravo,Yes,23925.62266666667
M038473,EQ02814,B009,2026-10-21,Emergency,6,165677.52,Team Bravo,No,27612.92
M038474,EQ00909,B022,2026-05-07,Emergency,18,320130.74,Team Alpha,Yes,17785.04111111111
M038475,EQ01945,B003,2025-04-23,Corrective,6,93487.75,Team Charlie,No,15581.291666666666
M038476,EQ04771,B021,2026-03-14,Preventive,3,149924.29,Team Echo,No,49974.763333333336
M038477,EQ01615,B017,2026-10-08,Corrective,4,181184.89,Team Delta,No,45296.2225
M038478,EQ03734,B013,2026-08-04,Preventive,6,203255.05,Team Echo,No,33875.84166666667
M038479,EQ00088,B022,2026-11-25,Inspection,0,0.0,Team Bravo,No,0.0
M038480,EQ00033,B007,2025-07-03,Corrective,2,47373.81,Team Bravo,No,23686.905
M038481,EQ03316,B002,2026-01-17,Emergency,1,31162.71,Team Bravo,No,31162.71
M038482,EQ03325,B029,2025-06-12,Corrective,2,74474.87,Team Alpha,No,37237.435
M038483,EQ04267,B025,2026-12-11,Emergency,1,20737.54,Team Charlie,No,20737.54
M038484,EQ03459,B002,2026-09-16,Preventive,2,83335.62,Team Echo,No,41667.81
M038485,EQ01141,B015,2026-01-23,Inspection,16,785676.43,Team Echo,Yes,49104.776875
M038486,EQ02118,B015,2025-12-07,Inspection,3,121801.63,Team Charlie,No,40600.543333333335
M038487,EQ02089,B010,2025-01-23,Emergency,9,396280.11,Team Bravo,Yes,44031.12333333333
M038488,EQ01355,B012,2025-03-02,Inspection,14,489646.43,Team Delta,Yes,34974.745
M038489,EQ03482,B009,2026-02-09,Emergency,6,106976.03,Team Alpha,No,17829.338333333333
M038490,EQ00172,B018,2026-06-21,Corrective,2,94114.63,Team Delta,No,47057.315
M038491,EQ03497,B017,2026-02-28,Preventive,4,125696.72,Team Delta,No,31424.18
M038492,EQ04444,B008,2026-10-16,Corrective,1,20818.65,Team Charlie,No,20818.65
M038493,EQ03051,B024,2025-02-22,Corrective,7,224470.7,Team Delta,No,32067.242857142857
M038494,EQ01815,B010,2026-01-03,Inspection,4,90229.53,Team Bravo,No,22557.3825
M038495,EQ03048,B005,2026-03-28,Preventive,8,193772.47,Team Delta,Yes,24221.55875
M038496,EQ01089,B010,2026-03-27,Corrective,9,268188.32,Team Echo,Yes,29798.702222222222
M038497,EQ04986,B001,2026-11-26,Corrective,7,280751.33,Team Bravo,No,40107.33285714286
M038498,EQ03431,B014,2025-07-28,Inspection,0,0.0,Team Echo,No,0.0
M038499,EQ03792,B027,2025-06-06,Inspection,4,110369.53,Team Charlie,No,27592.3825
M038500,EQ01925,B020,2026-10-11,Preventive,0,0.0,Team Echo,No,0.0
M038501,EQ02015,B022,2026-08-10,Corrective,2,45737.78,Team Bravo,No,22868.89
M038502,EQ04705,B026,2025-12-29,Inspection,5,235162.32,Team Delta,No,47032.464
M038503,EQ02056,B006,2026-03-24,Inspection,18,345290.49,Team Bravo,Yes,19182.805
M038504,EQ00108,B001,2026-05-29,Inspection,3,89954.05,Team Alpha,No,29984.683333333334
M038505,EQ03332,B012,2026-10-22,Corrective,15,547916.44,Team Bravo,Yes,36527.76266666666
M038506,EQ01708,B026,2026-12-13,Emergency,14,440803.78,Team Echo,Yes,31485.984285714287
M038507,EQ00856,B010,2026-12-11,Preventive,1,45311.18,Team Bravo,No,45311.18
M038508,EQ02606,B005,2025-03-24,Corrective,1,23745.0,Team Alpha,No,23745.0
M038509,EQ02376,B019,2025-06-26,Emergency,8,145313.47,Team Charlie,Yes,18164.18375
M038510,EQ04235,B008,2026-06-01,Inspection,4,148919.19,Team Delta,No,37229.7975
M038511,EQ02534,B020,2026-09-13,Corrective,2,38745.69,Team Bravo,No,19372.845
M038512,EQ04083,B030,2026-05-24,Preventive,6,101311.57,Team Bravo,No,16885.26166666667
M038513,EQ01316,B026,2026-03-02,Preventive,4,60613.86,Team Alpha,No,15153.465
M038514,EQ04478,B024,2026-01-14,Emergency,9,199571.91,Team Bravo,Yes,22174.656666666666
M038515,EQ01774,B014,2025-03-19,Emergency,1,25702.65,Team Bravo,No,25702.65
M038516,EQ01625,B022,2025-02-07,Emergency,7,244245.8,Team Alpha,No,34892.25714285714
M038517,EQ04491,B017,2025-12-06,Emergency,8,293712.52,Team Delta,Yes,36714.065
M038518,EQ00152,B012,2026-08-17,Preventive,9,306265.09,Team Bravo,Yes,34029.45444444445
M038519,EQ04837,B022,2025-01-23,Inspection,11,465567.97,Team Echo,Yes,42324.36090909091
M038520,EQ00459,B018,2025-12-17,Preventive,13,205574.51,Team Charlie,Yes,15813.423846153846
M038521,EQ01161,B015,2026-07-18,Emergency,9,326253.49,Team Delta,Yes,36250.387777777774
M038522,EQ02850,B003,2026-02-13,Preventive,1,26007.03,Team Bravo,No,26007.03
M038523,EQ03136,B022,2026-10-05,Emergency,0,0.0,Team Delta,No,0.0
M038524,EQ01580,B028,2025-06-23,Inspection,1,36460.59,Team Alpha,No,36460.59
M038525,EQ03962,B003,2025-02-27,Corrective,1,44515.15,Team Delta,No,44515.15
M038526,EQ00215,B005,2026-06-17,Emergency,2,65450.45,Team Alpha,No,32725.225
M038527,EQ03376,B013,2026-06-28,Emergency,18,574070.23,Team Delta,Yes,31892.790555555555
M038528,EQ03711,B027,2025-11-27,Preventive,2,40641.19,Team Alpha,No,20320.595
M038529,EQ03811,B007,2026-08-07,Inspection,13,564667.09,Team Bravo,Yes,43435.93
M038530,EQ04815,B027,2025-02-23,Inspection,4,71468.64,Team Echo,No,17867.16
M038531,EQ00791,B004,2025-04-29,Corrective,15,447925.23,Team Bravo,Yes,29861.681999999997
M038532,EQ04663,B022,2026-06-08,Corrective,3,87195.85,Team Delta,No,29065.283333333336
M038533,EQ04424,B026,2026-02-12,Inspection,1,15019.29,Team Delta,No,15019.29
M038534,EQ02740,B020,2026-06-18,Inspection,4,178840.2,Team Echo,No,44710.05
M038535,EQ00773,B002,2026-09-17,Emergency,3,145324.25,Team Alpha,No,48441.416666666664
M038536,EQ02198,B004,2026-11-30,Inspection,4,158182.9,Team Alpha,No,39545.725
M038537,EQ00769,B014,2025-08-12,Emergency,6,154122.87,Team Alpha,No,25687.145
M038538,EQ01765,B019,2026-04-09,Emergency,9,338610.35,Team Charlie,Yes,37623.37222222222
M038539,EQ01076,B028,2026-01-28,Emergency,5,242235.97,Team Delta,No,48447.194
M038540,EQ00992,B022,2026-09-16,Corrective,7,109621.92,Team Echo,No,15660.274285714286
M038541,EQ01261,B007,2026-07-05,Preventive,12,419976.99,Team Delta,Yes,34998.0825
M038542,EQ00738,B026,2026-10-22,Preventive,4,140447.07,Team Bravo,No,35111.7675
M038543,EQ04617,B016,2025-10-28,Preventive,9,429329.28,Team Echo,Yes,47703.253333333334
M038544,EQ04025,B013,2026-04-28,Emergency,0,0.0,Team Bravo,No,0.0
M038545,EQ04715,B018,2026-12-07,Preventive,2,75802.98,Team Echo,No,37901.49
M038546,EQ01858,B003,2025-12-29,Emergency,1,18463.39,Team Alpha,No,18463.39
M038547,EQ01141,B019,2025-09-14,Corrective,12,401328.47,Team Delta,Yes,33444.03916666666
M038548,EQ04792,B010,2025-10-09,Inspection,8,301327.9,Team Charlie,Yes,37665.9875
M038549,EQ02738,B004,2025-02-25,Corrective,0,0.0,Team Charlie,No,0.0
M038550,EQ04844,B009,2026-01-18,Inspection,1,44538.61,Team Alpha,No,44538.61
M038551,EQ04840,B009,2026-07-23,Emergency,3,131592.78,Team Alpha,No,43864.26
M038552,EQ04907,B006,2026-02-02,Preventive,3,70097.36,Team Alpha,No,23365.786666666667
M038553,EQ00842,B005,2026-11-13,Preventive,10,195057.74,Team Delta,Yes,19505.773999999998
M038554,EQ04738,B008,2025-05-05,Preventive,14,222977.23,Team Delta,Yes,15926.945000000002
M038555,EQ01280,B011,2025-09-10,Emergency,5,143159.21,Team Bravo,No,28631.841999999997
M038556,EQ04060,B010,2025-03-08,Inspection,3,81579.22,Team Delta,No,27193.073333333334
M038557,EQ04319,B018,2025-11-16,Corrective,3,102984.64,Team Alpha,No,34328.21333333333
M038558,EQ00975,B014,2025-09-15,Preventive,3,53451.32,Team Alpha,No,17817.106666666667
M038559,EQ01211,B014,2025-11-03,Preventive,3,80033.76,Team Echo,No,26677.92
M038560,EQ02460,B019,2025-03-03,Inspection,3,68999.8,Team Bravo,No,22999.933333333334
M038561,EQ00072,B003,2025-08-07,Emergency,3,105971.32,Team Echo,No,35323.77333333334
M038562,EQ02734,B009,2026-02-26,Inspection,5,137780.43,Team Alpha,No,27556.086
M038563,EQ01551,B011,2026-07-19,Corrective,9,212742.29,Team Charlie,Yes,23638.032222222224
M038564,EQ02932,B015,2025-10-08,Inspection,18,304893.62,Team Bravo,Yes,16938.534444444445
M038565,EQ02706,B004,2025-11-01,Preventive,14,289677.61,Team Charlie,Yes,20691.257857142857
M038566,EQ02926,B006,2025-05-29,Corrective,6,91357.29,Team Echo,No,15226.214999999998
M038567,EQ01394,B013,2026-09-14,Preventive,2,99459.69,Team Alpha,No,49729.845
M038568,EQ04588,B016,2026-09-22,Emergency,9,387135.6,Team Bravo,Yes,43015.066666666666
M038569,EQ00238,B024,2026-01-22,Emergency,8,211653.12,Team Delta,Yes,26456.64
M038570,EQ03678,B020,2026-12-21,Preventive,2,80673.41,Team Charlie,No,40336.705
M038571,EQ01148,B025,2026-02-11,Inspection,14,398841.32,Team Charlie,Yes,28488.665714285715
M038572,EQ00422,B012,2025-09-09,Inspection,10,425647.84,Team Delta,Yes,42564.784
M038573,EQ01597,B006,2025-08-14,Emergency,0,0.0,Team Bravo,No,0.0
M038574,EQ03179,B030,2026-02-05,Emergency,4,164009.33,Team Alpha,No,41002.3325
M038575,EQ00065,B015,2026-07-27,Inspection,15,618627.29,Team Echo,Yes,41241.81933333333
M038576,EQ02125,B003,2026-09-13,Corrective,13,572014.76,Team Alpha,Yes,44001.13538461539
M038577,EQ02204,B004,2025-06-02,Inspection,4,110795.95,Team Bravo,No,27698.9875
M038578,EQ01705,B004,2026-10-31,Preventive,3,142927.75,Team Alpha,No,47642.583333333336
M038579,EQ03846,B029,2025-06-25,Preventive,4,133533.84,Team Alpha,No,33383.46
M038580,EQ00408,B029,2025-06-02,Preventive,14,274365.03,Team Bravo,Yes,19597.502142857145
M038581,EQ02975,B012,2026-12-27,Corrective,5,114000.63,Team Delta,No,22800.126
M038582,EQ01589,B013,2026-03-26,Corrective,8,181814.47,Team Echo,Yes,22726.80875
M038583,EQ01839,B007,2026-06-29,Emergency,6,276860.54,Team Echo,No,46143.42333333333
M038584,EQ01429,B009,2026-09-11,Preventive,3,99307.18,Team Bravo,No,33102.39333333333
M038585,EQ00723,B030,2026-03-20,Emergency,0,0.0,Team Echo,No,0.0
M038586,EQ01739,B022,2026-12-12,Corrective,6,203870.89,Team Alpha,No,33978.48166666667
M038587,EQ04030,B019,2025-05-05,Emergency,4,144484.05,Team Delta,No,36121.0125
M038588,EQ03399,B027,2025-09-11,Corrective,0,0.0,Team Charlie,No,0.0
M038589,EQ02829,B018,2025-04-25,Preventive,9,282391.86,Team Bravo,Yes,31376.873333333333
M038590,EQ01562,B011,2026-06-29,Inspection,5,193962.66,Team Charlie,No,38792.532
M038591,EQ01758,B018,2025-10-11,Corrective,7,262050.6,Team Echo,No,37435.8
M038592,EQ01280,B030,2026-11-26,Inspection,8,300254.02,Team Charlie,Yes,37531.7525
M038593,EQ01103,B010,2025-08-11,Inspection,9,379005.76,Team Delta,Yes,42111.75111111111
M038594,EQ02333,B016,2025-04-12,Emergency,17,773285.89,Team Charlie,Yes,45487.40529411765
M038595,EQ03229,B016,2026-02-12,Preventive,2,73041.89,Team Echo,No,36520.945
M038596,EQ02378,B016,2025-09-04,Corrective,10,444732.59,Team Bravo,Yes,44473.259000000005
M038597,EQ01903,B021,2025-08-23,Inspection,10,487745.4,Team Alpha,Yes,48774.54
M038598,EQ00207,B016,2025-06-16,Corrective,8,263977.3,Team Alpha,Yes,32997.1625
M038599,EQ03379,B006,2025-06-11,Emergency,9,353616.63,Team Echo,Yes,39290.736666666664
M038600,EQ00308,B012,2026-08-20,Preventive,5,193286.72,Team Echo,No,38657.344
M038601,EQ01188,B006,2025-02-07,Inspection,4,63779.29,Team Charlie,No,15944.8225
M038602,EQ02123,B019,2025-09-01,Preventive,3,122033.61,Team Alpha,No,40677.87
M038603,EQ02005,B023,2026-05-03,Inspection,7,131122.56,Team Bravo,No,18731.794285714284
M038604,EQ01518,B008,2026-03-22,Inspection,0,0.0,Team Delta,No,0.0
M038605,EQ03521,B025,2026-07-02,Corrective,4,155751.61,Team Echo,No,38937.9025
M038606,EQ03506,B002,2026-01-12,Preventive,7,129604.9,Team Delta,No,18514.985714285714
M038607,EQ01586,B004,2026-02-17,Preventive,0,0.0,Team Alpha,No,0.0
M038608,EQ04632,B011,2026-11-11,Inspection,6,115432.83,Team Alpha,No,19238.805
M038609,EQ04636,B027,2026-10-31,Preventive,6,110275.81,Team Bravo,No,18379.301666666666
M038610,EQ01638,B004,2026-08-03,Inspection,4,173605.92,Team Charlie,No,43401.48
M038611,EQ04887,B013,2026-11-29,Corrective,8,150103.15,Team Charlie,Yes,18762.89375
M038612,EQ01456,B010,2025-03-05,Preventive,7,177354.49,Team Echo,No,25336.355714285713
M038613,EQ03800,B005,2025-07-20,Inspection,12,356062.13,Team Charlie,Yes,29671.844166666666
M038614,EQ00352,B016,2025-12-14,Inspection,3,115797.79,Team Delta,No,38599.26333333333
M038615,EQ04026,B017,2026-04-07,Preventive,19,627413.03,Team Echo,Yes,33021.738421052636
M038616,EQ04757,B020,2025-10-14,Emergency,5,167989.72,Team Alpha,No,33597.944
M038617,EQ00236,B016,2025-10-15,Preventive,11,472512.4,Team Delta,Yes,42955.67272727273
M038618,EQ01669,B029,2026-09-03,Corrective,4,102794.42,Team Charlie,No,25698.605
M038619,EQ03912,B005,2025-08-13,Inspection,3,148959.96,Team Charlie,No,49653.32
M038620,EQ02610,B026,2026-01-26,Inspection,5,139438.44,Team Bravo,No,27887.688000000002
M038621,EQ02033,B011,2026-02-08,Inspection,5,215405.74,Team Delta,No,43081.148
M038622,EQ02663,B005,2025-06-05,Preventive,0,0.0,Team Bravo,No,0.0
M038623,EQ00111,B017,2026-07-30,Preventive,4,81790.6,Team Echo,No,20447.65
M038624,EQ01589,B019,2025-01-10,Corrective,7,259043.3,Team Echo,No,37006.18571428571
M038625,EQ00845,B016,2025-11-27,Emergency,0,0.0,Team Charlie,No,0.0
M038626,EQ00518,B004,2025-11-30,Corrective,14,570940.53,Team Bravo,Yes,40781.46642857143
M038627,EQ03845,B021,2025-12-12,Emergency,1,23338.78,Team Alpha,No,23338.78
M038628,EQ01248,B030,2026-12-03,Preventive,13,311334.79,Team Delta,Yes,23948.829999999998
M038629,EQ00208,B007,2025-01-22,Preventive,4,182385.83,Team Echo,No,45596.4575
M038630,EQ00931,B021,2025-11-28,Corrective,2,74442.56,Team Delta,No,37221.28
M038631,EQ04351,B003,2026-04-13,Inspection,16,763201.23,Team Charlie,Yes,47700.076875
M038632,EQ01982,B020,2026-12-03,Emergency,4,178046.48,Team Echo,No,44511.62
M038633,EQ01555,B008,2026-06-10,Corrective,13,262543.26,Team Charlie,Yes,20195.635384615387
M038634,EQ02220,B023,2026-05-22,Preventive,1,37188.09,Team Echo,No,37188.09
M038635,EQ03408,B004,2026-05-30,Emergency,6,229544.79,Team Alpha,No,38257.465000000004
M038636,EQ00349,B021,2025-01-26,Emergency,4,182080.62,Team Delta,No,45520.155
M038637,EQ00647,B010,2025-07-11,Corrective,7,219303.87,Team Echo,No,31329.124285714286
M038638,EQ04060,B024,2026-07-17,Emergency,0,0.0,Team Echo,No,0.0
M038639,EQ01040,B006,2026-12-19,Inspection,14,597484.59,Team Alpha,Yes,42677.470714285715
M038640,EQ00712,B017,2025-12-09,Emergency,9,376609.64,Team Charlie,Yes,41845.515555555554
M038641,EQ03046,B012,2025-09-10,Inspection,3,78543.89,Team Bravo,No,26181.296666666665
M038642,EQ04082,B014,2025-12-02,Corrective,7,232348.33,Team Delta,No,33192.61857142857
M038643,EQ02217,B023,2025-09-25,Emergency,15,546491.66,Team Echo,Yes,36432.77733333334
M038644,EQ00817,B030,2025-01-06,Corrective,9,161542.59,Team Bravo,Yes,17949.176666666666
M038645,EQ02560,B016,2025-10-14,Emergency,10,307477.0,Team Bravo,Yes,30747.7
M038646,EQ04136,B005,2025-08-31,Corrective,4,83350.37,Team Echo,No,20837.5925
M038647,EQ04521,B013,2026-02-03,Preventive,2,55111.53,Team Bravo,No,27555.765
M038648,EQ04914,B011,2026-02-20,Corrective,4,125829.73,Team Alpha,No,31457.4325
M038649,EQ00287,B004,2025-02-17,Preventive,10,493882.1,Team Charlie,Yes,49388.21
M038650,EQ00356,B013,2026-07-02,Emergency,2,42230.55,Team Alpha,No,21115.275
M038651,EQ00650,B009,2026-04-30,Corrective,2,63666.79,Team Alpha,No,31833.395
M038652,EQ04346,B011,2025-07-17,Corrective,1,21488.85,Team Charlie,No,21488.85
M038653,EQ00366,B027,2025-05-27,Emergency,1,37924.8,Team Delta,No,37924.8
M038654,EQ01297,B008,2026-04-25,Corrective,8,136276.23,Team Charlie,Yes,17034.52875
M038655,EQ01849,B015,2026-11-01,Inspection,4,136846.67,Team Delta,No,34211.6675
M038656,EQ03002,B010,2025-02-06,Corrective,8,149544.53,Team Bravo,Yes,18693.06625
M038657,EQ03540,B003,2025-12-08,Corrective,0,0.0,Team Delta,No,0.0
M038658,EQ03230,B002,2025-07-22,Corrective,3,125439.32,Team Alpha,No,41813.10666666667
M038659,EQ00551,B009,2025-06-08,Emergency,14,249367.44,Team Bravo,Yes,17811.96
M038660,EQ04887,B026,2025-05-10,Inspection,9,329537.18,Team Echo,Yes,36615.24222222222
M038661,EQ02038,B027,2025-03-18,Emergency,19,938649.32,Team Delta,Yes,49402.59578947368
M038662,EQ00398,B024,2026-07-29,Corrective,9,416630.06,Team Charlie,Yes,46292.22888888889
M038663,EQ00368,B005,2026-04-09,Emergency,17,372442.41,Team Charlie,Yes,21908.377058823527
M038664,EQ00468,B023,2026-11-23,Corrective,2,62926.21,Team Echo,No,31463.105
M038665,EQ02135,B017,2025-07-05,Emergency,9,403429.87,Team Charlie,Yes,44825.54111111111
M038666,EQ02556,B026,2025-03-31,Corrective,3,67674.3,Team Echo,No,22558.100000000002
M038667,EQ00696,B010,2025-07-03,Emergency,19,798633.91,Team Alpha,Yes,42033.363684210526
M038668,EQ04935,B013,2026-08-31,Inspection,3,133641.12,Team Echo,No,44547.04
M038669,EQ01462,B020,2026-12-24,Preventive,2,44387.04,Team Bravo,No,22193.52
M038670,EQ02227,B022,2025-02-21,Emergency,4,100581.43,Team Echo,No,25145.3575
M038671,EQ00091,B026,2026-05-15,Emergency,0,0.0,Team Bravo,No,0.0
M038672,EQ04947,B014,2025-06-08,Inspection,4,177586.33,Team Charlie,No,44396.5825
M038673,EQ01449,B003,2025-12-18,Preventive,2,30156.2,Team Delta,No,15078.1
M038674,EQ00667,B015,2026-12-20,Emergency,14,552688.14,Team Bravo,Yes,39477.724285714285
M038675,EQ02921,B016,2026-04-08,Inspection,11,435883.0,Team Alpha,Yes,39625.72727272727
M038676,EQ03687,B023,2026-02-25,Corrective,12,435386.05,Team Delta,Yes,36282.17083333333
M038677,EQ02501,B013,2026-02-12,Emergency,2,76814.12,Team Bravo,No,38407.06
M038678,EQ04851,B019,2025-05-13,Corrective,2,86899.12,Team Charlie,No,43449.56
M038679,EQ00874,B024,2025-12-28,Inspection,5,166577.24,Team Alpha,No,33315.448
M038680,EQ01057,B001,2025-12-20,Preventive,2,61715.09,Team Delta,No,30857.545
M038681,EQ03312,B019,2025-07-25,Corrective,7,235343.15,Team Delta,No,33620.45
M038682,EQ00063,B010,2026-12-19,Corrective,10,448421.53,Team Charlie,Yes,44842.153000000006
M038683,EQ04110,B013,2025-08-04,Preventive,4,179307.01,Team Echo,No,44826.7525
M038684,EQ03552,B020,2025-11-07,Inspection,12,306061.88,Team Delta,Yes,25505.156666666666
M038685,EQ03072,B018,2026-07-21,Preventive,12,242423.13,Team Echo,Yes,20201.9275
M038686,EQ04029,B006,2026-07-30,Corrective,2,39078.66,Team Delta,No,19539.33
M038687,EQ03617,B025,2026-05-25,Corrective,1,45022.48,Team Echo,No,45022.48
M038688,EQ03091,B030,2025-11-04,Preventive,1,40787.99,Team Charlie,No,40787.99
M038689,EQ01379,B016,2025-01-18,Inspection,7,310900.02,Team Bravo,No,44414.28857142857
M038690,EQ03431,B020,2025-08-23,Preventive,2,44989.22,Team Bravo,No,22494.61
M038691,EQ00554,B015,2025-10-20,Inspection,2,33779.23,Team Bravo,No,16889.615
M038692,EQ00497,B025,2026-04-01,Preventive,2,33089.2,Team Echo,No,16544.6
M038693,EQ01774,B017,2026-11-26,Emergency,2,99114.54,Team Echo,No,49557.27
M038694,EQ04132,B006,2026-06-26,Corrective,18,453207.12,Team Alpha,Yes,25178.173333333332
M038695,EQ01373,B002,2026-04-01,Preventive,2,66238.55,Team Echo,No,33119.275
M038696,EQ04090,B013,2026-08-05,Corrective,17,369750.67,Team Echo,Yes,21750.039411764705
M038697,EQ02809,B029,2025-03-22,Corrective,1,19726.49,Team Charlie,No,19726.49
M038698,EQ03564,B015,2026-04-17,Corrective,4,89523.97,Team Delta,No,22380.9925
M038699,EQ00060,B029,2025-09-17,Inspection,0,0.0,Team Alpha,No,0.0
M038700,EQ01690,B015,2025-03-17,Preventive,4,73468.75,Team Echo,No,18367.1875
M038701,EQ04075,B008,2025-03-09,Preventive,8,304665.15,Team Delta,Yes,38083.14375
M038702,EQ00540,B011,2025-11-09,Corrective,3,87422.01,Team Echo,No,29140.67
M038703,EQ01788,B027,2025-07-16,Emergency,1,27007.13,Team Echo,No,27007.13
M038704,EQ04101,B006,2026-07-15,Emergency,2,50683.99,Team Charlie,No,25341.995
M038705,EQ02842,B029,2025-11-04,Inspection,15,725475.1,Team Alpha,Yes,48365.00666666667
M038706,EQ03863,B002,2026-12-03,Emergency,1,35542.87,Team Charlie,No,35542.87
M038707,EQ03852,B027,2026-02-11,Corrective,2,64772.91,Team Alpha,No,32386.455
M038708,EQ04242,B023,2025-10-28,Preventive,6,280427.45,Team Charlie,No,46737.90833333333
M038709,EQ03907,B005,2025-12-25,Inspection,4,198705.44,Team Bravo,No,49676.36
M038710,EQ01809,B009,2026-05-28,Emergency,2,69142.58,Team Alpha,No,34571.29
M038711,EQ01017,B017,2026-11-08,Inspection,18,594725.73,Team Echo,Yes,33040.31833333333
M038712,EQ00464,B004,2026-11-21,Emergency,7,330889.42,Team Charlie,No,47269.91714285714
M038713,EQ00857,B019,2025-03-01,Corrective,2,78236.06,Team Bravo,No,39118.03
M038714,EQ04776,B024,2025-10-16,Emergency,2,85688.07,Team Delta,No,42844.035
M038715,EQ03971,B015,2026-01-11,Inspection,5,232860.03,Team Alpha,No,46572.006
M038716,EQ02632,B019,2025-05-13,Emergency,1,22496.5,Team Echo,No,22496.5
M038717,EQ04255,B027,2025-06-29,Corrective,1,47763.73,Team Delta,No,47763.73
M038718,EQ02695,B006,2026-10-25,Inspection,10,495697.3,Team Alpha,Yes,49569.729999999996
M038719,EQ01636,B015,2025-06-13,Preventive,17,672737.89,Team Bravo,Yes,39572.81705882353
M038720,EQ02558,B021,2026-06-01,Inspection,0,0.0,Team Echo,No,0.0
M038721,EQ04439,B020,2026-07-27,Emergency,1,34005.13,Team Charlie,No,34005.13
M038722,EQ00399,B010,2025-05-25,Preventive,5,239823.59,Team Charlie,No,47964.718
M038723,EQ01276,B021,2026-12-22,Emergency,4,170221.56,Team Delta,No,42555.39
M038724,EQ01773,B006,2026-06-01,Inspection,18,311088.13,Team Echo,Yes,17282.67388888889
M038725,EQ00181,B025,2025-01-18,Emergency,8,342512.2,Team Charlie,Yes,42814.025
M038726,EQ00616,B011,2026-06-05,Corrective,16,576777.08,Team Alpha,Yes,36048.5675
M038727,EQ00204,B010,2026-08-23,Preventive,4,125718.44,Team Echo,No,31429.61
M038728,EQ03647,B019,2025-01-02,Inspection,5,180522.23,Team Bravo,No,36104.446
M038729,EQ04152,B015,2026-04-28,Corrective,3,66497.57,Team Echo,No,22165.85666666667
M038730,EQ02566,B008,2025-12-02,Inspection,4,128202.85,Team Charlie,No,32050.7125
M038731,EQ04110,B025,2026-01-05,Emergency,4,194543.72,Team Bravo,No,48635.93
M038732,EQ03613,B021,2025-02-04,Corrective,19,808394.67,Team Delta,Yes,42547.08789473685
M038733,EQ01974,B014,2026-07-23,Inspection,2,58788.67,Team Delta,No,29394.335
M038734,EQ03706,B005,2025-10-11,Emergency,19,325232.87,Team Alpha,Yes,17117.51947368421
M038735,EQ00952,B013,2025-05-19,Corrective,0,0.0,Team Bravo,No,0.0
