Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status,Equipment_Age
EQ03701,SUP0157,Radar,Radar,L&T Defence,2005,19,Operational,21
EQ03702,SUP0038,Tank,Tank,Bharat Dynamics,2014,15,Operational,12
EQ03703,SUP0280,Generator,Generator,L&T Defence,2005,13,Operational,21
EQ03704,SUP0190,Radar,Radar,DRDO,2007,29,Operational,19
EQ03705,SUP0205,Missile Launcher,Missile Launcher,DRDO,2016,21,Operational,10
EQ03706,SUP0035,Drone,Drone,DRDO,2011,28,Operational,15
EQ03707,SUP0003,Tank,Tank,BEL,2022,28,Operational,4
EQ03708,SUP0283,Generator,Generator,Bharat Dynamics,2008,23,Operational,18
EQ03709,SUP0047,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2005,30,Operational,21
EQ03710,SUP0161,Communication System,Communication System,BEL,2020,21,Operational,6
EQ03711,SUP0196,Generator,Generator,Mahindra Defence,2015,14,Operational,11
EQ03712,SUP0018,Tank,Tank,BEL,2017,11,Operational,9
EQ03713,SUP0086,Communication System,Communication System,Mahindra Defence,2006,16,Operational,20
EQ03714,SUP0152,Drone,Drone,HAL,2005,12,Operational,21
EQ03715,SUP0258,Generator,Generator,Bharat Dynamics,2025,25,Operational,1
EQ03716,SUP0046,Generator,Generator,BEL,2024,28,Operational,2
EQ03717,SUP0106,Communication System,Communication System,BEL,2010,18,Out of Service,16
EQ03718,SUP0016,Communication System,Communication System,Tata Advanced Systems,2018,26,Operational,8
EQ03719,SUP0279,Drone,Drone,Tata Advanced Systems,2008,14,Maintenance,18
EQ03720,SUP0193,Armored Vehicle,Armored Vehicle,DRDO,2015,22,Operational,11
EQ03721,SUP0280,Generator,Generator,BEL,2013,25,Operational,13
EQ03722,SUP0198,Radar,Radar,Tata Advanced Systems,2017,22,Out of Service,9
EQ03723,SUP0268,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2005,30,Maintenance,21
EQ03724,SUP0112,Missile Launcher,Missile Launcher,HAL,2021,12,Operational,5
EQ03725,SUP0205,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2011,30,Operational,15
EQ03726,SUP0091,Radar,Radar,Tata Advanced Systems,2011,17,Operational,15
EQ03727,SUP0170,Generator,Generator,DRDO,2016,13,Operational,10
EQ03728,SUP0080,Radar,Radar,Tata Advanced Systems,2012,17,Operational,14
EQ03729,SUP0275,Armored Vehicle,Armored Vehicle,Mahindra Defence,2016,11,Operational,10
EQ03730,SUP0216,Truck,Truck,L&T Defence,2013,13,Operational,13
EQ03731,SUP0036,Armored Vehicle,Armored Vehicle,HAL,2016,29,Operational,10
EQ03732,SUP0188,Radar,Radar,Mahindra Defence,2005,25,Maintenance,21
EQ03733,SUP0298,Armored Vehicle,Armored Vehicle,HAL,2013,18,Operational,13
EQ03734,SUP0091,Missile Launcher,Missile Launcher,Bharat Dynamics,2012,29,Operational,14
EQ03735,SUP0137,Radar,Radar,Ashok Leyland Defence,2009,29,Operational,17
EQ03736,SUP0016,Tank,Tank,L&T Defence,2019,28,Operational,7
EQ03737,SUP0187,Missile Launcher,Missile Launcher,Bharat Dynamics,2021,22,Operational,5
EQ03738,SUP0275,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2025,20,Operational,1
EQ03739,SUP0044,Communication System,Communication System,BEL,2007,28,Operational,19
EQ03740,SUP0055,Missile Launcher,Missile Launcher,Bharat Dynamics,2012,30,Operational,14
EQ03741,SUP0132,Drone,Drone,DRDO,2018,28,Operational,8
EQ03742,SUP0285,Drone,Drone,DRDO,2006,25,Maintenance,20
EQ03743,SUP0005,Radar,Radar,Tata Advanced Systems,2011,21,Operational,15
EQ03744,SUP0082,Radar,Radar,L&T Defence,2005,21,Operational,21
EQ03745,SUP0186,Missile Launcher,Missile Launcher,HAL,2008,24,Operational,18
EQ03746,SUP0098,Radar,Radar,Tata Advanced Systems,2007,20,Out of Service,19
EQ03747,SUP0163,Communication System,Communication System,Mahindra Defence,2018,24,Maintenance,8
EQ03748,SUP0051,Communication System,Communication System,HAL,2012,19,Operational,14
EQ03749,SUP0002,Generator,Generator,Bharat Dynamics,2011,30,Operational,15
EQ03750,SUP0236,Communication System,Communication System,BEL,2009,14,Operational,17
EQ03751,SUP0255,Missile Launcher,Missile Launcher,HAL,2010,10,Operational,16
EQ03752,SUP0270,Radar,Radar,Tata Advanced Systems,2025,26,Operational,1
EQ03753,SUP0075,Truck,Truck,DRDO,2014,29,Operational,12
EQ03754,SUP0144,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,16,Operational,13
EQ03755,SUP0149,Armored Vehicle,Armored Vehicle,Mahindra Defence,2010,26,Operational,16
EQ03756,SUP0066,Truck,Truck,L&T Defence,2020,28,Operational,6
EQ03757,SUP0179,Missile Launcher,Missile Launcher,L&T Defence,2022,29,Operational,4
EQ03758,SUP0276,Generator,Generator,DRDO,2016,28,Operational,10
EQ03759,SUP0039,Drone,Drone,Tata Advanced Systems,2024,29,Out of Service,2
EQ03760,SUP0114,Missile Launcher,Missile Launcher,Bharat Dynamics,2005,14,Operational,21
EQ03761,SUP0289,Generator,Generator,Tata Advanced Systems,2005,28,Maintenance,21
EQ03762,SUP0287,Missile Launcher,Missile Launcher,BEL,2022,19,Operational,4
EQ03763,SUP0291,Drone,Drone,DRDO,2010,20,Out of Service,16
EQ03764,SUP0174,Tank,Tank,Mahindra Defence,2013,25,Operational,13
EQ03765,SUP0284,Radar,Radar,L&T Defence,2023,12,Operational,3
EQ03766,SUP0143,Truck,Truck,HAL,2020,27,Operational,6
EQ03767,SUP0239,Drone,Drone,Tata Advanced Systems,2020,14,Operational,6
EQ03768,SUP0245,Tank,Tank,L&T Defence,2005,10,Operational,21
EQ03769,SUP0261,Drone,Drone,L&T Defence,2008,24,Maintenance,18
EQ03770,SUP0201,Truck,Truck,L&T Defence,2019,18,Operational,7
EQ03771,SUP0278,Tank,Tank,Bharat Dynamics,2013,30,Operational,13
EQ03772,SUP0125,Missile Launcher,Missile Launcher,BEL,2007,19,Maintenance,19
EQ03773,SUP0154,Drone,Drone,Mahindra Defence,2021,22,Operational,5
EQ03774,SUP0204,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2022,24,Operational,4
EQ03775,SUP0105,Tank,Tank,HAL,2015,26,Operational,11
EQ03776,SUP0262,Tank,Tank,Tata Advanced Systems,2018,21,Operational,8
EQ03777,SUP0156,Generator,Generator,L&T Defence,2006,12,Operational,20
EQ03778,SUP0038,Missile Launcher,Missile Launcher,HAL,2014,15,Operational,12
EQ03779,SUP0131,Truck,Truck,DRDO,2011,12,Operational,15
EQ03780,SUP0102,Communication System,Communication System,HAL,2022,26,Operational,4
EQ03781,SUP0234,Radar,Radar,Tata Advanced Systems,2005,18,Maintenance,21
EQ03782,SUP0282,Tank,Tank,DRDO,2023,29,Operational,3
EQ03783,SUP0096,Tank,Tank,HAL,2010,29,Operational,16
EQ03784,SUP0270,Armored Vehicle,Armored Vehicle,BEL,2017,14,Operational,9
EQ03785,SUP0055,Communication System,Communication System,Mahindra Defence,2006,23,Out of Service,20
EQ03786,SUP0218,Radar,Radar,Ashok Leyland Defence,2015,23,Operational,11
EQ03787,SUP0233,Tank,Tank,DRDO,2019,23,Operational,7
EQ03788,SUP0085,Drone,Drone,L&T Defence,2019,11,Operational,7
EQ03789,SUP0060,Tank,Tank,BEL,2009,23,Maintenance,17
EQ03790,SUP0111,Radar,Radar,Ashok Leyland Defence,2025,16,Operational,1
EQ03791,SUP0077,Communication System,Communication System,HAL,2024,26,Out of Service,2
EQ03792,SUP0150,Communication System,Communication System,Tata Advanced Systems,2011,30,Operational,15
EQ03793,SUP0160,Truck,Truck,Bharat Dynamics,2024,21,Out of Service,2
EQ03794,SUP0270,Communication System,Communication System,Tata Advanced Systems,2025,21,Operational,1
EQ03795,SUP0216,Tank,Tank,Bharat Dynamics,2012,27,Operational,14
EQ03796,SUP0214,Communication System,Communication System,Bharat Dynamics,2005,29,Operational,21
EQ03797,SUP0178,Armored Vehicle,Armored Vehicle,Mahindra Defence,2015,10,Maintenance,11
EQ03798,SUP0211,Radar,Radar,Ashok Leyland Defence,2009,26,Operational,17
EQ03799,SUP0261,Generator,Generator,Mahindra Defence,2015,10,Operational,11
EQ03800,SUP0102,Generator,Generator,Tata Advanced Systems,2021,25,Operational,5
EQ03801,SUP0295,Armored Vehicle,Armored Vehicle,Mahindra Defence,2021,23,Operational,5
EQ03802,SUP0169,Truck,Truck,Mahindra Defence,2015,25,Operational,11
EQ03803,SUP0105,Generator,Generator,Bharat Dynamics,2016,17,Operational,10
EQ03804,SUP0133,Tank,Tank,HAL,2021,24,Operational,5
EQ03805,SUP0126,Tank,Tank,Mahindra Defence,2014,30,Operational,12
EQ03806,SUP0138,Drone,Drone,BEL,2005,12,Maintenance,21
EQ03807,SUP0291,Tank,Tank,L&T Defence,2015,26,Maintenance,11
EQ03808,SUP0064,Generator,Generator,L&T Defence,2023,26,Operational,3
EQ03809,SUP0278,Missile Launcher,Missile Launcher,Mahindra Defence,2018,26,Operational,8
EQ03810,SUP0224,Truck,Truck,BEL,2012,19,Operational,14
EQ03811,SUP0065,Communication System,Communication System,Mahindra Defence,2011,30,Operational,15
EQ03812,SUP0227,Truck,Truck,Ashok Leyland Defence,2022,20,Operational,4
EQ03813,SUP0117,Tank,Tank,HAL,2009,20,Operational,17
EQ03814,SUP0162,Communication System,Communication System,Ashok Leyland Defence,2020,23,Operational,6
EQ03815,SUP0259,Truck,Truck,Ashok Leyland Defence,2009,29,Operational,17
EQ03816,SUP0126,Missile Launcher,Missile Launcher,L&T Defence,2006,28,Maintenance,20
EQ03817,SUP0091,Missile Launcher,Missile Launcher,HAL,2010,15,Operational,16
EQ03818,SUP0290,Communication System,Communication System,DRDO,2017,14,Operational,9
EQ03819,SUP0043,Radar,Radar,Mahindra Defence,2022,21,Operational,4
EQ03820,SUP0088,Drone,Drone,Ashok Leyland Defence,2015,11,Maintenance,11
EQ03821,SUP0261,Communication System,Communication System,Bharat Dynamics,2015,13,Operational,11
EQ03822,SUP0123,Radar,Radar,HAL,2022,20,Operational,4
EQ03823,SUP0214,Missile Launcher,Missile Launcher,HAL,2009,20,Maintenance,17
EQ03824,SUP0207,Missile Launcher,Missile Launcher,HAL,2017,22,Maintenance,9
EQ03825,SUP0274,Communication System,Communication System,HAL,2025,18,Operational,1
EQ03826,SUP0081,Radar,Radar,HAL,2024,28,Operational,2
EQ03827,SUP0050,Tank,Tank,Bharat Dynamics,2018,26,Operational,8
EQ03828,SUP0134,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2012,30,Operational,14
EQ03829,SUP0229,Generator,Generator,Tata Advanced Systems,2008,11,Operational,18
EQ03830,SUP0170,Communication System,Communication System,Mahindra Defence,2019,30,Operational,7
EQ03831,SUP0091,Generator,Generator,Mahindra Defence,2009,22,Out of Service,17
EQ03832,SUP0251,Missile Launcher,Missile Launcher,DRDO,2022,22,Operational,4
EQ03833,SUP0039,Missile Launcher,Missile Launcher,DRDO,2013,24,Operational,13
EQ03834,SUP0020,Tank,Tank,BEL,2023,19,Maintenance,3
EQ03835,SUP0112,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2013,25,Operational,13
EQ03836,SUP0009,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2012,23,Operational,14
EQ03837,SUP0219,Communication System,Communication System,L&T Defence,2008,15,Maintenance,18
EQ03838,SUP0127,Armored Vehicle,Armored Vehicle,HAL,2007,18,Operational,19
EQ03839,SUP0277,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2018,20,Operational,8
EQ03840,SUP0256,Truck,Truck,Tata Advanced Systems,2009,17,Operational,17
EQ03841,SUP0041,Tank,Tank,BEL,2023,23,Operational,3
EQ03842,SUP0058,Generator,Generator,BEL,2008,24,Maintenance,18
EQ03843,SUP0127,Drone,Drone,Ashok Leyland Defence,2013,29,Operational,13
EQ03844,SUP0101,Tank,Tank,L&T Defence,2025,19,Operational,1
EQ03845,SUP0044,Generator,Generator,L&T Defence,2020,16,Operational,6
EQ03846,SUP0097,Drone,Drone,L&T Defence,2018,30,Operational,8
EQ03847,SUP0126,Communication System,Communication System,BEL,2024,13,Operational,2
EQ03848,SUP0295,Truck,Truck,Mahindra Defence,2020,18,Operational,6
EQ03849,SUP0133,Generator,Generator,L&T Defence,2020,10,Operational,6
EQ03850,SUP0205,Radar,Radar,DRDO,2022,14,Operational,4
EQ03851,SUP0252,Generator,Generator,BEL,2011,19,Operational,15
EQ03852,SUP0281,Truck,Truck,BEL,2018,19,Out of Service,8
EQ03853,SUP0149,Truck,Truck,DRDO,2021,11,Operational,5
EQ03854,SUP0111,Generator,Generator,Mahindra Defence,2009,26,Maintenance,17
EQ03855,SUP0115,Communication System,Communication System,BEL,2021,22,Operational,5
EQ03856,SUP0263,Armored Vehicle,Armored Vehicle,Mahindra Defence,2020,13,Operational,6
EQ03857,SUP0164,Drone,Drone,Mahindra Defence,2013,19,Operational,13
EQ03858,SUP0135,Generator,Generator,HAL,2018,15,Operational,8
EQ03859,SUP0164,Generator,Generator,Bharat Dynamics,2013,19,Operational,13
EQ03860,SUP0172,Truck,Truck,L&T Defence,2025,10,Operational,1
EQ03861,SUP0061,Drone,Drone,Tata Advanced Systems,2011,27,Operational,15
EQ03862,SUP0174,Communication System,Communication System,Tata Advanced Systems,2018,11,Operational,8
EQ03863,SUP0189,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2016,19,Operational,10
EQ03864,SUP0227,Radar,Radar,BEL,2008,16,Operational,18
EQ03865,SUP0204,Drone,Drone,L&T Defence,2005,24,Maintenance,21
EQ03866,SUP0011,Tank,Tank,Mahindra Defence,2020,23,Operational,6
EQ03867,SUP0169,Missile Launcher,Missile Launcher,L&T Defence,2021,30,Operational,5
EQ03868,SUP0239,Truck,Truck,Ashok Leyland Defence,2011,26,Operational,15
EQ03869,SUP0114,Generator,Generator,BEL,2017,24,Operational,9
EQ03870,SUP0231,Armored Vehicle,Armored Vehicle,L&T Defence,2007,25,Operational,19
EQ03871,SUP0104,Generator,Generator,Mahindra Defence,2010,10,Operational,16
EQ03872,SUP0064,Radar,Radar,Mahindra Defence,2008,23,Operational,18
EQ03873,SUP0077,Drone,Drone,Ashok Leyland Defence,2010,22,Operational,16
EQ03874,SUP0213,Truck,Truck,Bharat Dynamics,2006,16,Maintenance,20
EQ03875,SUP0211,Generator,Generator,Tata Advanced Systems,2012,30,Operational,14
EQ03876,SUP0177,Missile Launcher,Missile Launcher,DRDO,2021,20,Operational,5
EQ03877,SUP0085,Missile Launcher,Missile Launcher,HAL,2022,17,Operational,4
EQ03878,SUP0093,Missile Launcher,Missile Launcher,DRDO,2023,12,Operational,3
EQ03879,SUP0070,Radar,Radar,BEL,2020,12,Operational,6
EQ03880,SUP0270,Communication System,Communication System,Ashok Leyland Defence,2008,17,Maintenance,18
EQ03881,SUP0234,Tank,Tank,DRDO,2017,20,Operational,9
EQ03882,SUP0236,Generator,Generator,BEL,2022,19,Out of Service,4
EQ03883,SUP0123,Missile Launcher,Missile Launcher,DRDO,2019,24,Maintenance,7
EQ03884,SUP0203,Tank,Tank,Bharat Dynamics,2014,10,Operational,12
EQ03885,SUP0232,Communication System,Communication System,Ashok Leyland Defence,2025,25,Operational,1
EQ03886,SUP0278,Drone,Drone,HAL,2023,19,Maintenance,3
EQ03887,SUP0047,Communication System,Communication System,Bharat Dynamics,2015,13,Maintenance,11
EQ03888,SUP0184,Drone,Drone,Ashok Leyland Defence,2014,22,Operational,12
EQ03889,SUP0042,Generator,Generator,HAL,2014,19,Operational,12
EQ03890,SUP0086,Truck,Truck,Tata Advanced Systems,2007,30,Maintenance,19
EQ03891,SUP0060,Tank,Tank,HAL,2019,24,Operational,7
EQ03892,SUP0056,Radar,Radar,Mahindra Defence,2008,10,Maintenance,18
EQ03893,SUP0110,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2019,28,Operational,7
EQ03894,SUP0193,Tank,Tank,Tata Advanced Systems,2019,15,Operational,7
EQ03895,SUP0145,Radar,Radar,Tata Advanced Systems,2008,28,Out of Service,18
EQ03896,SUP0090,Tank,Tank,HAL,2021,19,Maintenance,5
EQ03897,SUP0086,Truck,Truck,Bharat Dynamics,2023,17,Maintenance,3
EQ03898,SUP0100,Generator,Generator,Mahindra Defence,2013,24,Operational,13
EQ03899,SUP0060,Truck,Truck,L&T Defence,2020,29,Operational,6
EQ03900,SUP0237,Tank,Tank,Tata Advanced Systems,2011,24,Out of Service,15
EQ03901,SUP0049,Generator,Generator,DRDO,2006,30,Maintenance,20
EQ03902,SUP0129,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2019,25,Operational,7
EQ03903,SUP0253,Generator,Generator,BEL,2012,18,Operational,14
EQ03904,SUP0091,Communication System,Communication System,Mahindra Defence,2025,15,Operational,1
EQ03905,SUP0207,Tank,Tank,Bharat Dynamics,2009,21,Operational,17
EQ03906,SUP0284,Missile Launcher,Missile Launcher,HAL,2022,14,Operational,4
EQ03907,SUP0151,Communication System,Communication System,Mahindra Defence,2021,24,Operational,5
EQ03908,SUP0078,Tank,Tank,Ashok Leyland Defence,2014,11,Operational,12
EQ03909,SUP0057,Radar,Radar,DRDO,2008,23,Operational,18
EQ03910,SUP0153,Generator,Generator,Bharat Dynamics,2020,13,Operational,6
EQ03911,SUP0021,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,25,Operational,10
EQ03912,SUP0207,Generator,Generator,Tata Advanced Systems,2024,11,Operational,2
EQ03913,SUP0270,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,19,Operational,15
EQ03914,SUP0081,Armored Vehicle,Armored Vehicle,HAL,2019,28,Operational,7
EQ03915,SUP0243,Radar,Radar,Ashok Leyland Defence,2017,25,Maintenance,9
EQ03916,SUP0149,Radar,Radar,HAL,2011,22,Operational,15
EQ03917,SUP0219,Truck,Truck,DRDO,2007,14,Maintenance,19
EQ03918,SUP0146,Radar,Radar,DRDO,2015,21,Operational,11
EQ03919,SUP0119,Radar,Radar,HAL,2008,29,Out of Service,18
EQ03920,SUP0292,Tank,Tank,HAL,2009,16,Operational,17
EQ03921,SUP0010,Radar,Radar,Bharat Dynamics,2021,12,Operational,5
EQ03922,SUP0177,Drone,Drone,L&T Defence,2018,19,Operational,8
EQ03923,SUP0277,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2005,17,Maintenance,21
EQ03924,SUP0141,Truck,Truck,Ashok Leyland Defence,2006,16,Out of Service,20
EQ03925,SUP0068,Missile Launcher,Missile Launcher,Mahindra Defence,2014,19,Maintenance,12
EQ03926,SUP0218,Tank,Tank,Tata Advanced Systems,2020,10,Operational,6
EQ03927,SUP0120,Generator,Generator,Mahindra Defence,2022,11,Operational,4
EQ03928,SUP0164,Truck,Truck,Tata Advanced Systems,2007,25,Out of Service,19
EQ03929,SUP0113,Radar,Radar,L&T Defence,2012,19,Operational,14
EQ03930,SUP0052,Generator,Generator,Tata Advanced Systems,2021,15,Out of Service,5
EQ03931,SUP0129,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2019,10,Maintenance,7
EQ03932,SUP0023,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,28,Operational,14
EQ03933,SUP0031,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2012,16,Operational,14
EQ03934,SUP0119,Communication System,Communication System,Bharat Dynamics,2019,25,Operational,7
EQ03935,SUP0094,Armored Vehicle,Armored Vehicle,BEL,2007,24,Out of Service,19
EQ03936,SUP0004,Missile Launcher,Missile Launcher,Bharat Dynamics,2024,22,Maintenance,2
EQ03937,SUP0114,Radar,Radar,DRDO,2021,24,Out of Service,5
EQ03938,SUP0147,Armored Vehicle,Armored Vehicle,DRDO,2022,27,Operational,4
EQ03939,SUP0299,Radar,Radar,BEL,2005,16,Operational,21
EQ03940,SUP0275,Radar,Radar,L&T Defence,2012,21,Operational,14
EQ03941,SUP0158,Missile Launcher,Missile Launcher,L&T Defence,2008,19,Maintenance,18
EQ03942,SUP0027,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,15,Operational,1
EQ03943,SUP0248,Communication System,Communication System,Tata Advanced Systems,2014,18,Maintenance,12
EQ03944,SUP0185,Generator,Generator,DRDO,2025,24,Operational,1
EQ03945,SUP0019,Missile Launcher,Missile Launcher,DRDO,2007,29,Operational,19
EQ03946,SUP0274,Drone,Drone,BEL,2019,25,Operational,7
EQ03947,SUP0261,Drone,Drone,Bharat Dynamics,2007,27,Operational,19
EQ03948,SUP0127,Truck,Truck,L&T Defence,2015,17,Operational,11
EQ03949,SUP0251,Truck,Truck,BEL,2010,14,Operational,16
EQ03950,SUP0102,Tank,Tank,Ashok Leyland Defence,2011,10,Operational,15
EQ03951,SUP0239,Generator,Generator,L&T Defence,2020,21,Out of Service,6
EQ03952,SUP0268,Tank,Tank,L&T Defence,2005,17,Operational,21
EQ03953,SUP0008,Drone,Drone,Ashok Leyland Defence,2020,23,Operational,6
EQ03954,SUP0069,Radar,Radar,Bharat Dynamics,2024,19,Operational,2
EQ03955,SUP0130,Truck,Truck,HAL,2008,22,Maintenance,18
EQ03956,SUP0252,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,17,Operational,13
EQ03957,SUP0021,Armored Vehicle,Armored Vehicle,BEL,2014,14,Operational,12
EQ03958,SUP0021,Tank,Tank,BEL,2020,30,Operational,6
EQ03959,SUP0288,Communication System,Communication System,HAL,2015,11,Operational,11
EQ03960,SUP0194,Communication System,Communication System,HAL,2015,13,Operational,11
EQ03961,SUP0274,Drone,Drone,Ashok Leyland Defence,2014,18,Operational,12
EQ03962,SUP0228,Generator,Generator,BEL,2025,17,Maintenance,1
EQ03963,SUP0059,Drone,Drone,L&T Defence,2017,26,Operational,9
EQ03964,SUP0106,Communication System,Communication System,HAL,2023,27,Operational,3
EQ03965,SUP0198,Tank,Tank,DRDO,2020,28,Operational,6
EQ03966,SUP0052,Radar,Radar,Ashok Leyland Defence,2025,25,Operational,1
EQ03967,SUP0023,Generator,Generator,Tata Advanced Systems,2005,22,Operational,21
EQ03968,SUP0064,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2009,17,Operational,17
EQ03969,SUP0263,Drone,Drone,BEL,2017,29,Operational,9
EQ03970,SUP0057,Truck,Truck,DRDO,2025,27,Operational,1
EQ03971,SUP0283,Drone,Drone,Tata Advanced Systems,2024,20,Operational,2
EQ03972,SUP0044,Generator,Generator,Mahindra Defence,2018,26,Operational,8
EQ03973,SUP0146,Drone,Drone,Bharat Dynamics,2024,28,Operational,2
EQ03974,SUP0045,Armored Vehicle,Armored Vehicle,HAL,2012,12,Operational,14
EQ03975,SUP0210,Drone,Drone,L&T Defence,2009,28,Maintenance,17
EQ03976,SUP0145,Tank,Tank,Bharat Dynamics,2005,21,Operational,21
EQ03977,SUP0146,Drone,Drone,Ashok Leyland Defence,2024,20,Operational,2
EQ03978,SUP0039,Communication System,Communication System,Mahindra Defence,2019,19,Operational,7
EQ03979,SUP0127,Generator,Generator,Mahindra Defence,2025,30,Operational,1
EQ03980,SUP0145,Radar,Radar,Tata Advanced Systems,2010,25,Operational,16
EQ03981,SUP0062,Communication System,Communication System,Mahindra Defence,2014,26,Operational,12
EQ03982,SUP0171,Radar,Radar,BEL,2009,23,Operational,17
EQ03983,SUP0084,Generator,Generator,HAL,2006,14,Out of Service,20
EQ03984,SUP0115,Missile Launcher,Missile Launcher,DRDO,2017,10,Operational,9
EQ03985,SUP0265,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,28,Operational,18
EQ03986,SUP0256,Communication System,Communication System,Mahindra Defence,2018,11,Operational,8
EQ03987,SUP0211,Communication System,Communication System,Ashok Leyland Defence,2018,17,Out of Service,8
EQ03988,SUP0259,Communication System,Communication System,DRDO,2005,26,Maintenance,21
EQ03989,SUP0211,Communication System,Communication System,L&T Defence,2010,20,Operational,16
EQ03990,SUP0052,Armored Vehicle,Armored Vehicle,BEL,2020,25,Operational,6
EQ03991,SUP0141,Drone,Drone,DRDO,2006,26,Maintenance,20
EQ03992,SUP0014,Tank,Tank,Tata Advanced Systems,2011,12,Operational,15
EQ03993,SUP0022,Tank,Tank,Tata Advanced Systems,2022,27,Operational,4
EQ03994,SUP0147,Communication System,Communication System,Ashok Leyland Defence,2011,13,Operational,15
EQ03995,SUP0013,Tank,Tank,DRDO,2018,26,Operational,8
EQ03996,SUP0009,Armored Vehicle,Armored Vehicle,Mahindra Defence,2012,25,Operational,14
EQ03997,SUP0070,Radar,Radar,Bharat Dynamics,2010,23,Maintenance,16
EQ03998,SUP0033,Communication System,Communication System,DRDO,2008,19,Operational,18
EQ03999,SUP0014,Drone,Drone,Ashok Leyland Defence,2013,22,Operational,13
EQ04000,SUP0184,Tank,Tank,Bharat Dynamics,2005,11,Operational,21
EQ04001,SUP0229,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2007,22,Operational,19
EQ04002,SUP0083,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,18,Maintenance,18
EQ04003,SUP0293,Truck,Truck,BEL,2022,10,Operational,4
EQ04004,SUP0046,Radar,Radar,DRDO,2024,26,Operational,2
EQ04005,SUP0088,Communication System,Communication System,BEL,2005,29,Out of Service,21
EQ04006,SUP0034,Tank,Tank,L&T Defence,2013,28,Operational,13
EQ04007,SUP0265,Tank,Tank,Ashok Leyland Defence,2015,13,Maintenance,11
EQ04008,SUP0050,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,18,Operational,15
EQ04009,SUP0157,Radar,Radar,DRDO,2017,14,Maintenance,9
EQ04010,SUP0129,Missile Launcher,Missile Launcher,Bharat Dynamics,2016,15,Operational,10
EQ04011,SUP0222,Radar,Radar,HAL,2008,28,Maintenance,18
EQ04012,SUP0199,Drone,Drone,Bharat Dynamics,2018,14,Operational,8
EQ04013,SUP0169,Missile Launcher,Missile Launcher,DRDO,2012,19,Operational,14
EQ04014,SUP0274,Radar,Radar,L&T Defence,2017,29,Operational,9
EQ04015,SUP0272,Generator,Generator,L&T Defence,2024,12,Out of Service,2
EQ04016,SUP0281,Generator,Generator,Ashok Leyland Defence,2021,11,Operational,5
EQ04017,SUP0139,Tank,Tank,L&T Defence,2018,14,Operational,8
EQ04018,SUP0072,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,13,Maintenance,20
EQ04019,SUP0015,Missile Launcher,Missile Launcher,Tata Advanced Systems,2025,26,Operational,1
EQ04020,SUP0020,Radar,Radar,L&T Defence,2017,29,Operational,9
EQ04021,SUP0108,Generator,Generator,HAL,2006,14,Operational,20
EQ04022,SUP0022,Drone,Drone,Bharat Dynamics,2006,22,Maintenance,20
EQ04023,SUP0021,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,16,Maintenance,9
EQ04024,SUP0153,Armored Vehicle,Armored Vehicle,Mahindra Defence,2021,30,Maintenance,5
EQ04025,SUP0250,Truck,Truck,BEL,2010,19,Operational,16
EQ04026,SUP0174,Generator,Generator,DRDO,2022,27,Operational,4
EQ04027,SUP0097,Missile Launcher,Missile Launcher,DRDO,2015,11,Operational,11
EQ04028,SUP0044,Truck,Truck,Tata Advanced Systems,2014,14,Operational,12
EQ04029,SUP0089,Tank,Tank,Mahindra Defence,2014,22,Operational,12
EQ04030,SUP0068,Communication System,Communication System,HAL,2017,18,Operational,9
EQ04031,SUP0098,Drone,Drone,Mahindra Defence,2024,20,Out of Service,2
EQ04032,SUP0226,Communication System,Communication System,Mahindra Defence,2006,11,Maintenance,20
EQ04033,SUP0052,Radar,Radar,DRDO,2007,26,Operational,19
EQ04034,SUP0207,Tank,Tank,DRDO,2012,10,Operational,14
