Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status,Budget_Per_Person
MIS018760,2026-08-04,B001,Central,Surveillance,Low,Storm,8,210,2897801.52,Completed,13799.054857142857
MIS018761,2025-01-11,B012,South,Equipment Transport,High,Storm,62,305,3438995.65,Completed,11275.395573770491
MIS018762,2026-12-22,B030,East,Border Patrol,High,Storm,24,264,1474749.72,Completed,5586.173181818182
MIS018763,2025-08-16,B021,South,Reconnaissance,Medium,Rain,32,183,3692376.21,Completed,20176.91918032787
MIS018764,2026-06-04,B016,West,Training Exercise,Low,Storm,55,144,2638927.54,Delayed,18325.885694444445
MIS018765,2026-01-25,B001,Central,Reconnaissance,Low,Rain,25,123,981837.65,Completed,7982.419918699187
MIS018766,2026-03-28,B003,East,Surveillance,Medium,Fog,33,397,2774358.41,Completed,6988.308337531486
MIS018767,2026-09-14,B012,South,Supply Delivery,High,Rain,41,367,336890.35,Completed,917.9573569482288
MIS018768,2026-01-06,B015,South,Surveillance,High,Storm,50,398,1374185.91,Completed,3452.728417085427
MIS018769,2025-06-13,B016,West,Border Patrol,Critical,Storm,35,176,3594323.38,Completed,20422.29193181818
MIS018770,2025-05-22,B030,East,Surveillance,Medium,Storm,39,197,3210300.2,Completed,16295.940101522843
MIS018771,2026-02-02,B027,West,Reconnaissance,Low,Clear,11,100,4017322.06,Completed,40173.2206
MIS018772,2026-03-25,B014,Central,Supply Delivery,Medium,Rain,28,382,3561266.71,Completed,9322.687722513088
MIS018773,2026-09-17,B013,South,Training Exercise,High,Rain,38,312,3708980.88,Completed,11887.75923076923
MIS018774,2026-05-29,B017,East,Border Patrol,Critical,Clear,39,330,2611945.87,Completed,7914.987484848485
MIS018775,2025-07-30,B004,East,Supply Delivery,Medium,Snow,21,98,1956925.01,Completed,19968.62255102041
MIS018776,2025-05-04,B025,West,Border Patrol,Medium,Storm,68,264,3877610.11,Completed,14687.917083333334
MIS018777,2026-05-26,B010,North,Training Exercise,Critical,Snow,35,355,175999.56,Delayed,495.7734084507042
MIS018778,2025-10-19,B015,South,Supply Delivery,Medium,Rain,21,87,391282.08,Completed,4497.495172413794
MIS018779,2026-11-02,B011,Central,Equipment Transport,High,Clear,68,277,3622562.54,Completed,13077.84310469314
MIS018780,2026-03-21,B001,Central,Border Patrol,Medium,Clear,25,368,2326225.35,Completed,6321.264538043479
MIS018781,2025-11-08,B030,East,Training Exercise,High,Rain,34,325,3480414.12,Completed,10708.966523076924
MIS018782,2025-05-04,B013,South,Medical Support,Critical,Fog,23,130,447449.46,Completed,3441.9189230769234
MIS018783,2026-08-01,B025,West,Border Patrol,Medium,Clear,17,106,4288837.21,Completed,40460.72839622641
MIS018784,2025-08-08,B022,Central,Disaster Relief,Medium,Snow,56,344,1259714.75,Delayed,3661.9614825581393
MIS018785,2026-07-12,B026,South,Disaster Relief,High,Clear,23,20,4620054.49,Completed,231002.7245
MIS018786,2026-10-22,B011,Central,Equipment Transport,Low,Snow,29,75,435476.59,Completed,5806.354533333334
MIS018787,2026-06-13,B002,North,Surveillance,Low,Fog,6,202,2248604.46,Completed,11131.705247524753
MIS018788,2025-09-23,B001,Central,Border Patrol,Low,Storm,4,360,3314753.39,Delayed,9207.648305555556
MIS018789,2026-12-22,B019,Central,Supply Delivery,Low,Clear,37,285,2659821.81,Delayed,9332.708105263158
MIS018790,2026-09-30,B002,North,Border Patrol,Low,Rain,6,201,1354937.66,Completed,6740.983383084576
MIS018791,2026-06-25,B021,South,Disaster Relief,High,Fog,11,364,463974.38,Completed,1274.6548901098902
MIS018792,2025-02-28,B025,West,Equipment Transport,High,Fog,36,179,4309148.26,Delayed,24073.453966480447
MIS018793,2026-06-16,B019,Central,Equipment Transport,Medium,Rain,12,347,3960267.04,Completed,11412.873314121038
MIS018794,2026-01-17,B002,North,Border Patrol,High,Storm,52,153,1379098.71,Delayed,9013.71705882353
MIS018795,2026-02-11,B011,Central,Surveillance,Low,Clear,44,273,4973361.49,Completed,18217.441355311355
MIS018796,2026-03-11,B015,South,Supply Delivery,Medium,Storm,5,330,3684958.39,Completed,11166.540575757575
MIS018797,2026-04-27,B015,South,Equipment Transport,Critical,Fog,65,59,3563429.99,Completed,60397.11847457627
MIS018798,2026-09-29,B009,South,Medical Support,Medium,Clear,30,63,1082008.66,Cancelled,17174.740634920632
MIS018799,2025-09-14,B010,North,Training Exercise,Medium,Storm,32,273,513445.59,Cancelled,1880.753076923077
MIS018800,2025-06-27,B003,East,Border Patrol,Critical,Snow,65,200,3962558.22,Completed,19812.791100000002
MIS018801,2025-10-22,B024,East,Reconnaissance,Medium,Storm,37,384,1824085.6,Completed,4750.222916666667
MIS018802,2025-07-20,B025,West,Equipment Transport,Low,Storm,61,290,445272.88,Delayed,1535.423724137931
MIS018803,2026-02-28,B014,Central,Training Exercise,High,Fog,50,360,2902822.54,Completed,8063.3959444444445
MIS018804,2026-07-11,B015,South,Supply Delivery,High,Fog,15,132,1973456.17,Delayed,14950.42553030303
MIS018805,2026-09-07,B025,West,Surveillance,Low,Snow,62,76,4816947.04,Completed,63380.88210526316
MIS018806,2025-10-31,B019,Central,Supply Delivery,Medium,Clear,20,36,4059072.42,Completed,112752.01166666666
MIS018807,2025-11-15,B023,North,Border Patrol,Medium,Fog,12,380,3246423.3,Completed,8543.219210526315
MIS018808,2026-05-08,B004,East,Supply Delivery,Low,Fog,40,46,122523.1,Completed,2663.5456521739134
MIS018809,2026-05-06,B014,Central,Border Patrol,Medium,Storm,29,203,4552778.81,Completed,22427.4818226601
MIS018810,2026-10-19,B027,West,Disaster Relief,Low,Storm,30,247,1460446.97,Delayed,5912.740769230769
MIS018811,2026-02-11,B017,East,Disaster Relief,Medium,Fog,40,348,3220232.58,Completed,9253.541896551724
MIS018812,2025-04-01,B026,South,Medical Support,Medium,Rain,9,267,3440157.74,Completed,12884.485917602997
MIS018813,2026-04-04,B005,East,Surveillance,Medium,Snow,12,62,1298611.16,Completed,20945.34129032258
MIS018814,2025-02-04,B025,West,Disaster Relief,High,Snow,33,236,4481276.09,Completed,18988.458008474576
MIS018815,2026-05-25,B006,West,Disaster Relief,Medium,Clear,40,33,2160412.99,Completed,65467.06030303031
MIS018816,2026-09-24,B001,Central,Border Patrol,Medium,Clear,71,247,854848.79,Completed,3460.9262753036437
MIS018817,2026-01-02,B011,Central,Surveillance,Medium,Clear,25,64,4011689.59,Completed,62682.64984375
MIS018818,2025-01-30,B015,South,Equipment Transport,High,Fog,5,146,4103432.96,Completed,28105.70520547945
MIS018819,2026-11-30,B018,East,Supply Delivery,Medium,Snow,45,81,3352556.09,Completed,41389.58135802469
MIS018820,2025-10-14,B015,South,Surveillance,High,Rain,45,305,4446173.63,Completed,14577.618459016394
MIS018821,2026-11-09,B001,Central,Reconnaissance,Low,Storm,55,288,144786.89,Delayed,502.7322569444445
MIS018822,2026-02-04,B014,Central,Training Exercise,Medium,Rain,19,390,1676258.56,Completed,4298.098871794872
MIS018823,2026-01-17,B011,Central,Border Patrol,Low,Storm,30,389,201533.99,Delayed,518.082236503856
MIS018824,2025-10-07,B002,North,Disaster Relief,Critical,Fog,59,265,2088092.08,Completed,7879.592754716981
MIS018825,2026-10-14,B030,East,Reconnaissance,Medium,Clear,30,218,3337116.43,Completed,15307.873532110092
MIS018826,2026-03-21,B020,East,Training Exercise,Medium,Snow,23,97,686238.33,Delayed,7074.621958762887
MIS018827,2025-07-03,B023,North,Reconnaissance,Medium,Rain,33,145,3520246.97,Completed,24277.565310344828
MIS018828,2025-06-30,B019,Central,Medical Support,Medium,Fog,47,116,2356240.82,Completed,20312.420862068964
MIS018829,2025-04-13,B029,South,Disaster Relief,High,Storm,40,399,281916.03,Completed,706.5564661654136
MIS018830,2026-03-14,B021,South,Medical Support,Low,Snow,51,291,650907.35,Completed,2236.7950171821303
MIS018831,2025-08-18,B027,West,Disaster Relief,Low,Clear,21,226,1167412.43,Completed,5165.5417256637165
MIS018832,2025-08-23,B002,North,Disaster Relief,Medium,Fog,33,115,4247123.66,Completed,36931.51008695652
MIS018833,2025-08-10,B013,South,Medical Support,Critical,Clear,65,172,1908356.7,Completed,11095.097093023256
MIS018834,2025-02-21,B028,West,Equipment Transport,Medium,Clear,69,113,2737212.35,Delayed,24223.11814159292
MIS018835,2026-08-16,B002,North,Equipment Transport,Critical,Snow,50,340,4978756.44,Completed,14643.401294117648
MIS018836,2025-05-24,B028,West,Disaster Relief,Low,Storm,7,213,3094685.74,Completed,14529.04103286385
MIS018837,2026-11-05,B023,North,Equipment Transport,High,Rain,59,63,2602529.43,Completed,41309.990952380955
MIS018838,2025-08-02,B001,Central,Disaster Relief,Medium,Rain,70,355,137509.11,Completed,387.34960563380275
MIS018839,2025-11-07,B015,South,Disaster Relief,High,Rain,72,179,1728173.77,Cancelled,9654.602067039106
MIS018840,2025-11-12,B019,Central,Supply Delivery,Low,Snow,54,191,4858581.16,Completed,25437.59769633508
MIS018841,2025-08-16,B027,West,Disaster Relief,Medium,Rain,52,66,1626804.91,Completed,24648.559242424242
MIS018842,2026-04-20,B013,South,Border Patrol,High,Rain,72,201,2930643.38,Completed,14580.315323383084
MIS018843,2025-05-02,B016,West,Surveillance,Medium,Storm,52,74,2087898.97,Completed,28214.850945945946
MIS018844,2025-01-16,B006,West,Reconnaissance,Low,Fog,40,24,3002491.88,Completed,125103.82833333332
MIS018845,2026-12-12,B013,South,Supply Delivery,Medium,Clear,32,222,1378160.65,Completed,6207.930855855855
MIS018846,2026-02-07,B007,Central,Reconnaissance,High,Snow,61,255,1020288.04,Completed,4001.129568627451
MIS018847,2025-06-25,B029,South,Reconnaissance,Low,Storm,42,73,2991589.43,Cancelled,40980.67712328767
MIS018848,2026-09-15,B008,East,Training Exercise,High,Snow,40,83,317197.04,Completed,3821.651084337349
MIS018849,2026-03-10,B029,South,Supply Delivery,Medium,Snow,64,82,959935.29,Completed,11706.527926829269
MIS018850,2026-02-25,B005,East,Disaster Relief,Medium,Fog,46,322,4390417.76,Completed,13634.837763975154
MIS018851,2026-12-27,B006,West,Medical Support,Medium,Clear,41,147,2417968.24,Cancelled,16448.76353741497
MIS018852,2025-08-19,B007,Central,Reconnaissance,Low,Storm,34,191,2784334.57,Completed,14577.667905759161
MIS018853,2026-05-24,B016,West,Disaster Relief,Medium,Storm,14,188,184213.09,Completed,979.8568617021276
MIS018854,2026-11-08,B017,East,Equipment Transport,Medium,Storm,26,155,1702445.31,Completed,10983.518129032258
MIS018855,2025-02-01,B011,Central,Equipment Transport,High,Snow,56,282,3260625.07,Completed,11562.50024822695
MIS018856,2025-02-27,B016,West,Supply Delivery,Medium,Storm,42,99,2236927.33,Completed,22595.225555555557
MIS018857,2025-06-11,B025,West,Reconnaissance,Critical,Fog,14,283,387559.4,Completed,1369.4678445229683
MIS018858,2026-11-23,B013,South,Medical Support,Low,Snow,65,76,4563992.73,Completed,60052.53592105264
MIS018859,2025-01-06,B008,East,Supply Delivery,High,Snow,57,172,2549841.94,Completed,14824.662441860464
MIS018860,2025-05-06,B012,South,Border Patrol,Medium,Clear,70,72,1959763.69,Completed,27218.940138888887
MIS018861,2025-08-01,B007,Central,Border Patrol,Medium,Fog,57,178,4781747.66,Completed,26863.750898876406
MIS018862,2026-12-01,B008,East,Medical Support,Low,Rain,62,38,4839980.5,Completed,127367.90789473684
MIS018863,2025-08-12,B017,East,Disaster Relief,Medium,Storm,15,312,2357353.75,Completed,7555.620993589743
MIS018864,2025-01-02,B014,Central,Equipment Transport,High,Snow,32,227,3263418.05,Delayed,14376.290969162996
MIS018865,2026-07-02,B015,South,Reconnaissance,Critical,Rain,56,98,2129464.82,Completed,21729.232857142855
MIS018866,2026-01-05,B006,West,Equipment Transport,Medium,Clear,46,78,115395.02,Completed,1479.4233333333334
MIS018867,2025-12-08,B003,East,Border Patrol,Medium,Clear,57,79,988223.89,Completed,12509.163164556961
MIS018868,2026-09-20,B030,East,Surveillance,Low,Fog,25,312,2289492.73,Completed,7338.117724358975
MIS018869,2026-03-29,B025,West,Reconnaissance,Critical,Fog,51,378,3978631.32,Completed,10525.479682539682
MIS018870,2025-03-31,B027,West,Training Exercise,High,Snow,30,79,4106271.88,Completed,51978.12506329114
MIS018871,2025-11-16,B027,West,Training Exercise,High,Storm,49,368,2253622.22,Delayed,6123.973423913044
MIS018872,2026-01-23,B021,South,Training Exercise,High,Snow,17,62,623796.77,Completed,10061.238225806452
MIS018873,2026-12-05,B023,North,Equipment Transport,Critical,Storm,10,107,3357428.83,Completed,31377.83953271028
MIS018874,2026-12-02,B019,Central,Surveillance,Medium,Storm,67,299,1071654.08,Completed,3584.127357859532
MIS018875,2026-08-09,B018,East,Equipment Transport,Low,Snow,11,91,202728.6,Delayed,2227.786813186813
MIS018876,2025-08-31,B022,Central,Equipment Transport,High,Fog,5,71,2005769.8,Completed,28250.278873239437
MIS018877,2026-08-25,B011,Central,Supply Delivery,High,Clear,38,84,4582051.13,Cancelled,54548.22773809524
MIS018878,2025-07-17,B022,Central,Supply Delivery,High,Storm,69,274,564824.02,Completed,2061.4015328467153
MIS018879,2026-10-14,B012,South,Disaster Relief,High,Storm,40,213,2836740.98,Delayed,13318.032769953052
MIS018880,2026-07-22,B027,West,Supply Delivery,High,Storm,32,210,3823769.36,Completed,18208.425523809525
MIS018881,2025-10-07,B030,East,Training Exercise,Medium,Rain,50,120,2727435.36,Delayed,22728.628
MIS018882,2026-08-25,B007,Central,Border Patrol,Medium,Clear,45,298,1776210.27,Completed,5960.437147651007
MIS018883,2025-12-10,B011,Central,Reconnaissance,Medium,Rain,51,306,4895417.85,Completed,15998.097549019607
MIS018884,2025-03-16,B003,East,Supply Delivery,Critical,Rain,23,117,2340843.14,Completed,20007.206324786326
MIS018885,2025-05-04,B028,West,Supply Delivery,Medium,Clear,17,197,3877992.8,Cancelled,19685.242639593907
MIS018886,2025-03-14,B025,West,Medical Support,High,Storm,17,333,240189.26,Completed,721.2890690690691
MIS018887,2026-12-31,B011,Central,Medical Support,Critical,Clear,30,183,2219876.01,Completed,12130.47
MIS018888,2026-09-03,B029,South,Medical Support,Medium,Snow,31,25,2743963.39,Completed,109758.5356
MIS018889,2026-03-30,B019,Central,Border Patrol,High,Fog,70,155,1056696.14,Completed,6817.394451612902
MIS018890,2026-06-06,B007,Central,Supply Delivery,Medium,Fog,8,126,1062871.88,Completed,8435.49111111111
MIS018891,2025-01-04,B028,West,Border Patrol,Critical,Fog,10,146,615172.2,Completed,4213.508219178082
MIS018892,2026-08-22,B017,East,Supply Delivery,High,Fog,13,121,1995865.37,Completed,16494.755123966945
MIS018893,2025-06-11,B027,West,Reconnaissance,Critical,Rain,16,34,2037102.9,Delayed,59914.791176470586
MIS018894,2025-04-04,B008,East,Surveillance,Medium,Clear,27,306,3222935.78,Completed,10532.469869281045
MIS018895,2025-08-30,B022,Central,Disaster Relief,Low,Snow,30,256,2394050.18,Completed,9351.758515625
MIS018896,2025-10-07,B022,Central,Reconnaissance,Medium,Storm,24,397,1732118.22,Completed,4363.018186397985
MIS018897,2025-05-25,B022,Central,Disaster Relief,High,Snow,59,353,915316.43,Cancelled,2592.9643909348442
MIS018898,2025-10-17,B027,West,Training Exercise,High,Clear,42,386,3272479.57,Completed,8477.926347150258
MIS018899,2026-07-24,B018,East,Border Patrol,High,Storm,49,199,4036936.54,Completed,20286.11326633166
MIS018900,2025-01-16,B004,East,Reconnaissance,Medium,Storm,63,219,2663996.38,Delayed,12164.36703196347
MIS018901,2026-05-31,B006,West,Medical Support,Medium,Storm,36,271,1337430.47,Delayed,4935.167785977859
MIS018902,2026-08-02,B029,South,Medical Support,Medium,Rain,53,213,1436305.59,Completed,6743.218732394366
MIS018903,2025-07-14,B025,West,Surveillance,High,Clear,23,29,3291923.67,Completed,113514.60931034482
MIS018904,2025-02-03,B011,Central,Medical Support,High,Clear,26,30,4763224.11,Completed,158774.13700000002
MIS018905,2026-05-03,B015,South,Supply Delivery,High,Storm,50,24,3079762.85,Completed,128323.45208333334
MIS018906,2026-02-06,B002,North,Surveillance,Low,Fog,23,181,4757575.84,Completed,26284.949392265193
MIS018907,2025-10-11,B007,Central,Training Exercise,Low,Storm,19,241,4648961.55,Completed,19290.296887966804
MIS018908,2025-01-21,B024,East,Disaster Relief,Medium,Clear,43,207,2994758.15,Completed,14467.430676328502
MIS018909,2025-08-09,B023,North,Reconnaissance,High,Rain,33,130,3164202.15,Completed,24340.01653846154
MIS018910,2026-08-31,B013,South,Training Exercise,High,Fog,64,372,3117689.24,Completed,8380.88505376344
MIS018911,2026-11-11,B017,East,Border Patrol,Low,Rain,4,343,615010.08,Completed,1793.0323032069969
MIS018912,2025-07-10,B022,Central,Equipment Transport,Low,Clear,42,78,4280288.12,Completed,54875.48871794872
MIS018913,2026-05-10,B022,Central,Medical Support,Low,Rain,22,108,1023399.5,Completed,9475.921296296296
MIS018914,2025-12-24,B025,West,Reconnaissance,Low,Fog,39,203,744306.63,Completed,3666.5351231527093
MIS018915,2025-03-01,B002,North,Disaster Relief,Critical,Fog,52,156,610038.59,Completed,3910.5037820512816
MIS018916,2026-05-20,B006,West,Medical Support,High,Snow,6,34,1079237.9,Completed,31742.291176470586
MIS018917,2025-08-13,B001,Central,Training Exercise,Low,Rain,11,389,2986343.53,Completed,7676.975655526991
MIS018918,2025-12-29,B005,East,Surveillance,Medium,Clear,52,101,3995342.17,Completed,39557.84326732673
MIS018919,2025-07-31,B017,East,Medical Support,Medium,Fog,5,147,2957517.9,Completed,20119.1693877551
MIS018920,2025-12-02,B027,West,Border Patrol,High,Rain,44,239,2611733.47,Completed,10927.755104602511
MIS018921,2025-10-29,B003,East,Equipment Transport,High,Rain,33,344,476155.44,Completed,1384.1727906976744
MIS018922,2026-12-14,B020,East,Supply Delivery,Medium,Clear,64,338,614854.76,Completed,1819.096923076923
MIS018923,2025-09-07,B019,Central,Border Patrol,High,Storm,43,273,808207.68,Completed,2960.4676923076927
MIS018924,2025-01-15,B002,North,Equipment Transport,Medium,Clear,52,175,3346738.85,Completed,19124.222
MIS018925,2025-03-23,B005,East,Training Exercise,Critical,Rain,21,254,3134826.27,Cancelled,12341.835708661418
MIS018926,2025-04-17,B018,East,Reconnaissance,Medium,Clear,57,127,2864801.64,Completed,22557.49322834646
MIS018927,2025-08-06,B023,North,Supply Delivery,Medium,Fog,49,273,2249413.77,Completed,8239.610879120879
MIS018928,2026-01-27,B006,West,Disaster Relief,High,Clear,5,151,1835433.64,Completed,12155.18966887417
MIS018929,2025-03-26,B009,South,Equipment Transport,Critical,Snow,5,336,2454531.2,Completed,7305.1523809523815
MIS018930,2025-05-28,B024,East,Reconnaissance,High,Fog,18,248,4817612.61,Completed,19425.857298387098
MIS018931,2025-10-15,B029,South,Border Patrol,Critical,Rain,24,199,3428607.63,Completed,17229.18407035176
MIS018932,2025-01-12,B006,West,Equipment Transport,High,Storm,45,385,1054715.39,Completed,2739.520493506493
MIS018933,2025-07-14,B003,East,Disaster Relief,High,Rain,57,396,4160826.44,Delayed,10507.137474747475
MIS018934,2026-09-04,B016,West,Training Exercise,Medium,Clear,7,129,4249991.85,Completed,32945.67325581395
MIS018935,2025-05-09,B004,East,Border Patrol,Critical,Snow,4,126,3295477.59,Completed,26154.584047619046
MIS018936,2025-02-23,B001,Central,Equipment Transport,Medium,Rain,65,157,2451179.9,Completed,15612.610828025478
MIS018937,2026-07-11,B019,Central,Supply Delivery,Medium,Rain,45,242,1477650.12,Completed,6105.992231404959
MIS018938,2025-07-01,B020,East,Training Exercise,High,Rain,59,277,1787955.54,Delayed,6454.713140794224
MIS018939,2026-10-28,B004,East,Training Exercise,Critical,Storm,50,69,2311563.7,Completed,33500.9231884058
MIS018940,2025-03-25,B018,East,Medical Support,High,Snow,42,35,4591814.02,Completed,131194.68628571427
MIS018941,2025-07-27,B003,East,Training Exercise,Critical,Snow,30,122,2741622.06,Completed,22472.311967213114
MIS018942,2025-11-21,B006,West,Border Patrol,High,Snow,65,224,1652617.55,Delayed,7377.756919642858
MIS018943,2025-06-26,B016,West,Border Patrol,Medium,Storm,26,70,4043392.72,Completed,57762.753142857146
MIS018944,2025-09-03,B022,Central,Border Patrol,High,Snow,60,273,666125.59,Delayed,2440.020476190476
MIS018945,2026-05-05,B026,South,Supply Delivery,Low,Storm,25,329,2523899.62,Cancelled,7671.427416413374
MIS018946,2025-02-03,B008,East,Reconnaissance,High,Storm,64,20,3133172.11,Completed,156658.6055
MIS018947,2026-10-27,B010,North,Disaster Relief,Medium,Fog,60,131,2180517.78,Completed,16645.17389312977
MIS018948,2026-12-21,B001,Central,Disaster Relief,Low,Storm,47,350,1776108.26,Cancelled,5074.595028571429
MIS018949,2025-10-25,B015,South,Training Exercise,Medium,Fog,18,376,1170630.66,Delayed,3113.3794148936167
MIS018950,2025-08-14,B027,West,Surveillance,Medium,Clear,15,183,3942150.22,Completed,21541.804480874318
MIS018951,2025-04-10,B006,West,Supply Delivery,Critical,Rain,32,372,831520.05,Completed,2235.2689516129035
MIS018952,2025-09-25,B011,Central,Surveillance,High,Snow,33,114,767335.63,Completed,6731.014298245614
MIS018953,2026-03-26,B007,Central,Reconnaissance,Low,Storm,28,290,4661882.34,Completed,16075.456344827586
MIS018954,2026-03-21,B028,West,Medical Support,Medium,Snow,30,49,690807.33,Completed,14098.108775510203
MIS018955,2026-04-27,B027,West,Medical Support,Medium,Clear,7,198,4136204.18,Completed,20889.920101010102
MIS018956,2026-10-22,B005,East,Supply Delivery,Low,Storm,70,209,4229566.51,Completed,20237.160334928227
MIS018957,2026-07-09,B010,North,Reconnaissance,Medium,Snow,54,254,2524925.43,Completed,9940.651299212599
MIS018958,2025-11-07,B030,East,Medical Support,Low,Clear,39,206,3650493.06,Completed,17720.840097087377
MIS018959,2025-03-08,B022,Central,Equipment Transport,High,Storm,53,95,272351.85,Delayed,2866.8615789473683
MIS018960,2025-02-22,B007,Central,Surveillance,Critical,Snow,53,364,3154197.95,Delayed,8665.378983516484
MIS018961,2026-02-18,B003,East,Border Patrol,Low,Snow,25,397,1361949.48,Completed,3430.60322418136
MIS018962,2025-05-01,B004,East,Supply Delivery,Low,Fog,32,363,1039978.86,Completed,2864.9555371900824
MIS018963,2025-01-23,B028,West,Equipment Transport,Low,Snow,59,366,3430294.85,Completed,9372.390300546449
MIS018964,2025-01-08,B007,Central,Disaster Relief,Low,Snow,64,335,467500.87,Delayed,1395.5249850746268
MIS018965,2026-04-04,B030,East,Reconnaissance,Low,Snow,67,223,3441551.81,Delayed,15432.967757847533
MIS018966,2025-07-04,B025,West,Supply Delivery,High,Rain,9,335,3507848.77,Completed,10471.190358208954
MIS018967,2026-04-06,B016,West,Surveillance,Medium,Fog,16,304,1725505.8,Completed,5676.0059210526315
MIS018968,2026-05-06,B008,East,Equipment Transport,High,Storm,37,316,235825.69,Completed,746.2838291139241
MIS018969,2026-07-25,B020,East,Training Exercise,Medium,Clear,57,282,4812117.57,Completed,17064.24670212766
MIS018970,2025-10-17,B016,West,Border Patrol,Medium,Storm,65,347,1095064.13,Delayed,3155.8044092219016
MIS018971,2025-04-29,B020,East,Surveillance,Low,Clear,6,120,1787312.95,Delayed,14894.274583333334
MIS018972,2025-05-29,B001,Central,Disaster Relief,High,Rain,23,250,3015791.98,Cancelled,12063.16792
MIS018973,2025-08-13,B016,West,Border Patrol,Medium,Storm,41,263,2801454.12,Completed,10651.916806083651
MIS018974,2026-11-10,B016,West,Supply Delivery,High,Rain,45,106,492323.93,Completed,4644.565377358491
MIS018975,2026-04-25,B004,East,Surveillance,Medium,Clear,70,228,1201271.22,Completed,5268.7334210526315
MIS018976,2025-07-20,B020,East,Reconnaissance,Critical,Fog,52,313,1370233.91,Completed,4377.744121405751
MIS018977,2026-12-01,B016,West,Border Patrol,High,Rain,51,320,4030753.35,Completed,12596.10421875
MIS018978,2025-08-02,B022,Central,Training Exercise,Critical,Snow,67,76,590461.42,Cancelled,7769.229210526316
MIS018979,2025-07-25,B030,East,Border Patrol,High,Clear,44,71,4150679.89,Completed,58460.28014084507
MIS018980,2026-03-20,B021,South,Supply Delivery,High,Snow,39,166,2384503.01,Completed,14364.47596385542
MIS018981,2026-03-06,B012,South,Border Patrol,Critical,Clear,43,256,4825625.32,Completed,18850.09890625
MIS018982,2026-02-07,B002,North,Reconnaissance,Medium,Clear,56,297,4109410.13,Completed,13836.397744107744
MIS018983,2025-01-08,B011,Central,Medical Support,High,Snow,17,267,2629943.06,Cancelled,9849.974007490637
MIS018984,2026-08-29,B025,West,Medical Support,Low,Snow,13,378,3105035.52,Completed,8214.379682539682
MIS018985,2025-05-26,B011,Central,Training Exercise,High,Snow,23,52,3187919.36,Completed,61306.14153846154
MIS018986,2026-06-03,B011,Central,Supply Delivery,Low,Snow,32,134,619622.61,Completed,4624.049328358209
MIS018987,2025-01-28,B014,Central,Training Exercise,Critical,Storm,44,60,1974923.56,Delayed,32915.39266666667
MIS018988,2025-05-16,B002,North,Disaster Relief,Critical,Rain,23,167,2248674.77,Cancelled,13465.118383233534
MIS018989,2026-05-30,B030,East,Equipment Transport,Medium,Rain,69,167,679396.55,Completed,4068.2428143712577
MIS018990,2025-11-15,B022,Central,Supply Delivery,High,Clear,48,35,963485.46,Completed,27528.156
MIS018991,2026-01-03,B025,West,Surveillance,Low,Storm,63,349,448408.18,Completed,1284.8371919770773
MIS018992,2026-10-10,B006,West,Supply Delivery,High,Rain,60,62,2235650.53,Completed,36058.879516129025
MIS018993,2025-12-03,B012,South,Surveillance,High,Fog,25,270,3120896.74,Completed,11558.876814814816
MIS018994,2026-05-23,B027,West,Reconnaissance,Medium,Snow,19,71,696363.12,Delayed,9807.931267605634
MIS018995,2026-11-18,B027,West,Supply Delivery,Medium,Storm,65,262,4084408.29,Completed,15589.34461832061
MIS018996,2025-11-06,B013,South,Border Patrol,High,Storm,70,376,4825188.82,Delayed,12832.948989361703
MIS018997,2026-04-08,B004,East,Reconnaissance,High,Rain,7,153,4681223.77,Delayed,30596.23379084967
MIS018998,2026-07-28,B029,South,Disaster Relief,High,Storm,30,289,2120270.83,Completed,7336.5772664359865
MIS018999,2026-03-18,B010,North,Surveillance,Critical,Clear,5,39,3777998.45,Completed,96871.75512820513
MIS019000,2026-11-13,B015,South,Border Patrol,Low,Storm,4,81,1400504.24,Delayed,17290.175802469137
MIS019001,2026-06-08,B019,Central,Disaster Relief,High,Clear,69,20,3193156.88,Completed,159657.84399999998
MIS019002,2025-05-27,B015,South,Training Exercise,High,Fog,51,127,4096920.69,Completed,32259.218031496064
MIS019003,2025-08-18,B016,West,Surveillance,Critical,Clear,16,399,3787291.37,Completed,9491.958320802005
MIS019004,2025-06-09,B015,South,Disaster Relief,Medium,Fog,21,343,3132182.09,Completed,9131.726209912536
MIS019005,2026-05-17,B014,Central,Medical Support,Low,Clear,35,237,1235126.42,Completed,5211.50388185654
MIS019006,2025-08-12,B006,West,Surveillance,Medium,Snow,19,72,479221.75,Completed,6655.857638888889
MIS019007,2026-10-18,B016,West,Reconnaissance,Low,Rain,40,282,1575682.4,Completed,5587.526241134751
MIS019008,2026-09-05,B022,Central,Equipment Transport,Critical,Clear,39,263,4172150.27,Cancelled,15863.689239543726
MIS019009,2025-01-20,B020,East,Border Patrol,Critical,Rain,28,258,1369657.82,Delayed,5308.751240310078
MIS019010,2025-03-31,B025,West,Supply Delivery,Low,Clear,44,298,2086266.45,Completed,7000.894127516778
MIS019011,2026-07-17,B014,Central,Border Patrol,Medium,Snow,46,36,4306880.26,Delayed,119635.56277777777
MIS019012,2026-04-08,B004,East,Border Patrol,High,Clear,25,341,4933967.81,Completed,14469.113812316715
