Maintenance_ID,Equipment_ID,Base_ID,Maintenance_Date,Maintenance_Type,Downtime_Days,Maintenance_Cost_INR,Technician_Team,Failure
M033741,EQ03735,B028,2026-01-25,Inspection,0,0.0,Team Echo,No
M033742,EQ04544,B004,2025-10-12,Preventive,0,0.0,Team Alpha,No
M033743,EQ00639,B028,2026-05-13,Emergency,6,111304.06,Team Bravo,No
M033744,EQ03948,B026,2026-10-31,Emergency,0,0.0,Team Bravo,No
M033745,EQ02833,B011,2026-02-04,Preventive,8,130656.83,Team Bravo,Yes
M033746,EQ01308,B003,2026-04-17,Emergency,19,551866.82,Team Bravo,Yes
M033747,EQ04266,B023,2026-12-03,Corrective,9,266533.59,Team Echo,Yes
M033748,EQ00376,B021,2026-02-02,Corrective,4,95823.33,Team Alpha,No
M033749,EQ04834,B011,2025-06-29,Corrective,17,463307.34,Team Bravo,Yes
M033750,EQ01676,B030,2025-04-22,Corrective,5,187437.37,Team Charlie,No
M033751,EQ01638,B015,2026-08-16,Emergency,0,0.0,Team Alpha,No
M033752,EQ04571,B008,2026-06-21,Inspection,7,240408.45,Team Echo,No
M033753,EQ01407,B016,2025-10-14,Inspection,3,81273.84,Team Bravo,No
M033754,EQ03664,B010,2026-07-02,Emergency,2,38768.0,Team Alpha,No
M033755,EQ03799,B015,2025-03-20,Inspection,6,183231.29,Team Charlie,No
M033756,EQ00361,B020,2025-12-18,Inspection,4,177621.08,Team Echo,No
M033757,EQ00064,B015,2026-11-12,Preventive,3,56993.03,Team Alpha,No
M033758,EQ02615,B019,2025-08-07,Preventive,14,606766.45,Team Alpha,Yes
M033759,EQ04297,B029,2026-02-06,Corrective,8,251846.4,Team Alpha,Yes
M033760,EQ02442,B024,2025-08-06,Emergency,8,360551.79,Team Charlie,Yes
M033761,EQ02850,B004,2025-04-16,Preventive,3,50382.45,Team Bravo,No
M033762,EQ02342,B026,2025-11-25,Emergency,14,510740.8,Team Alpha,Yes
M033763,EQ00453,B011,2026-03-31,Emergency,8,161277.87,Team Bravo,Yes
M033764,EQ01316,B018,2026-03-16,Inspection,4,79245.13,Team Bravo,No
M033765,EQ04675,B004,2026-07-23,Preventive,7,220315.24,Team Charlie,No
M033766,EQ03374,B020,2025-11-26,Preventive,12,373119.51,Team Alpha,Yes
M033767,EQ01402,B018,2025-11-28,Preventive,3,90225.15,Team Delta,No
M033768,EQ04334,B027,2026-09-12,Corrective,19,319939.35,Team Charlie,Yes
M033769,EQ01383,B029,2025-12-05,Inspection,17,611405.88,Team Delta,Yes
M033770,EQ04467,B013,2025-08-26,Emergency,2,88460.71,Team Charlie,No
M033771,EQ01210,B024,2026-03-23,Preventive,14,541216.09,Team Bravo,Yes
M033772,EQ03698,B008,2026-07-29,Inspection,8,162800.94,Team Bravo,Yes
M033773,EQ00229,B030,2025-04-21,Preventive,2,91953.54,Team Alpha,No
M033774,EQ01731,B012,2026-05-08,Inspection,0,0.0,Team Echo,No
M033775,EQ00602,B019,2026-06-05,Inspection,2,88696.97,Team Delta,No
M033776,EQ01492,B014,2026-12-15,Corrective,18,333633.92,Team Echo,Yes
M033777,EQ03347,B006,2025-07-30,Corrective,7,331763.02,Team Bravo,No
M033778,EQ03125,B026,2026-02-03,Emergency,1,21897.35,Team Charlie,No
M033779,EQ04473,B023,2025-07-09,Preventive,2,65006.28,Team Echo,No
M033780,EQ02188,B018,2025-09-29,Preventive,0,0.0,Team Alpha,No
M033781,EQ04266,B008,2025-06-19,Emergency,6,110033.37,Team Delta,No
M033782,EQ00606,B001,2026-09-27,Corrective,6,262642.23,Team Charlie,No
M033783,EQ04795,B027,2025-08-20,Corrective,4,118068.16,Team Alpha,No
M033784,EQ04467,B025,2025-03-19,Preventive,9,176805.16,Team Delta,Yes
M033785,EQ03921,B004,2025-05-26,Emergency,4,163815.14,Team Delta,No
M033786,EQ02922,B024,2025-01-16,Corrective,6,259721.19,Team Alpha,No
M033787,EQ04981,B026,2026-08-08,Preventive,16,450788.19,Team Bravo,Yes
M033788,EQ03095,B022,2026-10-14,Emergency,3,91803.0,Team Charlie,No
M033789,EQ04644,B023,2025-06-15,Corrective,10,299312.16,Team Alpha,Yes
M033790,EQ04431,B012,2025-12-02,Inspection,8,365128.76,Team Charlie,Yes
M033791,EQ00826,B008,2026-01-11,Emergency,16,247698.75,Team Echo,Yes
M033792,EQ04416,B008,2026-04-14,Inspection,8,350342.49,Team Charlie,Yes
M033793,EQ03330,B016,2025-09-23,Corrective,11,409229.01,Team Alpha,Yes
M033794,EQ00071,B010,2025-02-14,Inspection,12,265347.97,Team Echo,Yes
M033795,EQ00909,B019,2025-08-25,Corrective,20,788511.16,Team Echo,Yes
M033796,EQ04916,B022,2025-10-13,Preventive,19,898190.69,Team Delta,Yes
M033797,EQ01155,B029,2025-06-16,Inspection,19,409921.32,Team Bravo,Yes
M033798,EQ04976,B025,2026-02-16,Inspection,2,79949.15,Team Delta,No
M033799,EQ01667,B011,2025-11-14,Preventive,4,86823.06,Team Echo,No
M033800,EQ04337,B017,2025-05-01,Inspection,14,411904.38,Team Alpha,Yes
M033801,EQ00456,B014,2025-11-16,Preventive,3,74723.29,Team Charlie,No
M033802,EQ01333,B018,2025-05-08,Corrective,3,64616.26,Team Delta,No
M033803,EQ00500,B017,2026-09-30,Emergency,9,337116.68,Team Bravo,Yes
M033804,EQ00712,B012,2025-08-31,Inspection,2,31279.73,Team Alpha,No
M033805,EQ03514,B012,2026-04-20,Corrective,6,245639.43,Team Bravo,No
M033806,EQ04382,B006,2026-08-22,Preventive,0,0.0,Team Alpha,No
M033807,EQ02891,B001,2026-07-31,Preventive,6,267706.86,Team Charlie,No
M033808,EQ02060,B024,2026-01-31,Preventive,4,186959.45,Team Echo,No
M033809,EQ04677,B021,2026-06-17,Preventive,4,82072.18,Team Alpha,No
M033810,EQ02940,B022,2025-02-22,Corrective,2,38862.79,Team Bravo,No
M033811,EQ02363,B006,2025-11-18,Preventive,3,64450.83,Team Echo,No
M033812,EQ01691,B009,2026-02-01,Inspection,8,273638.08,Team Delta,Yes
M033813,EQ03877,B023,2025-04-04,Corrective,3,101130.56,Team Echo,No
M033814,EQ03422,B006,2026-05-18,Preventive,4,196972.99,Team Delta,No
M033815,EQ02780,B005,2026-12-17,Emergency,13,256572.96,Team Echo,Yes
M033816,EQ02888,B008,2026-05-23,Preventive,5,194336.11,Team Charlie,No
M033817,EQ00712,B019,2026-04-16,Corrective,8,189345.76,Team Bravo,Yes
M033818,EQ03890,B002,2026-04-30,Preventive,1,24143.72,Team Bravo,No
M033819,EQ01329,B002,2026-09-05,Preventive,7,128538.85,Team Bravo,No
M033820,EQ00959,B010,2025-05-17,Corrective,4,90386.64,Team Charlie,No
M033821,EQ02038,B002,2026-03-05,Corrective,20,526366.22,Team Delta,Yes
M033822,EQ03581,B013,2025-02-20,Inspection,4,88476.44,Team Echo,No
M033823,EQ04431,B015,2026-07-02,Emergency,13,302950.94,Team Charlie,Yes
M033824,EQ01833,B015,2025-12-31,Corrective,4,161019.57,Team Alpha,No
M033825,EQ02191,B001,2026-05-06,Corrective,20,897643.8,Team Bravo,Yes
M033826,EQ02208,B017,2025-05-19,Inspection,0,0.0,Team Echo,No
M033827,EQ00787,B030,2026-04-27,Preventive,2,72896.02,Team Alpha,No
M033828,EQ03199,B027,2026-09-14,Corrective,5,79327.64,Team Bravo,No
M033829,EQ00865,B028,2026-07-25,Preventive,3,104004.2,Team Charlie,No
M033830,EQ02863,B023,2026-05-08,Corrective,2,51352.44,Team Echo,No
M033831,EQ01050,B009,2025-12-28,Emergency,7,221925.13,Team Echo,No
M033832,EQ00467,B010,2025-09-11,Corrective,4,97436.23,Team Bravo,No
M033833,EQ04970,B003,2026-06-24,Corrective,7,185303.38,Team Charlie,No
M033834,EQ03099,B002,2025-10-30,Corrective,2,98050.6,Team Delta,No
M033835,EQ00696,B008,2026-01-22,Emergency,13,359215.94,Team Delta,Yes
M033836,EQ02929,B010,2025-08-29,Corrective,2,86534.96,Team Charlie,No
M033837,EQ00826,B017,2025-12-27,Preventive,18,780237.43,Team Alpha,Yes
M033838,EQ02850,B004,2025-10-09,Preventive,2,77252.11,Team Charlie,No
M033839,EQ01270,B002,2025-06-07,Corrective,9,193915.64,Team Bravo,Yes
M033840,EQ04409,B029,2025-12-01,Corrective,7,331725.93,Team Delta,No
M033841,EQ03200,B002,2026-04-23,Preventive,9,234418.89,Team Echo,Yes
M033842,EQ02478,B029,2026-09-12,Emergency,4,68385.97,Team Bravo,No
M033843,EQ02231,B009,2026-03-25,Inspection,9,340097.57,Team Delta,Yes
M033844,EQ00140,B011,2025-09-07,Preventive,18,716177.19,Team Delta,Yes
M033845,EQ03771,B012,2026-06-06,Corrective,12,466035.33,Team Delta,Yes
M033846,EQ00837,B022,2025-06-01,Inspection,1,29067.53,Team Echo,No
M033847,EQ02444,B009,2025-05-22,Inspection,7,175251.76,Team Alpha,No
M033848,EQ00872,B028,2025-09-17,Emergency,2,99436.34,Team Delta,No
M033849,EQ04454,B007,2025-11-21,Emergency,6,213530.73,Team Bravo,No
M033850,EQ03699,B022,2026-05-30,Corrective,17,814399.03,Team Alpha,Yes
M033851,EQ01536,B027,2025-12-15,Corrective,1,40443.36,Team Delta,No
M033852,EQ01722,B018,2026-11-06,Emergency,0,0.0,Team Bravo,No
M033853,EQ02987,B016,2025-01-26,Inspection,2,64885.72,Team Charlie,No
M033854,EQ00445,B013,2025-09-19,Emergency,2,63426.73,Team Charlie,No
M033855,EQ02609,B014,2026-02-09,Preventive,7,149860.08,Team Charlie,No
M033856,EQ01594,B015,2026-03-19,Corrective,6,215462.64,Team Echo,No
M033857,EQ04938,B014,2026-09-07,Preventive,3,82945.41,Team Alpha,No
M033858,EQ00848,B011,2026-01-31,Preventive,14,371227.34,Team Alpha,Yes
M033859,EQ02403,B001,2025-03-22,Emergency,4,132319.63,Team Delta,No
M033860,EQ02188,B029,2025-08-05,Emergency,1,20123.38,Team Delta,No
M033861,EQ03032,B002,2025-12-09,Emergency,8,207014.33,Team Charlie,Yes
M033862,EQ04668,B028,2026-03-09,Preventive,5,171660.7,Team Delta,No
M033863,EQ01619,B005,2026-08-13,Emergency,3,58720.87,Team Alpha,No
M033864,EQ02375,B006,2025-09-29,Emergency,3,132677.42,Team Bravo,No
M033865,EQ03556,B022,2025-12-24,Emergency,18,371864.58,Team Echo,Yes
M033866,EQ02059,B030,2026-03-13,Corrective,3,86091.07,Team Alpha,No
M033867,EQ03176,B003,2026-02-19,Preventive,2,43160.56,Team Echo,No
M033868,EQ04025,B030,2025-11-27,Emergency,2,54957.34,Team Charlie,No
M033869,EQ04177,B016,2025-02-18,Corrective,5,132143.91,Team Alpha,No
M033870,EQ04623,B012,2025-08-14,Inspection,2,51789.73,Team Echo,No
M033871,EQ04413,B021,2026-11-26,Corrective,2,84753.24,Team Charlie,No
M033872,EQ04287,B007,2026-03-18,Corrective,3,125702.04,Team Bravo,No
M033873,EQ02997,B010,2026-02-19,Preventive,1,21276.99,Team Bravo,No
M033874,EQ00318,B018,2026-02-08,Corrective,19,314446.84,Team Echo,Yes
M033875,EQ00737,B019,2026-07-08,Corrective,0,0.0,Team Bravo,No
M033876,EQ02858,B004,2025-10-25,Inspection,16,775119.62,Team Delta,Yes
M033877,EQ00979,B002,2026-04-03,Emergency,2,74271.15,Team Echo,No
M033878,EQ00831,B024,2025-07-28,Inspection,18,475001.5,Team Delta,Yes
M033879,EQ03875,B005,2026-11-26,Emergency,10,358560.84,Team Charlie,Yes
M033880,EQ04316,B001,2026-09-02,Corrective,6,165242.59,Team Charlie,No
M033881,EQ00373,B028,2025-06-16,Preventive,3,46527.67,Team Alpha,No
M033882,EQ03276,B030,2026-08-13,Inspection,18,668426.08,Team Bravo,Yes
M033883,EQ00334,B010,2026-08-10,Inspection,1,22308.11,Team Echo,No
M033884,EQ00001,B025,2025-06-24,Corrective,2,78913.95,Team Bravo,No
M033885,EQ02859,B023,2025-09-06,Corrective,7,169495.82,Team Echo,No
M033886,EQ03409,B024,2026-05-11,Preventive,2,67024.46,Team Echo,No
M033887,EQ02634,B030,2026-09-18,Inspection,3,81327.69,Team Charlie,No
M033888,EQ02028,B015,2025-08-06,Emergency,10,291875.71,Team Bravo,Yes
M033889,EQ03542,B017,2026-11-19,Preventive,16,683997.77,Team Bravo,Yes
M033890,EQ04131,B009,2026-10-07,Inspection,4,127106.79,Team Charlie,No
M033891,EQ04831,B030,2025-10-12,Inspection,4,156543.74,Team Alpha,No
M033892,EQ02450,B025,2025-09-04,Inspection,2,62782.82,Team Bravo,No
M033893,EQ03806,B002,2026-06-19,Inspection,6,199035.73,Team Delta,No
M033894,EQ02925,B009,2025-06-07,Emergency,3,65550.62,Team Charlie,No
M033895,EQ00607,B023,2026-04-30,Preventive,2,86231.22,Team Alpha,No
M033896,EQ03060,B026,2025-06-21,Inspection,4,183802.88,Team Echo,No
M033897,EQ00492,B011,2025-07-17,Preventive,14,292359.84,Team Bravo,Yes
M033898,EQ02773,B011,2026-04-25,Inspection,7,279437.06,Team Alpha,No
M033899,EQ02442,B017,2025-12-27,Emergency,3,49808.84,Team Echo,No
M033900,EQ04091,B008,2026-07-30,Corrective,6,262100.42,Team Delta,No
M033901,EQ02723,B008,2025-01-14,Emergency,2,37330.1,Team Charlie,No
M033902,EQ03348,B030,2025-09-20,Corrective,16,561262.55,Team Echo,Yes
M033903,EQ01607,B028,2026-10-08,Corrective,13,372755.32,Team Delta,Yes
M033904,EQ03964,B017,2025-05-27,Emergency,4,171472.79,Team Charlie,No
M033905,EQ02933,B016,2025-09-22,Corrective,2,73468.66,Team Delta,No
M033906,EQ02907,B003,2026-05-06,Inspection,9,162836.62,Team Charlie,Yes
M033907,EQ02028,B004,2026-08-23,Inspection,16,498000.75,Team Bravo,Yes
M033908,EQ03611,B016,2026-01-24,Preventive,6,246405.53,Team Delta,No
M033909,EQ04734,B021,2025-04-01,Preventive,16,287139.94,Team Delta,Yes
M033910,EQ02334,B023,2026-11-05,Inspection,9,337846.83,Team Delta,Yes
M033911,EQ01649,B019,2025-10-15,Emergency,4,96833.88,Team Delta,No
M033912,EQ00541,B027,2026-04-24,Emergency,1,16787.93,Team Echo,No
M033913,EQ02568,B011,2025-01-01,Emergency,9,218761.16,Team Echo,Yes
M033914,EQ01756,B016,2026-09-04,Emergency,13,296910.4,Team Bravo,Yes
M033915,EQ04550,B020,2025-06-08,Inspection,2,83756.57,Team Charlie,No
M033916,EQ01367,B026,2026-07-02,Emergency,1,41556.42,Team Bravo,No
M033917,EQ04624,B011,2025-12-26,Inspection,2,53453.53,Team Bravo,No
M033918,EQ02385,B027,2026-08-12,Emergency,7,333416.32,Team Delta,No
M033919,EQ04031,B025,2026-07-15,Corrective,5,178392.9,Team Delta,No
M033920,EQ02455,B001,2025-08-05,Preventive,18,394325.81,Team Charlie,Yes
M033921,EQ03626,B022,2025-11-02,Corrective,9,308408.79,Team Charlie,Yes
M033922,EQ02656,B012,2026-11-22,Corrective,2,44601.57,Team Alpha,No
M033923,EQ00327,B027,2025-02-17,Preventive,16,440545.34,Team Echo,Yes
M033924,EQ01926,B015,2026-01-14,Corrective,2,93203.44,Team Alpha,No
M033925,EQ01314,B021,2025-03-02,Corrective,1,19252.71,Team Echo,No
M033926,EQ01204,B014,2026-09-21,Preventive,17,384090.21,Team Delta,Yes
M033927,EQ02142,B009,2026-06-01,Inspection,20,562112.09,Team Alpha,Yes
M033928,EQ03335,B004,2026-11-19,Inspection,0,0.0,Team Echo,No
M033929,EQ01193,B022,2026-09-26,Preventive,5,89900.97,Team Charlie,No
M033930,EQ01889,B030,2025-08-22,Emergency,14,321079.75,Team Delta,Yes
M033931,EQ00152,B020,2025-06-29,Inspection,8,236117.83,Team Bravo,Yes
M033932,EQ04639,B009,2026-12-28,Corrective,2,62488.08,Team Alpha,No
M033933,EQ03730,B003,2026-08-13,Preventive,9,442231.05,Team Delta,Yes
M033934,EQ00456,B020,2026-11-22,Inspection,1,41064.21,Team Alpha,No
M033935,EQ01858,B004,2025-02-28,Corrective,4,162066.0,Team Echo,No
M033936,EQ01128,B025,2025-11-28,Corrective,8,224129.8,Team Charlie,Yes
M033937,EQ00108,B008,2026-04-07,Inspection,2,45553.19,Team Alpha,No
M033938,EQ01517,B015,2026-11-11,Preventive,11,505666.76,Team Delta,Yes
M033939,EQ04782,B025,2026-03-29,Inspection,4,175933.48,Team Charlie,No
M033940,EQ03198,B002,2025-02-13,Inspection,5,248141.52,Team Delta,No
M033941,EQ04384,B002,2026-03-26,Inspection,2,75986.63,Team Charlie,No
M033942,EQ04981,B005,2026-05-02,Emergency,11,531813.28,Team Charlie,Yes
M033943,EQ01405,B003,2025-04-19,Preventive,19,799675.56,Team Delta,Yes
M033944,EQ01872,B001,2025-10-11,Emergency,5,187722.65,Team Bravo,No
M033945,EQ04010,B001,2026-11-21,Emergency,2,37650.37,Team Bravo,No
M033946,EQ03405,B018,2026-01-22,Emergency,11,210337.65,Team Delta,Yes
M033947,EQ01751,B008,2026-02-20,Emergency,3,52115.87,Team Delta,No
M033948,EQ03778,B026,2025-06-21,Emergency,20,561319.32,Team Bravo,Yes
M033949,EQ00814,B028,2026-09-05,Corrective,2,85066.57,Team Delta,No
M033950,EQ03624,B015,2025-12-02,Preventive,9,362820.55,Team Echo,Yes
M033951,EQ03294,B003,2025-05-30,Corrective,14,360858.27,Team Echo,Yes
M033952,EQ03113,B010,2025-02-13,Corrective,4,110336.07,Team Bravo,No
M033953,EQ01727,B029,2026-02-02,Inspection,18,698417.86,Team Delta,Yes
M033954,EQ02767,B006,2026-11-28,Corrective,2,97450.16,Team Bravo,No
M033955,EQ02070,B030,2026-06-15,Preventive,2,44968.34,Team Delta,No
M033956,EQ00038,B020,2026-12-31,Emergency,6,203549.73,Team Bravo,No
M033957,EQ01708,B005,2025-03-03,Preventive,19,932259.8,Team Delta,Yes
M033958,EQ01994,B021,2026-11-04,Corrective,4,114178.18,Team Delta,No
M033959,EQ03541,B024,2026-09-13,Emergency,1,19165.45,Team Delta,No
M033960,EQ01511,B009,2025-03-13,Preventive,7,137828.08,Team Delta,No
M033961,EQ01055,B028,2025-01-25,Inspection,2,55930.89,Team Delta,No
M033962,EQ03108,B027,2026-01-29,Inspection,4,114414.64,Team Bravo,No
M033963,EQ03113,B030,2026-11-16,Inspection,2,95957.58,Team Charlie,No
M033964,EQ02154,B014,2025-01-15,Emergency,7,205333.57,Team Delta,No
M033965,EQ03824,B016,2026-05-10,Corrective,6,139990.83,Team Delta,No
M033966,EQ00336,B011,2025-02-18,Emergency,4,63048.85,Team Charlie,No
M033967,EQ00683,B021,2025-11-28,Emergency,5,147792.15,Team Delta,No
M033968,EQ04117,B024,2025-08-05,Preventive,9,192556.68,Team Echo,Yes
M033969,EQ00637,B021,2025-02-24,Preventive,9,306857.21,Team Delta,Yes
M033970,EQ04053,B010,2025-04-03,Inspection,2,48870.74,Team Bravo,No
M033971,EQ02531,B025,2026-08-19,Preventive,7,276478.26,Team Delta,No
M033972,EQ03947,B007,2026-07-17,Inspection,5,182006.9,Team Bravo,No
M033973,EQ03899,B020,2026-12-19,Emergency,6,177692.58,Team Bravo,No
M033974,EQ01856,B016,2025-09-14,Corrective,0,0.0,Team Delta,No
M033975,EQ03099,B030,2026-10-20,Inspection,8,341867.61,Team Bravo,Yes
M033976,EQ04887,B014,2025-08-17,Preventive,3,83361.68,Team Delta,No
M033977,EQ03654,B015,2026-08-19,Preventive,1,29156.36,Team Bravo,No
M033978,EQ03397,B019,2025-11-27,Preventive,4,86925.92,Team Alpha,No
M033979,EQ02166,B013,2025-12-28,Corrective,20,693772.33,Team Charlie,Yes
M033980,EQ02137,B012,2026-02-16,Inspection,2,82160.46,Team Bravo,No
M033981,EQ03451,B023,2026-10-13,Inspection,0,0.0,Team Charlie,No
M033982,EQ01972,B001,2025-04-22,Emergency,0,0.0,Team Bravo,No
M033983,EQ01401,B001,2025-09-19,Corrective,0,0.0,Team Alpha,No
M033984,EQ03851,B029,2025-03-18,Corrective,16,302699.66,Team Alpha,Yes
M033985,EQ03565,B030,2025-10-12,Corrective,2,94194.87,Team Echo,No
M033986,EQ01300,B024,2025-09-17,Corrective,4,167093.15,Team Bravo,No
M033987,EQ00017,B003,2025-12-16,Emergency,4,130925.77,Team Bravo,No
M033988,EQ03224,B018,2025-06-08,Corrective,3,46016.54,Team Delta,No
M033989,EQ01204,B021,2026-03-18,Emergency,18,560665.07,Team Charlie,Yes
M033990,EQ03156,B021,2025-09-04,Emergency,4,124901.6,Team Delta,No
M033991,EQ03161,B018,2026-08-31,Corrective,4,157999.46,Team Echo,No
M033992,EQ04163,B015,2025-04-05,Corrective,5,226412.35,Team Delta,No
M033993,EQ01714,B015,2026-02-11,Corrective,8,193413.43,Team Delta,Yes
M033994,EQ02279,B006,2026-09-24,Emergency,20,861727.29,Team Echo,Yes
M033995,EQ02418,B004,2025-10-26,Preventive,4,180863.98,Team Delta,No
M033996,EQ02388,B005,2026-03-19,Emergency,5,164268.85,Team Charlie,No
M033997,EQ03767,B012,2025-08-01,Preventive,17,307802.53,Team Bravo,Yes
M033998,EQ02048,B006,2026-03-25,Preventive,4,143210.62,Team Echo,No
M033999,EQ01688,B021,2026-11-29,Corrective,1,27363.35,Team Delta,No
M034000,EQ02717,B011,2025-10-31,Emergency,0,0.0,Team Bravo,No
M034001,EQ00143,B020,2026-05-23,Inspection,2,76280.18,Team Echo,No
M034002,EQ00384,B014,2026-11-09,Preventive,16,397469.43,Team Echo,Yes
M034003,EQ01039,B020,2025-10-30,Preventive,6,287356.04,Team Bravo,No
M034004,EQ04596,B005,2025-08-25,Emergency,1,27134.27,Team Echo,No
M034005,EQ03085,B005,2026-03-06,Inspection,5,220437.84,Team Delta,No
M034006,EQ03752,B007,2026-10-29,Corrective,0,0.0,Team Echo,No
M034007,EQ02991,B018,2025-07-07,Corrective,2,46550.86,Team Echo,No
M034008,EQ03046,B024,2025-05-22,Preventive,2,61861.95,Team Bravo,No
M034009,EQ00944,B003,2026-11-22,Inspection,14,383004.5,Team Charlie,Yes
M034010,EQ02740,B023,2025-05-18,Inspection,3,89615.49,Team Alpha,No
M034011,EQ04115,B006,2026-10-04,Emergency,15,519483.94,Team Bravo,Yes
M034012,EQ00935,B015,2026-02-16,Preventive,15,432429.57,Team Delta,Yes
M034013,EQ04876,B028,2026-05-30,Inspection,1,26878.97,Team Echo,No
M034014,EQ01897,B012,2026-10-27,Corrective,1,30766.75,Team Alpha,No
M034015,EQ03221,B020,2025-05-01,Emergency,12,587720.05,Team Delta,Yes
M034016,EQ04724,B002,2025-07-29,Corrective,4,119109.67,Team Alpha,No
M034017,EQ01144,B001,2026-04-11,Emergency,19,760066.24,Team Echo,Yes
M034018,EQ03168,B019,2026-12-21,Corrective,4,155922.81,Team Bravo,No
M034019,EQ00553,B004,2026-07-22,Preventive,13,232179.82,Team Delta,Yes
M034020,EQ00714,B005,2026-05-26,Inspection,9,193072.95,Team Bravo,Yes
M034021,EQ03005,B017,2026-09-25,Corrective,9,227292.03,Team Alpha,Yes
M034022,EQ03157,B004,2025-05-07,Emergency,3,95585.08,Team Echo,No
M034023,EQ02628,B007,2025-11-17,Emergency,2,74891.43,Team Bravo,No
M034024,EQ04655,B009,2026-10-01,Inspection,3,53631.85,Team Charlie,No
M034025,EQ01477,B027,2026-12-21,Inspection,4,159768.02,Team Echo,No
M034026,EQ01871,B007,2026-05-31,Corrective,7,349505.43,Team Charlie,No
M034027,EQ03770,B022,2026-04-02,Preventive,12,193778.39,Team Alpha,Yes
M034028,EQ00084,B013,2025-10-19,Corrective,18,753805.42,Team Echo,Yes
M034029,EQ00446,B020,2026-12-24,Corrective,0,0.0,Team Bravo,No
M034030,EQ02697,B021,2026-01-28,Corrective,7,110790.24,Team Charlie,No
M034031,EQ00233,B018,2025-08-11,Preventive,2,57486.78,Team Charlie,No
M034032,EQ00493,B008,2026-09-03,Inspection,5,142103.73,Team Delta,No
M034033,EQ00261,B020,2026-08-19,Preventive,1,43415.18,Team Delta,No
M034034,EQ03940,B022,2026-10-10,Inspection,6,258351.63,Team Bravo,No
M034035,EQ03734,B008,2025-05-07,Inspection,19,695786.56,Team Alpha,Yes
M034036,EQ01842,B011,2025-11-30,Inspection,3,80184.09,Team Bravo,No
M034037,EQ01889,B021,2025-04-15,Preventive,8,147283.32,Team Echo,Yes
M034038,EQ01611,B025,2026-12-01,Corrective,4,147880.08,Team Delta,No
M034039,EQ02887,B001,2026-10-10,Emergency,9,204911.64,Team Bravo,Yes
M034040,EQ00800,B024,2026-08-01,Corrective,2,73399.21,Team Alpha,No
M034041,EQ02807,B020,2025-01-18,Corrective,19,548834.46,Team Bravo,Yes
M034042,EQ03330,B011,2026-05-05,Corrective,13,326749.73,Team Alpha,Yes
M034043,EQ03554,B030,2026-12-30,Corrective,3,117628.95,Team Delta,No
M034044,EQ02988,B017,2025-10-31,Preventive,17,333334.09,Team Delta,Yes
M034045,EQ04366,B020,2025-04-06,Emergency,3,92516.92,Team Bravo,No
M034046,EQ00537,B018,2026-04-16,Inspection,0,0.0,Team Delta,No
M034047,EQ00526,B030,2025-06-05,Corrective,6,231169.8,Team Charlie,No
M034048,EQ03464,B028,2025-04-20,Inspection,6,99536.8,Team Delta,No
M034049,EQ00875,B015,2025-03-31,Preventive,6,295606.11,Team Bravo,No
M034050,EQ03772,B011,2026-06-22,Corrective,3,112020.04,Team Delta,No
M034051,EQ01441,B005,2025-12-16,Corrective,8,257402.19,Team Delta,Yes
M034052,EQ01574,B023,2026-05-12,Preventive,2,40602.24,Team Alpha,No
M034053,EQ00645,B028,2025-12-02,Emergency,2,55145.53,Team Echo,No
M034054,EQ00909,B013,2026-04-03,Inspection,11,382325.17,Team Charlie,Yes
M034055,EQ02771,B015,2025-11-01,Corrective,7,218939.04,Team Bravo,No
M034056,EQ01980,B024,2026-06-10,Emergency,4,82033.23,Team Bravo,No
M034057,EQ00731,B007,2026-04-16,Inspection,4,136196.31,Team Echo,No
M034058,EQ04511,B004,2026-02-14,Corrective,15,584491.98,Team Bravo,Yes
M034059,EQ02000,B028,2025-02-18,Inspection,4,161498.57,Team Bravo,No
M034060,EQ03556,B024,2026-01-25,Inspection,6,238333.7,Team Charlie,No
M034061,EQ04412,B011,2025-11-22,Emergency,0,0.0,Team Echo,No
M034062,EQ00079,B007,2025-07-20,Preventive,8,204464.87,Team Delta,Yes
M034063,EQ04212,B012,2026-10-15,Preventive,2,84737.7,Team Echo,No
M034064,EQ02580,B004,2026-08-13,Inspection,4,189361.85,Team Delta,No
M034065,EQ03511,B005,2026-03-14,Inspection,9,170788.26,Team Bravo,Yes
M034066,EQ02738,B012,2025-07-07,Corrective,4,89310.44,Team Echo,No
M034067,EQ00700,B021,2026-07-13,Corrective,8,259387.25,Team Delta,Yes
M034068,EQ02691,B020,2026-10-06,Corrective,6,112028.07,Team Delta,No
M034069,EQ01057,B012,2026-12-05,Preventive,4,116910.8,Team Alpha,No
M034070,EQ04182,B022,2025-01-04,Emergency,9,253261.87,Team Echo,Yes
M034071,EQ00768,B026,2026-02-04,Inspection,0,0.0,Team Charlie,No
M034072,EQ01563,B008,2026-03-17,Corrective,16,555127.97,Team Alpha,Yes
M034073,EQ01581,B005,2026-12-09,Emergency,0,0.0,Team Alpha,No
M034074,EQ01298,B005,2026-02-10,Preventive,6,190379.15,Team Alpha,No
M034075,EQ01320,B001,2025-05-27,Corrective,4,139237.62,Team Charlie,No
M034076,EQ03060,B018,2025-08-05,Preventive,1,41740.2,Team Bravo,No
M034077,EQ04517,B020,2026-04-05,Inspection,4,145436.65,Team Alpha,No
M034078,EQ03257,B030,2025-05-14,Preventive,2,86631.21,Team Echo,No
