Fuel_ID,Date,Base_ID,Region,Vehicle_Type,Fuel_Consumed_Liters,Fuel_Cost_INR
F091847,2026-07-08,B016,West,Jeep,47.78,4548.8
F091848,2026-11-04,B011,Central,Generator,161.76,15188.6
F091849,2025-07-27,B001,Central,Tank,768.95,76453.53
F091850,2025-05-14,B010,North,Tank,815.4,79453.12
F091851,2025-07-31,B023,North,Jeep,65.75,6461.93
F091852,2025-10-16,B027,West,Tank,704.82,67879.09
F091853,2025-07-25,B012,South,Generator,126.49,12202.79
F091854,2026-03-27,B013,South,Generator,168.15,16478.48
F091855,2025-08-16,B007,Central,Generator,147.84,14300.68
F091856,2025-07-24,B029,South,Generator,108.23,10192.92
F091857,2026-10-04,B019,Central,Tank,673.24,66518.8
F091858,2025-09-19,B001,Central,Transport Vehicle,336.01,31775.88
F091859,2026-01-19,B004,East,Transport Vehicle,231.93,23161.42
F091860,2026-05-27,B005,East,Generator,121.54,11062.55
F091861,2026-09-20,B025,West,Helicopter,683.74,64015.0
F091862,2025-04-16,B020,East,Truck,285.53,26378.52
F091863,2025-03-17,B015,South,Generator,174.02,17073.63
F091864,2025-11-06,B030,East,Generator,106.2,10471.28
F091865,2026-11-08,B005,East,Helicopter,691.36,62881.56
F091866,2025-12-14,B015,South,Tank,827.73,79856.44
F091867,2026-06-09,B026,South,Generator,120.52,11124.61
F091868,2026-07-01,B006,West,Generator,80.82,7798.63
F091869,2025-02-26,B028,West,Helicopter,577.55,52890.65
F091870,2026-12-16,B011,Central,Jeep,66.08,6466.57
F091871,2025-12-15,B023,North,Truck,213.21,19923.41
F091872,2025-04-12,B006,West,Truck,357.5,34368.91
F091873,2026-08-17,B013,South,Helicopter,525.06,50871.77
F091874,2025-06-11,B020,East,Helicopter,433.19,41754.96
F091875,2025-07-22,B021,South,Tank,820.86,79718.99
F091876,2025-07-13,B014,Central,Helicopter,555.52,52303.25
F091877,2026-06-09,B017,East,Generator,100.38,9741.3
F091878,2026-08-28,B022,Central,Tank,538.61,52859.0
F091879,2026-09-26,B011,Central,Helicopter,461.66,41688.21
F091880,2026-04-02,B015,South,Generator,92.51,8768.07
F091881,2026-01-14,B005,East,Tank,802.29,74334.11
F091882,2026-07-18,B018,East,Helicopter,537.02,49683.87
F091883,2026-01-19,B012,South,Transport Vehicle,342.45,34187.82
F091884,2025-02-10,B022,Central,Jeep,47.73,4427.2
F091885,2026-06-21,B005,East,Transport Vehicle,224.72,21212.77
F091886,2025-05-25,B001,Central,Helicopter,490.87,44655.14
F091887,2026-04-26,B001,Central,Tank,713.49,64573.8
F091888,2025-10-30,B017,East,Transport Vehicle,220.32,21520.02
F091889,2026-07-07,B029,South,Transport Vehicle,256.3,25340.51
F091890,2025-02-26,B002,North,Helicopter,630.33,60225.37
F091891,2025-03-28,B012,South,Tank,506.3,47733.9
F091892,2025-01-09,B012,South,Generator,143.85,13022.35
F091893,2025-11-11,B008,East,Truck,244.33,23612.01
F091894,2026-02-08,B008,East,Jeep,106.74,9845.22
F091895,2026-10-29,B023,North,Truck,291.38,28095.39
F091896,2026-07-15,B017,East,Tank,651.26,63957.87
F091897,2025-10-17,B017,East,Helicopter,679.44,67737.77
F091898,2026-09-19,B001,Central,Jeep,71.25,6923.22
F091899,2025-05-17,B016,West,Jeep,64.42,5933.3
F091900,2026-03-11,B011,Central,Jeep,118.55,11159.83
F091901,2025-05-12,B021,South,Tank,828.02,77744.31
F091902,2025-05-06,B017,East,Generator,129.77,12446.9
F091903,2026-08-27,B006,West,Jeep,58.98,5515.32
F091904,2026-06-03,B008,East,Jeep,97.31,8828.37
F091905,2025-06-06,B026,South,Helicopter,586.86,55508.05
F091906,2026-11-21,B014,Central,Generator,138.71,12662.31
F091907,2025-09-13,B030,East,Generator,99.51,9624.7
F091908,2026-11-06,B018,East,Transport Vehicle,194.51,19327.55
F091909,2026-02-11,B020,East,Helicopter,609.45,59164.51
F091910,2026-09-13,B019,Central,Generator,123.6,11964.5
F091911,2026-02-25,B022,Central,Truck,291.71,29087.78
F091912,2026-05-07,B019,Central,Transport Vehicle,253.55,24783.02
F091913,2025-08-15,B019,Central,Jeep,51.12,4624.31
F091914,2026-03-06,B014,Central,Tank,563.19,52833.18
F091915,2026-04-15,B026,South,Helicopter,491.57,48918.57
F091916,2025-11-09,B022,Central,Transport Vehicle,328.29,29754.01
F091917,2025-06-08,B009,South,Tank,784.27,72979.53
F091918,2026-10-06,B002,North,Truck,391.45,36604.35
F091919,2026-09-24,B022,Central,Truck,213.67,19504.08
F091920,2026-12-10,B002,North,Truck,366.39,33973.26
F091921,2026-06-22,B029,South,Helicopter,682.67,67438.13
F091922,2025-10-03,B013,South,Jeep,116.26,11619.49
F091923,2026-12-22,B014,Central,Jeep,105.74,10198.51
F091924,2026-06-01,B011,Central,Jeep,118.59,11723.61
F091925,2026-07-24,B008,East,Tank,623.29,58265.88
F091926,2026-11-22,B004,East,Helicopter,590.21,53982.79
F091927,2026-05-29,B013,South,Tank,871.38,78864.91
F091928,2025-12-13,B018,East,Generator,120.76,11096.55
F091929,2026-09-27,B030,East,Tank,737.76,69894.88
F091930,2025-05-28,B008,East,Generator,119.29,11823.49
F091931,2026-02-04,B025,West,Transport Vehicle,329.26,30681.69
F091932,2025-06-19,B010,North,Helicopter,599.09,54956.75
F091933,2026-04-07,B027,West,Jeep,116.7,10909.99
F091934,2026-06-14,B016,West,Transport Vehicle,311.89,30653.41
F091935,2025-09-26,B024,East,Truck,229.73,21650.78
F091936,2025-06-15,B017,East,Tank,661.77,60751.07
F091937,2026-09-13,B009,South,Helicopter,565.29,54033.75
F091938,2025-02-09,B001,Central,Truck,339.31,30930.23
F091939,2025-08-24,B025,West,Generator,121.93,11893.44
F091940,2026-04-09,B007,Central,Jeep,110.04,10748.85
F091941,2025-02-11,B030,East,Truck,311.5,28633.32
F091942,2025-07-04,B009,South,Helicopter,629.93,59336.08
F091943,2026-11-11,B023,North,Helicopter,497.63,45430.99
F091944,2025-03-09,B005,East,Helicopter,415.53,39257.79
F091945,2026-07-02,B008,East,Truck,332.76,32243.41
F091946,2026-06-19,B017,East,Truck,269.11,25281.58
F091947,2026-10-05,B020,East,Tank,734.82,71307.09
F091948,2026-06-30,B003,East,Helicopter,410.23,37294.69
F091949,2026-02-09,B002,North,Tank,823.95,76447.9
F091950,2025-10-27,B006,West,Truck,225.34,22059.87
F091951,2025-07-05,B002,North,Generator,95.62,9245.45
F091952,2026-10-06,B014,Central,Generator,96.39,8927.0
F091953,2025-03-22,B004,East,Generator,134.91,12853.03
F091954,2026-07-06,B023,North,Jeep,46.11,4283.65
F091955,2026-05-26,B018,East,Truck,386.43,35389.77
F091956,2025-04-12,B020,East,Transport Vehicle,254.34,23711.21
F091957,2025-06-23,B026,South,Truck,390.89,37348.07
F091958,2026-01-30,B021,South,Generator,145.22,14177.58
F091959,2026-08-31,B014,Central,Tank,541.42,51846.73
F091960,2025-07-05,B016,West,Jeep,40.35,3698.89
F091961,2026-11-26,B018,East,Truck,296.62,28161.34
F091962,2026-01-20,B018,East,Tank,504.3,50075.65
F091963,2025-11-30,B015,South,Transport Vehicle,201.23,18364.4
F091964,2025-04-20,B014,Central,Generator,176.71,16716.53
F091965,2025-10-05,B029,South,Tank,739.85,73825.33
F091966,2026-09-26,B025,West,Generator,125.41,12149.14
F091967,2026-11-02,B003,East,Generator,165.25,15545.02
F091968,2026-06-01,B024,East,Truck,266.78,25339.82
F091969,2025-01-05,B026,South,Transport Vehicle,318.94,31552.47
F091970,2026-11-24,B018,East,Generator,90.09,8688.25
F091971,2026-09-17,B013,South,Tank,866.94,79447.29
F091972,2025-02-03,B015,South,Tank,852.53,84650.25
F091973,2025-08-17,B006,West,Transport Vehicle,292.46,27134.11
F091974,2025-07-21,B013,South,Helicopter,412.48,40070.85
F091975,2025-06-04,B027,West,Jeep,95.56,9400.8
F091976,2026-05-24,B026,South,Tank,652.66,62344.52
F091977,2026-04-25,B005,East,Tank,709.74,64051.66
F091978,2025-01-01,B004,East,Transport Vehicle,317.4,28937.44
F091979,2025-03-28,B012,South,Helicopter,494.58,47946.47
F091980,2025-06-07,B026,South,Generator,121.47,11196.61
F091981,2025-09-21,B020,East,Generator,152.46,15192.65
F091982,2025-10-30,B014,Central,Jeep,43.88,4087.33
F091983,2026-02-02,B024,East,Truck,338.64,31394.47
F091984,2026-05-14,B021,South,Tank,517.45,47743.17
F091985,2025-06-27,B020,East,Transport Vehicle,268.51,26758.48
F091986,2025-04-16,B028,West,Tank,728.12,70462.86
F091987,2026-01-23,B027,West,Generator,85.68,8069.0
F091988,2025-02-10,B006,West,Helicopter,477.02,43497.73
F091989,2025-07-11,B025,West,Generator,80.08,7961.54
F091990,2025-11-04,B027,West,Jeep,52.61,5063.22
F091991,2025-07-17,B016,West,Transport Vehicle,293.92,28573.12
F091992,2025-04-21,B003,East,Tank,823.25,80218.94
F091993,2026-01-19,B001,Central,Helicopter,481.07,47895.29
F091994,2025-09-01,B007,Central,Jeep,45.11,4100.05
F091995,2026-08-16,B025,West,Generator,112.31,10449.0
F091996,2026-07-19,B004,East,Truck,216.65,19595.64
F091997,2026-09-24,B016,West,Helicopter,662.89,65111.08
F091998,2026-10-11,B022,Central,Generator,81.54,7773.78
F091999,2026-01-08,B022,Central,Tank,640.18,63061.79
F092000,2026-01-14,B027,West,Jeep,86.8,8361.07
F092001,2026-09-12,B004,East,Truck,349.72,34435.06
F092002,2026-05-09,B022,Central,Jeep,71.93,6848.93
F092003,2026-03-01,B028,West,Jeep,47.44,4480.75
F092004,2026-01-26,B004,East,Transport Vehicle,333.83,30634.92
F092005,2025-11-10,B024,East,Transport Vehicle,188.04,18717.95
F092006,2025-12-01,B026,South,Generator,150.28,13582.27
F092007,2026-04-06,B019,Central,Tank,691.08,64221.77
F092008,2026-04-04,B020,East,Generator,131.37,13015.1
F092009,2025-06-11,B025,West,Transport Vehicle,312.21,31052.68
F092010,2026-12-05,B025,West,Tank,584.1,54202.18
F092011,2026-10-04,B011,Central,Jeep,79.47,7609.21
F092012,2026-03-18,B002,North,Transport Vehicle,327.51,30833.15
F092013,2025-07-05,B010,North,Transport Vehicle,320.89,30500.15
F092014,2025-08-27,B011,Central,Helicopter,473.42,42886.34
F092015,2026-04-30,B005,East,Transport Vehicle,210.2,19378.6
F092016,2025-03-30,B001,Central,Transport Vehicle,228.62,22599.23
F092017,2026-06-21,B001,Central,Tank,741.61,71221.16
F092018,2025-12-26,B014,Central,Tank,889.68,86140.64
F092019,2026-03-19,B003,East,Tank,793.19,77216.97
F092020,2026-05-24,B025,West,Truck,433.96,41942.42
F092021,2026-10-05,B011,Central,Truck,206.84,19929.44
F092022,2025-05-23,B005,East,Generator,177.7,16218.72
F092023,2025-10-05,B018,East,Tank,812.56,78343.37
F092024,2025-08-09,B017,East,Jeep,86.11,7863.1
F092025,2025-03-11,B012,South,Jeep,72.19,6967.86
F092026,2026-08-05,B008,East,Helicopter,651.51,59083.52
F092027,2026-01-27,B013,South,Helicopter,450.25,41735.32
F092028,2026-01-10,B030,East,Jeep,93.99,8705.61
F092029,2025-01-29,B007,Central,Generator,80.08,7240.83
F092030,2025-10-19,B023,North,Transport Vehicle,193.81,18794.86
F092031,2026-08-19,B028,West,Tank,536.62,52756.74
F092032,2025-03-03,B026,South,Helicopter,617.3,61262.83
F092033,2026-05-25,B028,West,Truck,357.44,32650.43
F092034,2026-08-21,B017,East,Transport Vehicle,293.87,28775.04
F092035,2025-12-31,B008,East,Truck,297.5,26905.2
F092036,2026-11-10,B023,North,Generator,157.93,15576.35
F092037,2026-10-22,B007,Central,Helicopter,660.26,63472.12
F092038,2025-09-01,B017,East,Helicopter,412.46,38548.88
F092039,2025-01-06,B019,Central,Truck,446.42,44301.28
F092040,2025-09-13,B017,East,Helicopter,578.77,53514.62
F092041,2025-06-11,B009,South,Truck,425.83,39130.07
F092042,2026-02-06,B025,West,Helicopter,606.3,59436.98
F092043,2025-08-01,B001,Central,Tank,654.12,62338.5
F092044,2026-08-04,B022,Central,Jeep,66.76,6554.23
F092045,2026-08-23,B015,South,Transport Vehicle,225.78,21034.72
F092046,2026-01-24,B023,North,Truck,432.43,41147.74
F092047,2025-08-20,B022,Central,Jeep,62.45,6044.54
F092048,2025-02-24,B021,South,Generator,138.08,12639.81
F092049,2025-11-02,B021,South,Tank,734.41,68734.48
F092050,2026-04-25,B021,South,Transport Vehicle,280.38,27953.01
F092051,2025-05-27,B018,East,Tank,549.65,51087.81
F092052,2025-12-11,B019,Central,Tank,510.96,48993.19
F092053,2026-08-04,B024,East,Helicopter,501.16,47113.77
F092054,2026-08-01,B012,South,Tank,781.05,75618.5
F092055,2026-08-20,B027,West,Tank,747.48,68041.25
F092056,2026-06-02,B004,East,Helicopter,490.45,48171.02
F092057,2025-08-12,B012,South,Tank,605.69,56620.48
F092058,2026-12-31,B003,East,Tank,785.58,74315.65
F092059,2025-09-05,B008,East,Truck,224.95,20983.76
F092060,2026-12-04,B004,East,Helicopter,621.53,60180.92
F092061,2026-11-22,B021,South,Tank,723.22,66489.46
F092062,2025-09-09,B024,East,Generator,119.58,11710.03
F092063,2026-07-29,B018,East,Helicopter,699.37,63453.41
F092064,2025-07-29,B019,Central,Truck,357.45,33922.4
F092065,2026-04-18,B017,East,Jeep,99.8,9511.55
F092066,2025-02-14,B004,East,Generator,88.81,8275.9
F092067,2026-02-01,B005,East,Generator,81.47,7883.7
F092068,2026-07-23,B006,West,Helicopter,483.64,47271.19
F092069,2026-02-13,B008,East,Generator,111.45,11022.15
F092070,2025-05-29,B030,East,Truck,201.52,18982.0
F092071,2025-08-11,B013,South,Generator,84.48,8220.11
F092072,2026-04-24,B022,Central,Helicopter,605.03,55383.97
F092073,2026-01-21,B009,South,Truck,274.44,24875.42
F092074,2025-08-21,B022,Central,Truck,211.63,19458.91
F092075,2026-09-01,B027,West,Helicopter,548.87,53550.93
F092076,2026-07-09,B007,Central,Truck,304.06,27484.18
F092077,2025-10-09,B012,South,Truck,200.23,19698.64
F092078,2025-09-18,B001,Central,Generator,178.23,17081.72
F092079,2025-03-12,B007,Central,Transport Vehicle,328.07,32573.4
F092080,2026-10-03,B028,West,Helicopter,477.12,43003.07
F092081,2025-03-10,B025,West,Truck,301.65,27263.86
F092082,2026-10-11,B022,Central,Jeep,115.81,10866.08
F092083,2025-05-15,B013,South,Jeep,49.21,4637.26
F092084,2026-08-13,B028,West,Transport Vehicle,188.23,16972.24
F092085,2025-09-21,B010,North,Tank,590.66,58319.61
F092086,2025-07-08,B007,Central,Tank,744.38,67287.52
F092087,2026-10-02,B013,South,Truck,393.13,37306.34
F092088,2025-07-26,B026,South,Helicopter,543.22,52877.0
F092089,2026-05-15,B006,West,Helicopter,657.18,63470.62
F092090,2025-10-05,B024,East,Generator,103.24,10123.77
F092091,2025-09-16,B007,Central,Transport Vehicle,280.89,26659.72
F092092,2025-03-17,B026,South,Jeep,99.6,9478.78
F092093,2026-07-29,B014,Central,Truck,379.44,34852.15
F092094,2026-11-22,B021,South,Tank,663.04,62351.86
F092095,2026-02-15,B010,North,Helicopter,540.88,49186.27
F092096,2025-12-31,B001,Central,Tank,577.72,53862.49
F092097,2025-04-04,B016,West,Helicopter,624.73,56359.1
F092098,2026-10-01,B019,Central,Tank,896.86,81247.38
F092099,2026-09-15,B015,South,Truck,256.62,23158.99
F092100,2026-06-16,B012,South,Generator,89.9,8181.57
F092101,2025-03-12,B029,South,Tank,583.8,57626.94
F092102,2025-05-05,B006,West,Jeep,83.54,8274.91
F092103,2026-05-29,B008,East,Tank,896.78,87659.68
F092104,2025-10-20,B025,West,Jeep,61.12,5724.68
F092105,2026-06-20,B020,East,Tank,613.82,59316.76
F092106,2026-06-29,B024,East,Truck,363.91,34074.08
F092107,2026-09-04,B022,Central,Truck,313.66,30283.71
F092108,2026-07-10,B028,West,Helicopter,415.9,40023.43
F092109,2026-06-07,B005,East,Helicopter,678.96,62995.49
F092110,2026-09-10,B022,Central,Jeep,67.37,6380.86
F092111,2026-01-25,B006,West,Helicopter,515.64,50215.61
F092112,2026-08-22,B029,South,Tank,822.6,75682.16
F092113,2025-11-07,B001,Central,Helicopter,517.55,48497.54
F092114,2025-05-14,B004,East,Truck,254.67,23762.6
F092115,2026-07-15,B008,East,Tank,664.36,62543.89
F092116,2026-05-19,B005,East,Generator,160.4,14475.57
F092117,2025-10-11,B010,North,Helicopter,462.01,44898.89
F092118,2026-01-11,B028,West,Truck,350.53,34748.36
F092119,2026-09-29,B026,South,Generator,101.41,9287.18
F092120,2026-01-20,B013,South,Tank,841.31,79528.26
F092121,2025-11-28,B004,East,Tank,501.21,48601.87
F092122,2026-05-08,B007,Central,Tank,798.7,73394.86
F092123,2026-01-07,B024,East,Helicopter,659.73,65176.46
F092124,2026-01-12,B003,East,Jeep,77.91,7775.82
F092125,2025-05-25,B023,North,Transport Vehicle,287.93,27699.74
F092126,2025-04-21,B018,East,Helicopter,610.59,55050.96
F092127,2025-08-02,B010,North,Transport Vehicle,214.4,19653.08
F092128,2026-08-27,B020,East,Generator,163.36,15380.01
F092129,2026-06-19,B003,East,Truck,285.68,28106.04
F092130,2026-03-04,B009,South,Helicopter,643.82,58362.42
F092131,2025-08-30,B022,Central,Transport Vehicle,206.38,20002.23
F092132,2026-11-17,B008,East,Helicopter,415.42,40984.29
F092133,2026-11-08,B020,East,Jeep,88.63,8354.79
F092134,2026-11-29,B020,East,Tank,571.76,54331.82
F092135,2026-02-17,B018,East,Transport Vehicle,330.44,32531.85
F092136,2026-03-03,B008,East,Jeep,93.3,8602.78
F092137,2025-08-02,B016,West,Tank,809.21,75068.79
F092138,2026-05-10,B030,East,Truck,397.79,37139.53
F092139,2025-07-12,B013,South,Transport Vehicle,217.59,19862.18
F092140,2025-06-29,B018,East,Jeep,49.45,4811.6
F092141,2026-11-02,B023,North,Tank,687.92,64488.68
F092142,2025-04-26,B002,North,Truck,391.78,37640.43
F092143,2026-08-09,B030,East,Helicopter,530.58,50378.82
F092144,2026-06-14,B025,West,Transport Vehicle,344.16,32405.71
F092145,2026-02-24,B003,East,Generator,98.35,8925.78
F092146,2026-11-01,B022,Central,Transport Vehicle,208.2,19709.07
F092147,2026-12-20,B020,East,Helicopter,605.38,60387.76
F092148,2026-06-28,B025,West,Tank,865.77,80650.23
F092149,2025-11-25,B022,Central,Jeep,44.19,4177.62
F092150,2026-06-15,B025,West,Helicopter,441.62,44097.17
F092151,2026-04-30,B015,South,Jeep,109.37,10506.2
F092152,2025-04-19,B013,South,Helicopter,664.72,63099.51
F092153,2025-03-03,B004,East,Truck,416.74,41205.27
F092154,2025-01-11,B009,South,Truck,343.05,32917.47
F092155,2026-05-06,B016,West,Jeep,79.56,7416.07
F092156,2025-02-02,B004,East,Helicopter,621.36,60777.88
F092157,2025-11-30,B005,East,Helicopter,530.79,50170.79
F092158,2026-06-14,B001,Central,Helicopter,529.33,50513.23
F092159,2026-08-11,B008,East,Helicopter,440.51,39817.94
F092160,2025-02-03,B017,East,Transport Vehicle,283.04,26103.26
F092161,2025-10-10,B012,South,Helicopter,684.96,66258.26
F092162,2025-08-15,B021,South,Helicopter,696.9,66611.65
F092163,2026-03-11,B028,West,Truck,224.32,20214.62
F092164,2025-04-22,B023,North,Jeep,41.7,3965.28
F092165,2025-08-10,B030,East,Jeep,53.76,4962.75
F092166,2025-03-19,B028,West,Jeep,119.62,11746.32
F092167,2026-01-03,B005,East,Transport Vehicle,229.14,21916.74
F092168,2025-03-04,B023,North,Helicopter,560.26,50514.56
F092169,2026-08-10,B024,East,Jeep,102.86,9565.11
F092170,2025-03-02,B022,Central,Tank,817.16,81070.05
F092171,2025-11-28,B014,Central,Generator,152.84,13865.85
F092172,2026-11-04,B020,East,Jeep,78.47,7560.51
F092173,2026-04-26,B011,Central,Generator,136.8,13355.63
F092174,2026-01-18,B006,West,Transport Vehicle,243.42,23445.81
F092175,2025-09-08,B012,South,Truck,352.88,32492.16
F092176,2025-05-04,B014,Central,Jeep,82.0,8040.83
F092177,2025-02-17,B008,East,Truck,366.6,36290.89
F092178,2026-02-02,B010,North,Tank,576.01,56784.45
F092179,2025-06-30,B002,North,Truck,271.7,24481.44
F092180,2026-09-11,B027,West,Jeep,77.05,6941.1
F092181,2025-10-25,B014,Central,Generator,116.94,10977.23
F092182,2026-11-24,B014,Central,Generator,103.23,9638.47
F092183,2026-09-24,B009,South,Tank,727.36,72620.69
F092184,2025-09-16,B019,Central,Jeep,110.42,10281.85
F092185,2026-08-20,B009,South,Transport Vehicle,294.86,27168.71
F092186,2026-03-04,B016,West,Tank,818.65,76534.61
F092187,2026-11-06,B010,North,Jeep,72.61,6615.04
F092188,2025-05-01,B010,North,Truck,370.07,35100.12
F092189,2025-06-15,B013,South,Tank,673.05,60900.04
F092190,2026-05-17,B005,East,Truck,222.83,21877.02
F092191,2026-09-13,B004,East,Truck,232.38,20993.0
F092192,2025-11-13,B022,Central,Jeep,82.51,7758.32
F092193,2025-03-17,B019,Central,Helicopter,555.9,54585.84
F092194,2025-02-13,B029,South,Jeep,67.1,6312.92
F092195,2025-09-17,B007,Central,Generator,128.82,11928.08
F092196,2026-09-18,B001,Central,Tank,510.08,46058.3
F092197,2025-10-03,B015,South,Tank,614.61,57691.87
F092198,2025-01-08,B010,North,Tank,626.1,59930.17
F092199,2026-07-29,B009,South,Jeep,81.76,8066.76
F092200,2026-03-20,B028,West,Generator,148.39,13467.15
F092201,2025-10-09,B029,South,Tank,804.78,78268.52
F092202,2025-09-26,B007,Central,Jeep,52.22,4886.93
F092203,2026-08-06,B012,South,Tank,851.1,79314.6
F092204,2026-04-27,B002,North,Generator,82.09,7719.87
F092205,2026-08-24,B028,West,Jeep,74.46,6743.0
F092206,2026-12-21,B006,West,Jeep,68.72,6537.34
F092207,2026-12-27,B010,North,Jeep,71.19,6605.55
F092208,2026-05-02,B015,South,Transport Vehicle,190.02,18238.18
F092209,2025-04-11,B012,South,Helicopter,602.99,54429.93
F092210,2025-12-30,B026,South,Generator,89.81,8820.26
F092211,2025-05-10,B020,East,Tank,785.02,75079.12
F092212,2026-03-31,B006,West,Jeep,74.6,6775.54
F092213,2026-03-05,B023,North,Jeep,104.78,9631.74
F092214,2026-06-22,B024,East,Tank,652.25,61237.82
F092215,2026-07-29,B019,Central,Truck,435.5,42372.81
F092216,2025-07-22,B009,South,Tank,837.89,75464.3
F092217,2026-08-09,B024,East,Truck,203.26,18772.76
F092218,2025-01-11,B014,Central,Truck,384.71,38468.45
F092219,2025-08-09,B004,East,Helicopter,524.1,50255.92
F092220,2026-05-20,B012,South,Transport Vehicle,322.7,30410.58
F092221,2026-12-02,B011,Central,Transport Vehicle,192.47,17955.38
F092222,2026-07-09,B001,Central,Jeep,65.41,6066.1
F092223,2026-08-24,B007,Central,Transport Vehicle,251.61,23156.33
F092224,2026-04-04,B020,East,Tank,839.8,77920.85
F092225,2025-03-24,B007,Central,Jeep,62.79,5918.09
F092226,2025-05-12,B013,South,Transport Vehicle,249.91,22620.08
F092227,2026-08-28,B017,East,Truck,431.29,40587.88
F092228,2025-09-16,B004,East,Helicopter,553.63,51650.84
F092229,2026-08-24,B019,Central,Tank,793.28,71727.47
F092230,2025-03-19,B018,East,Tank,575.54,52601.24
F092231,2025-12-27,B021,South,Generator,89.88,8591.85
F092232,2026-02-05,B026,South,Tank,787.24,70932.93
F092233,2025-03-25,B002,North,Tank,631.18,58730.1
F092234,2026-06-04,B003,East,Generator,103.97,9529.94
F092235,2026-10-26,B015,South,Helicopter,609.9,55561.05
F092236,2025-11-06,B006,West,Generator,148.45,14008.98
F092237,2025-02-23,B018,East,Generator,125.3,11401.73
F092238,2026-07-10,B005,East,Transport Vehicle,202.98,18825.88
F092239,2026-11-16,B024,East,Helicopter,507.05,46476.1
F092240,2025-04-01,B005,East,Generator,179.54,17192.87
F092241,2025-04-21,B014,Central,Tank,640.79,58184.07
F092242,2026-02-13,B030,East,Truck,216.48,19779.0
F092243,2026-11-13,B026,South,Transport Vehicle,301.35,27769.42
F092244,2026-12-31,B002,North,Tank,763.04,71384.63
F092245,2025-12-20,B030,East,Helicopter,660.69,60078.05
F092246,2026-02-04,B010,North,Jeep,45.63,4490.6
F092247,2026-03-07,B029,South,Tank,627.95,59878.67
F092248,2026-03-31,B024,East,Helicopter,687.48,66285.71
F092249,2025-12-17,B029,South,Truck,262.93,25675.06
F092250,2026-05-01,B005,East,Jeep,55.18,5433.56
F092251,2026-11-21,B023,North,Generator,142.85,13829.38
F092252,2026-05-13,B020,East,Tank,552.2,50688.69
F092253,2025-05-30,B012,South,Helicopter,455.41,44347.73
F092254,2026-03-11,B014,Central,Truck,239.37,22562.3
F092255,2026-08-03,B016,West,Jeep,86.29,8326.91
F092256,2025-03-31,B013,South,Jeep,102.47,10012.75
F092257,2025-04-26,B024,East,Transport Vehicle,199.01,19713.03
F092258,2026-12-20,B017,East,Generator,142.25,14049.99
F092259,2025-12-03,B017,East,Generator,109.5,10539.12
F092260,2026-12-01,B005,East,Transport Vehicle,264.28,25618.69
F092261,2026-06-30,B007,Central,Truck,431.01,39586.64
F092262,2026-04-21,B012,South,Helicopter,467.55,45529.75
F092263,2025-01-31,B024,East,Tank,827.52,80349.22
F092264,2026-06-22,B017,East,Transport Vehicle,299.85,27627.13
F092265,2026-10-20,B022,Central,Tank,801.02,75568.82
F092266,2025-03-27,B014,Central,Jeep,92.58,8906.93
F092267,2025-04-25,B008,East,Transport Vehicle,292.84,27674.87
F092268,2026-06-23,B003,East,Tank,716.84,66680.8
F092269,2025-09-16,B008,East,Transport Vehicle,269.1,24393.88
F092270,2026-06-20,B004,East,Jeep,47.0,4638.0
F092271,2025-05-26,B017,East,Transport Vehicle,306.4,30111.82
F092272,2026-11-18,B005,East,Helicopter,550.65,49571.65
F092273,2025-09-20,B003,East,Generator,164.1,16203.47
F092274,2025-07-22,B017,East,Truck,364.52,34430.83
F092275,2026-01-14,B026,South,Tank,561.13,52487.01
F092276,2026-05-28,B009,South,Truck,420.61,40230.12
F092277,2026-03-02,B028,West,Jeep,103.42,10314.84
F092278,2026-07-26,B025,West,Transport Vehicle,183.5,17638.15
F092279,2025-11-02,B016,West,Tank,535.85,52147.55
F092280,2025-11-03,B005,East,Jeep,77.19,7267.11
F092281,2025-02-22,B010,North,Generator,101.86,9844.69
F092282,2026-10-14,B020,East,Tank,715.34,69486.69
F092283,2026-04-12,B004,East,Tank,762.51,69579.44
F092284,2026-06-09,B004,East,Helicopter,605.03,59491.05
F092285,2026-07-20,B014,Central,Jeep,41.53,3867.68
F092286,2025-02-01,B005,East,Jeep,50.46,4816.01
F092287,2026-07-27,B019,Central,Truck,362.93,34575.47
F092288,2026-09-08,B010,North,Jeep,85.98,7796.34
F092289,2025-08-08,B004,East,Transport Vehicle,341.68,32943.61
F092290,2026-10-21,B017,East,Tank,815.95,80731.88
F092291,2026-04-06,B025,West,Jeep,99.05,9634.04
F092292,2026-10-05,B001,Central,Truck,223.34,20798.12
F092293,2025-09-20,B026,South,Jeep,50.08,4959.43
F092294,2026-07-10,B021,South,Truck,352.11,32734.42
F092295,2026-04-18,B020,East,Transport Vehicle,230.38,22700.03
F092296,2026-04-18,B028,West,Tank,833.58,81239.29
F092297,2026-01-02,B030,East,Helicopter,400.73,38254.37
F092298,2026-11-02,B009,South,Truck,389.12,38510.01
F092299,2025-11-07,B021,South,Truck,293.29,27210.87
F092300,2025-01-14,B005,East,Helicopter,663.5,62049.86
F092301,2026-11-29,B012,South,Helicopter,511.69,49338.53
F092302,2025-06-08,B011,Central,Helicopter,636.29,57783.18
F092303,2025-08-16,B002,North,Helicopter,699.46,66840.74
F092304,2026-12-26,B022,Central,Transport Vehicle,329.67,31946.06
