Equipment_ID,Supplier_ID,Equipment_Name,Category,Manufacturer,Purchase_Year,Expected_Life,Status
EQ03889,SUP0042,Generator,Generator,HAL,2014,19,Operational
EQ03890,SUP0086,Truck,Truck,Tata Advanced Systems,2007,30,Maintenance
EQ03891,SUP0060,Tank,Tank,HAL,2019,24,Operational
EQ03892,SUP0056,Radar,Radar,Mahindra Defence,2008,10,Maintenance
EQ03893,SUP0110,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2019,28,Operational
EQ03894,SUP0193,Tank,Tank,Tata Advanced Systems,2019,15,Operational
EQ03895,SUP0145,Radar,Radar,Tata Advanced Systems,2008,28,Out of Service
EQ03896,SUP0090,Tank,Tank,HAL,2021,19,Maintenance
EQ03897,SUP0086,Truck,Truck,Bharat Dynamics,2023,17,Maintenance
EQ03898,SUP0100,Generator,Generator,Mahindra Defence,2013,24,Operational
EQ03899,SUP0060,Truck,Truck,L&T Defence,2020,29,Operational
EQ03900,SUP0237,Tank,Tank,Tata Advanced Systems,2011,24,Out of Service
EQ03901,SUP0049,Generator,Generator,DRDO,2006,30,Maintenance
EQ03902,SUP0129,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2019,25,Operational
EQ03903,SUP0253,Generator,Generator,BEL,2012,18,Operational
EQ03904,SUP0091,Communication System,Communication System,Mahindra Defence,2025,15,Operational
EQ03905,SUP0207,Tank,Tank,Bharat Dynamics,2009,21,Operational
EQ03906,SUP0284,Missile Launcher,Missile Launcher,HAL,2022,14,Operational
EQ03907,SUP0151,Communication System,Communication System,Mahindra Defence,2021,24,Operational
EQ03908,SUP0078,Tank,Tank,Ashok Leyland Defence,2014,11,Operational
EQ03909,SUP0057,Radar,Radar,DRDO,2008,23,Operational
EQ03910,SUP0153,Generator,Generator,Bharat Dynamics,2020,13,Operational
EQ03911,SUP0021,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2016,25,Operational
EQ03912,SUP0207,Generator,Generator,Tata Advanced Systems,2024,11,Operational
EQ03913,SUP0270,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,19,Operational
EQ03914,SUP0081,Armored Vehicle,Armored Vehicle,HAL,2019,28,Operational
EQ03915,SUP0243,Radar,Radar,Ashok Leyland Defence,2017,25,Maintenance
EQ03916,SUP0149,Radar,Radar,HAL,2011,22,Operational
EQ03917,SUP0219,Truck,Truck,DRDO,2007,14,Maintenance
EQ03918,SUP0146,Radar,Radar,DRDO,2015,21,Operational
EQ03919,SUP0119,Radar,Radar,HAL,2008,29,Out of Service
EQ03920,SUP0292,Tank,Tank,HAL,2009,16,Operational
EQ03921,SUP0010,Radar,Radar,Bharat Dynamics,2021,12,Operational
EQ03922,SUP0177,Drone,Drone,L&T Defence,2018,19,Operational
EQ03923,SUP0277,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2005,17,Maintenance
EQ03924,SUP0141,Truck,Truck,Ashok Leyland Defence,2006,16,Out of Service
EQ03925,SUP0068,Missile Launcher,Missile Launcher,Mahindra Defence,2014,19,Maintenance
EQ03926,SUP0218,Tank,Tank,Tata Advanced Systems,2020,10,Operational
EQ03927,SUP0120,Generator,Generator,Mahindra Defence,2022,11,Operational
EQ03928,SUP0164,Truck,Truck,Tata Advanced Systems,2007,25,Out of Service
EQ03929,SUP0113,Radar,Radar,L&T Defence,2012,19,Operational
EQ03930,SUP0052,Generator,Generator,Tata Advanced Systems,2021,15,Out of Service
EQ03931,SUP0129,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2019,10,Maintenance
EQ03932,SUP0023,Missile Launcher,Missile Launcher,Tata Advanced Systems,2012,28,Operational
EQ03933,SUP0031,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2012,16,Operational
EQ03934,SUP0119,Communication System,Communication System,Bharat Dynamics,2019,25,Operational
EQ03935,SUP0094,Armored Vehicle,Armored Vehicle,BEL,2007,24,Out of Service
EQ03936,SUP0004,Missile Launcher,Missile Launcher,Bharat Dynamics,2024,22,Maintenance
EQ03937,SUP0114,Radar,Radar,DRDO,2021,24,Out of Service
EQ03938,SUP0147,Armored Vehicle,Armored Vehicle,DRDO,2022,27,Operational
EQ03939,SUP0299,Radar,Radar,BEL,2005,16,Operational
EQ03940,SUP0275,Radar,Radar,L&T Defence,2012,21,Operational
EQ03941,SUP0158,Missile Launcher,Missile Launcher,L&T Defence,2008,19,Maintenance
EQ03942,SUP0027,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2025,15,Operational
EQ03943,SUP0248,Communication System,Communication System,Tata Advanced Systems,2014,18,Maintenance
EQ03944,SUP0185,Generator,Generator,DRDO,2025,24,Operational
EQ03945,SUP0019,Missile Launcher,Missile Launcher,DRDO,2007,29,Operational
EQ03946,SUP0274,Drone,Drone,BEL,2019,25,Operational
EQ03947,SUP0261,Drone,Drone,Bharat Dynamics,2007,27,Operational
EQ03948,SUP0127,Truck,Truck,L&T Defence,2015,17,Operational
EQ03949,SUP0251,Truck,Truck,BEL,2010,14,Operational
EQ03950,SUP0102,Tank,Tank,Ashok Leyland Defence,2011,10,Operational
EQ03951,SUP0239,Generator,Generator,L&T Defence,2020,21,Out of Service
EQ03952,SUP0268,Tank,Tank,L&T Defence,2005,17,Operational
EQ03953,SUP0008,Drone,Drone,Ashok Leyland Defence,2020,23,Operational
EQ03954,SUP0069,Radar,Radar,Bharat Dynamics,2024,19,Operational
EQ03955,SUP0130,Truck,Truck,HAL,2008,22,Maintenance
EQ03956,SUP0252,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,17,Operational
EQ03957,SUP0021,Armored Vehicle,Armored Vehicle,BEL,2014,14,Operational
EQ03958,SUP0021,Tank,Tank,BEL,2020,30,Operational
EQ03959,SUP0288,Communication System,Communication System,HAL,2015,11,Operational
EQ03960,SUP0194,Communication System,Communication System,HAL,2015,13,Operational
EQ03961,SUP0274,Drone,Drone,Ashok Leyland Defence,2014,18,Operational
EQ03962,SUP0228,Generator,Generator,BEL,2025,17,Maintenance
EQ03963,SUP0059,Drone,Drone,L&T Defence,2017,26,Operational
EQ03964,SUP0106,Communication System,Communication System,HAL,2023,27,Operational
EQ03965,SUP0198,Tank,Tank,DRDO,2020,28,Operational
EQ03966,SUP0052,Radar,Radar,Ashok Leyland Defence,2025,25,Operational
EQ03967,SUP0023,Generator,Generator,Tata Advanced Systems,2005,22,Operational
EQ03968,SUP0064,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2009,17,Operational
EQ03969,SUP0263,Drone,Drone,BEL,2017,29,Operational
EQ03970,SUP0057,Truck,Truck,DRDO,2025,27,Operational
EQ03971,SUP0283,Drone,Drone,Tata Advanced Systems,2024,20,Operational
EQ03972,SUP0044,Generator,Generator,Mahindra Defence,2018,26,Operational
EQ03973,SUP0146,Drone,Drone,Bharat Dynamics,2024,28,Operational
EQ03974,SUP0045,Armored Vehicle,Armored Vehicle,HAL,2012,12,Operational
EQ03975,SUP0210,Drone,Drone,L&T Defence,2009,28,Maintenance
EQ03976,SUP0145,Tank,Tank,Bharat Dynamics,2005,21,Operational
EQ03977,SUP0146,Drone,Drone,Ashok Leyland Defence,2024,20,Operational
EQ03978,SUP0039,Communication System,Communication System,Mahindra Defence,2019,19,Operational
EQ03979,SUP0127,Generator,Generator,Mahindra Defence,2025,30,Operational
EQ03980,SUP0145,Radar,Radar,Tata Advanced Systems,2010,25,Operational
EQ03981,SUP0062,Communication System,Communication System,Mahindra Defence,2014,26,Operational
EQ03982,SUP0171,Radar,Radar,BEL,2009,23,Operational
EQ03983,SUP0084,Generator,Generator,HAL,2006,14,Out of Service
EQ03984,SUP0115,Missile Launcher,Missile Launcher,DRDO,2017,10,Operational
EQ03985,SUP0265,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,28,Operational
EQ03986,SUP0256,Communication System,Communication System,Mahindra Defence,2018,11,Operational
EQ03987,SUP0211,Communication System,Communication System,Ashok Leyland Defence,2018,17,Out of Service
EQ03988,SUP0259,Communication System,Communication System,DRDO,2005,26,Maintenance
EQ03989,SUP0211,Communication System,Communication System,L&T Defence,2010,20,Operational
EQ03990,SUP0052,Armored Vehicle,Armored Vehicle,BEL,2020,25,Operational
EQ03991,SUP0141,Drone,Drone,DRDO,2006,26,Maintenance
EQ03992,SUP0014,Tank,Tank,Tata Advanced Systems,2011,12,Operational
EQ03993,SUP0022,Tank,Tank,Tata Advanced Systems,2022,27,Operational
EQ03994,SUP0147,Communication System,Communication System,Ashok Leyland Defence,2011,13,Operational
EQ03995,SUP0013,Tank,Tank,DRDO,2018,26,Operational
EQ03996,SUP0009,Armored Vehicle,Armored Vehicle,Mahindra Defence,2012,25,Operational
EQ03997,SUP0070,Radar,Radar,Bharat Dynamics,2010,23,Maintenance
EQ03998,SUP0033,Communication System,Communication System,DRDO,2008,19,Operational
EQ03999,SUP0014,Drone,Drone,Ashok Leyland Defence,2013,22,Operational
EQ04000,SUP0184,Tank,Tank,Bharat Dynamics,2005,11,Operational
EQ04001,SUP0229,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2007,22,Operational
EQ04002,SUP0083,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2008,18,Maintenance
EQ04003,SUP0293,Truck,Truck,BEL,2022,10,Operational
EQ04004,SUP0046,Radar,Radar,DRDO,2024,26,Operational
EQ04005,SUP0088,Communication System,Communication System,BEL,2005,29,Out of Service
EQ04006,SUP0034,Tank,Tank,L&T Defence,2013,28,Operational
EQ04007,SUP0265,Tank,Tank,Ashok Leyland Defence,2015,13,Maintenance
EQ04008,SUP0050,Armored Vehicle,Armored Vehicle,Mahindra Defence,2011,18,Operational
EQ04009,SUP0157,Radar,Radar,DRDO,2017,14,Maintenance
EQ04010,SUP0129,Missile Launcher,Missile Launcher,Bharat Dynamics,2016,15,Operational
EQ04011,SUP0222,Radar,Radar,HAL,2008,28,Maintenance
EQ04012,SUP0199,Drone,Drone,Bharat Dynamics,2018,14,Operational
EQ04013,SUP0169,Missile Launcher,Missile Launcher,DRDO,2012,19,Operational
EQ04014,SUP0274,Radar,Radar,L&T Defence,2017,29,Operational
EQ04015,SUP0272,Generator,Generator,L&T Defence,2024,12,Out of Service
EQ04016,SUP0281,Generator,Generator,Ashok Leyland Defence,2021,11,Operational
EQ04017,SUP0139,Tank,Tank,L&T Defence,2018,14,Operational
EQ04018,SUP0072,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2006,13,Maintenance
EQ04019,SUP0015,Missile Launcher,Missile Launcher,Tata Advanced Systems,2025,26,Operational
EQ04020,SUP0020,Radar,Radar,L&T Defence,2017,29,Operational
EQ04021,SUP0108,Generator,Generator,HAL,2006,14,Operational
EQ04022,SUP0022,Drone,Drone,Bharat Dynamics,2006,22,Maintenance
EQ04023,SUP0021,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2017,16,Maintenance
EQ04024,SUP0153,Armored Vehicle,Armored Vehicle,Mahindra Defence,2021,30,Maintenance
EQ04025,SUP0250,Truck,Truck,BEL,2010,19,Operational
EQ04026,SUP0174,Generator,Generator,DRDO,2022,27,Operational
EQ04027,SUP0097,Missile Launcher,Missile Launcher,DRDO,2015,11,Operational
EQ04028,SUP0044,Truck,Truck,Tata Advanced Systems,2014,14,Operational
EQ04029,SUP0089,Tank,Tank,Mahindra Defence,2014,22,Operational
EQ04030,SUP0068,Communication System,Communication System,HAL,2017,18,Operational
EQ04031,SUP0098,Drone,Drone,Mahindra Defence,2024,20,Out of Service
EQ04032,SUP0226,Communication System,Communication System,Mahindra Defence,2006,11,Maintenance
EQ04033,SUP0052,Radar,Radar,DRDO,2007,26,Operational
EQ04034,SUP0207,Tank,Tank,DRDO,2012,10,Operational
EQ04035,SUP0263,Drone,Drone,BEL,2013,18,Operational
EQ04036,SUP0186,Truck,Truck,DRDO,2011,26,Operational
EQ04037,SUP0214,Communication System,Communication System,Ashok Leyland Defence,2017,14,Operational
EQ04038,SUP0295,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2016,11,Operational
EQ04039,SUP0293,Armored Vehicle,Armored Vehicle,Mahindra Defence,2018,16,Operational
EQ04040,SUP0029,Drone,Drone,Ashok Leyland Defence,2022,15,Operational
EQ04041,SUP0045,Drone,Drone,HAL,2014,12,Operational
EQ04042,SUP0219,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2020,15,Operational
EQ04043,SUP0162,Armored Vehicle,Armored Vehicle,L&T Defence,2012,24,Operational
EQ04044,SUP0071,Truck,Truck,Mahindra Defence,2017,25,Operational
EQ04045,SUP0203,Generator,Generator,Bharat Dynamics,2006,19,Out of Service
EQ04046,SUP0244,Drone,Drone,Tata Advanced Systems,2024,17,Operational
EQ04047,SUP0013,Missile Launcher,Missile Launcher,DRDO,2018,13,Operational
EQ04048,SUP0182,Truck,Truck,Ashok Leyland Defence,2014,12,Operational
EQ04049,SUP0006,Communication System,Communication System,Bharat Dynamics,2025,21,Maintenance
EQ04050,SUP0245,Missile Launcher,Missile Launcher,DRDO,2005,11,Maintenance
EQ04051,SUP0267,Drone,Drone,Mahindra Defence,2008,15,Out of Service
EQ04052,SUP0030,Armored Vehicle,Armored Vehicle,Mahindra Defence,2006,14,Maintenance
EQ04053,SUP0218,Generator,Generator,Mahindra Defence,2009,14,Maintenance
EQ04054,SUP0094,Missile Launcher,Missile Launcher,BEL,2018,10,Operational
EQ04055,SUP0032,Generator,Generator,BEL,2015,29,Operational
EQ04056,SUP0161,Tank,Tank,DRDO,2024,17,Operational
EQ04057,SUP0172,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2005,17,Operational
EQ04058,SUP0209,Missile Launcher,Missile Launcher,BEL,2013,30,Operational
EQ04059,SUP0072,Radar,Radar,DRDO,2018,12,Operational
EQ04060,SUP0170,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2012,18,Operational
EQ04061,SUP0172,Truck,Truck,Bharat Dynamics,2006,22,Maintenance
EQ04062,SUP0039,Generator,Generator,HAL,2011,27,Operational
EQ04063,SUP0083,Generator,Generator,Bharat Dynamics,2005,25,Operational
EQ04064,SUP0106,Radar,Radar,Tata Advanced Systems,2009,21,Maintenance
EQ04065,SUP0190,Radar,Radar,Mahindra Defence,2024,13,Maintenance
EQ04066,SUP0201,Tank,Tank,DRDO,2013,17,Operational
EQ04067,SUP0026,Armored Vehicle,Armored Vehicle,HAL,2024,23,Operational
EQ04068,SUP0109,Radar,Radar,DRDO,2021,30,Operational
EQ04069,SUP0108,Generator,Generator,BEL,2005,23,Maintenance
EQ04070,SUP0044,Generator,Generator,BEL,2025,17,Operational
EQ04071,SUP0028,Generator,Generator,HAL,2010,27,Operational
EQ04072,SUP0074,Generator,Generator,Bharat Dynamics,2023,20,Operational
EQ04073,SUP0133,Armored Vehicle,Armored Vehicle,L&T Defence,2018,10,Operational
EQ04074,SUP0188,Radar,Radar,Mahindra Defence,2011,23,Operational
EQ04075,SUP0204,Generator,Generator,L&T Defence,2017,24,Maintenance
EQ04076,SUP0277,Missile Launcher,Missile Launcher,DRDO,2005,27,Operational
EQ04077,SUP0060,Communication System,Communication System,Tata Advanced Systems,2022,16,Operational
EQ04078,SUP0035,Communication System,Communication System,Tata Advanced Systems,2014,22,Operational
EQ04079,SUP0212,Tank,Tank,HAL,2020,14,Operational
EQ04080,SUP0286,Communication System,Communication System,BEL,2023,13,Maintenance
EQ04081,SUP0032,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2010,17,Out of Service
EQ04082,SUP0133,Armored Vehicle,Armored Vehicle,Mahindra Defence,2025,16,Operational
EQ04083,SUP0128,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2017,20,Operational
EQ04084,SUP0039,Radar,Radar,Ashok Leyland Defence,2010,13,Operational
EQ04085,SUP0090,Missile Launcher,Missile Launcher,HAL,2019,28,Maintenance
EQ04086,SUP0197,Armored Vehicle,Armored Vehicle,DRDO,2016,20,Operational
EQ04087,SUP0215,Communication System,Communication System,HAL,2014,24,Operational
EQ04088,SUP0098,Generator,Generator,BEL,2016,10,Operational
EQ04089,SUP0136,Radar,Radar,L&T Defence,2015,17,Operational
EQ04090,SUP0057,Communication System,Communication System,DRDO,2023,19,Operational
EQ04091,SUP0262,Drone,Drone,DRDO,2021,30,Operational
EQ04092,SUP0247,Armored Vehicle,Armored Vehicle,HAL,2014,18,Operational
EQ04093,SUP0027,Truck,Truck,L&T Defence,2016,29,Operational
EQ04094,SUP0015,Truck,Truck,Mahindra Defence,2011,14,Operational
EQ04095,SUP0293,Tank,Tank,HAL,2012,20,Operational
EQ04096,SUP0237,Generator,Generator,Mahindra Defence,2021,16,Out of Service
EQ04097,SUP0098,Drone,Drone,HAL,2010,28,Out of Service
EQ04098,SUP0139,Armored Vehicle,Armored Vehicle,Tata Advanced Systems,2019,28,Maintenance
EQ04099,SUP0185,Communication System,Communication System,L&T Defence,2011,29,Operational
EQ04100,SUP0029,Truck,Truck,BEL,2017,30,Operational
EQ04101,SUP0246,Communication System,Communication System,Ashok Leyland Defence,2015,24,Operational
EQ04102,SUP0151,Generator,Generator,Ashok Leyland Defence,2009,22,Operational
EQ04103,SUP0266,Generator,Generator,HAL,2024,25,Operational
EQ04104,SUP0186,Generator,Generator,Bharat Dynamics,2008,15,Maintenance
EQ04105,SUP0120,Drone,Drone,L&T Defence,2025,12,Operational
EQ04106,SUP0233,Truck,Truck,Mahindra Defence,2005,21,Operational
EQ04107,SUP0145,Generator,Generator,Tata Advanced Systems,2016,18,Operational
EQ04108,SUP0153,Radar,Radar,L&T Defence,2013,13,Operational
EQ04109,SUP0149,Communication System,Communication System,Mahindra Defence,2006,28,Operational
EQ04110,SUP0271,Tank,Tank,BEL,2023,21,Operational
EQ04111,SUP0200,Communication System,Communication System,DRDO,2025,17,Operational
EQ04112,SUP0122,Generator,Generator,HAL,2024,21,Operational
EQ04113,SUP0138,Generator,Generator,Mahindra Defence,2015,26,Operational
EQ04114,SUP0278,Armored Vehicle,Armored Vehicle,BEL,2024,18,Operational
EQ04115,SUP0033,Radar,Radar,L&T Defence,2015,23,Operational
EQ04116,SUP0183,Generator,Generator,HAL,2023,28,Out of Service
EQ04117,SUP0259,Tank,Tank,Ashok Leyland Defence,2020,25,Operational
EQ04118,SUP0064,Tank,Tank,Tata Advanced Systems,2016,10,Operational
EQ04119,SUP0128,Radar,Radar,L&T Defence,2022,19,Operational
EQ04120,SUP0102,Truck,Truck,BEL,2011,14,Operational
EQ04121,SUP0251,Truck,Truck,BEL,2011,12,Operational
EQ04122,SUP0159,Tank,Tank,L&T Defence,2020,20,Operational
EQ04123,SUP0006,Drone,Drone,HAL,2020,25,Operational
EQ04124,SUP0054,Tank,Tank,DRDO,2021,17,Out of Service
EQ04125,SUP0296,Drone,Drone,Ashok Leyland Defence,2005,18,Maintenance
EQ04126,SUP0101,Armored Vehicle,Armored Vehicle,L&T Defence,2011,11,Operational
EQ04127,SUP0058,Truck,Truck,Bharat Dynamics,2007,13,Maintenance
EQ04128,SUP0180,Radar,Radar,Mahindra Defence,2016,18,Operational
EQ04129,SUP0214,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2011,17,Operational
EQ04130,SUP0190,Radar,Radar,Bharat Dynamics,2012,17,Operational
EQ04131,SUP0300,Radar,Radar,Ashok Leyland Defence,2021,29,Operational
EQ04132,SUP0197,Armored Vehicle,Armored Vehicle,DRDO,2023,22,Operational
EQ04133,SUP0131,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2015,13,Operational
EQ04134,SUP0175,Missile Launcher,Missile Launcher,BEL,2018,18,Operational
EQ04135,SUP0144,Tank,Tank,Bharat Dynamics,2005,13,Out of Service
EQ04136,SUP0300,Missile Launcher,Missile Launcher,Mahindra Defence,2014,17,Operational
EQ04137,SUP0074,Communication System,Communication System,Bharat Dynamics,2025,11,Operational
EQ04138,SUP0193,Communication System,Communication System,DRDO,2010,10,Maintenance
EQ04139,SUP0078,Radar,Radar,Tata Advanced Systems,2013,23,Operational
EQ04140,SUP0271,Drone,Drone,Ashok Leyland Defence,2019,14,Maintenance
EQ04141,SUP0138,Generator,Generator,Mahindra Defence,2007,25,Maintenance
EQ04142,SUP0170,Tank,Tank,BEL,2006,28,Operational
EQ04143,SUP0032,Generator,Generator,HAL,2025,17,Operational
EQ04144,SUP0274,Armored Vehicle,Armored Vehicle,L&T Defence,2011,18,Operational
EQ04145,SUP0118,Communication System,Communication System,HAL,2013,16,Operational
EQ04146,SUP0099,Communication System,Communication System,Ashok Leyland Defence,2014,11,Operational
EQ04147,SUP0258,Armored Vehicle,Armored Vehicle,L&T Defence,2024,30,Operational
EQ04148,SUP0299,Truck,Truck,L&T Defence,2015,10,Operational
EQ04149,SUP0027,Generator,Generator,Ashok Leyland Defence,2019,26,Operational
EQ04150,SUP0081,Missile Launcher,Missile Launcher,DRDO,2021,18,Out of Service
EQ04151,SUP0128,Missile Launcher,Missile Launcher,BEL,2024,25,Operational
EQ04152,SUP0050,Truck,Truck,HAL,2009,11,Out of Service
EQ04153,SUP0248,Drone,Drone,Ashok Leyland Defence,2017,24,Operational
EQ04154,SUP0221,Armored Vehicle,Armored Vehicle,Bharat Dynamics,2022,20,Operational
EQ04155,SUP0073,Drone,Drone,DRDO,2020,11,Maintenance
EQ04156,SUP0033,Tank,Tank,DRDO,2019,12,Operational
EQ04157,SUP0237,Radar,Radar,Mahindra Defence,2013,20,Operational
EQ04158,SUP0081,Radar,Radar,Ashok Leyland Defence,2006,25,Operational
EQ04159,SUP0168,Missile Launcher,Missile Launcher,Tata Advanced Systems,2005,28,Out of Service
EQ04160,SUP0022,Radar,Radar,HAL,2011,20,Operational
EQ04161,SUP0026,Drone,Drone,DRDO,2020,21,Operational
EQ04162,SUP0052,Missile Launcher,Missile Launcher,Tata Advanced Systems,2020,26,Operational
EQ04163,SUP0237,Generator,Generator,Mahindra Defence,2024,20,Operational
EQ04164,SUP0074,Tank,Tank,Mahindra Defence,2008,10,Out of Service
EQ04165,SUP0079,Tank,Tank,Ashok Leyland Defence,2009,17,Operational
EQ04166,SUP0161,Tank,Tank,HAL,2019,15,Operational
EQ04167,SUP0156,Generator,Generator,L&T Defence,2011,30,Operational
EQ04168,SUP0265,Radar,Radar,DRDO,2021,18,Operational
EQ04169,SUP0187,Generator,Generator,BEL,2005,19,Maintenance
EQ04170,SUP0215,Truck,Truck,DRDO,2024,21,Maintenance
EQ04171,SUP0278,Missile Launcher,Missile Launcher,Bharat Dynamics,2016,25,Operational
EQ04172,SUP0077,Truck,Truck,DRDO,2005,28,Out of Service
EQ04173,SUP0037,Missile Launcher,Missile Launcher,Mahindra Defence,2024,12,Operational
EQ04174,SUP0189,Armored Vehicle,Armored Vehicle,HAL,2018,13,Operational
EQ04175,SUP0077,Armored Vehicle,Armored Vehicle,DRDO,2011,22,Out of Service
EQ04176,SUP0039,Generator,Generator,Ashok Leyland Defence,2025,14,Operational
EQ04177,SUP0189,Radar,Radar,Tata Advanced Systems,2015,30,Operational
EQ04178,SUP0111,Missile Launcher,Missile Launcher,Ashok Leyland Defence,2013,27,Operational
EQ04179,SUP0241,Tank,Tank,Tata Advanced Systems,2016,14,Operational
EQ04180,SUP0232,Communication System,Communication System,Tata Advanced Systems,2009,30,Operational
EQ04181,SUP0220,Communication System,Communication System,Mahindra Defence,2021,11,Operational
EQ04182,SUP0247,Drone,Drone,L&T Defence,2025,19,Operational
EQ04183,SUP0280,Truck,Truck,BEL,2013,14,Out of Service
EQ04184,SUP0011,Armored Vehicle,Armored Vehicle,Ashok Leyland Defence,2017,15,Operational
EQ04185,SUP0037,Drone,Drone,BEL,2014,21,Operational
EQ04186,SUP0265,Tank,Tank,Bharat Dynamics,2008,16,Operational
EQ04187,SUP0141,Tank,Tank,Ashok Leyland Defence,2006,29,Maintenance
EQ04188,SUP0176,Truck,Truck,DRDO,2012,18,Out of Service
EQ04189,SUP0242,Tank,Tank,Bharat Dynamics,2011,27,Operational
EQ04190,SUP0028,Drone,Drone,DRDO,2018,13,Operational
EQ04191,SUP0061,Truck,Truck,Mahindra Defence,2025,14,Operational
EQ04192,SUP0290,Drone,Drone,Bharat Dynamics,2021,20,Operational
EQ04193,SUP0199,Radar,Radar,Bharat Dynamics,2013,29,Operational
EQ04194,SUP0092,Radar,Radar,Tata Advanced Systems,2025,11,Maintenance
EQ04195,SUP0150,Truck,Truck,Bharat Dynamics,2005,21,Operational
EQ04196,SUP0222,Truck,Truck,Bharat Dynamics,2010,14,Maintenance
EQ04197,SUP0238,Generator,Generator,DRDO,2014,12,Operational
EQ04198,SUP0020,Drone,Drone,Tata Advanced Systems,2005,21,Operational
EQ04199,SUP0103,Generator,Generator,DRDO,2024,25,Maintenance
EQ04200,SUP0083,Tank,Tank,L&T Defence,2007,14,Maintenance
EQ04201,SUP0115,Tank,Tank,L&T Defence,2009,18,Maintenance
EQ04202,SUP0262,Tank,Tank,Mahindra Defence,2010,30,Operational
EQ04203,SUP0209,Communication System,Communication System,L&T Defence,2011,17,Operational
EQ04204,SUP0240,Radar,Radar,Ashok Leyland Defence,2019,27,Maintenance
EQ04205,SUP0237,Generator,Generator,Bharat Dynamics,2011,21,Out of Service
EQ04206,SUP0112,Radar,Radar,BEL,2022,18,Operational
EQ04207,SUP0220,Truck,Truck,BEL,2010,19,Operational
EQ04208,SUP0067,Radar,Radar,BEL,2019,26,Operational
EQ04209,SUP0268,Generator,Generator,DRDO,2010,25,Out of Service
EQ04210,SUP0075,Generator,Generator,HAL,2010,16,Operational
EQ04211,SUP0287,Drone,Drone,Tata Advanced Systems,2020,11,Operational
EQ04212,SUP0208,Truck,Truck,Ashok Leyland Defence,2009,11,Maintenance
EQ04213,SUP0172,Missile Launcher,Missile Launcher,HAL,2006,15,Operational
EQ04214,SUP0091,Truck,Truck,BEL,2008,24,Out of Service
EQ04215,SUP0149,Tank,Tank,HAL,2011,18,Operational
EQ04216,SUP0005,Communication System,Communication System,L&T Defence,2018,26,Operational
EQ04217,SUP0188,Communication System,Communication System,DRDO,2020,12,Operational
EQ04218,SUP0145,Tank,Tank,Bharat Dynamics,2006,11,Maintenance
EQ04219,SUP0088,Armored Vehicle,Armored Vehicle,L&T Defence,2011,29,Operational
EQ04220,SUP0033,Drone,Drone,Ashok Leyland Defence,2007,27,Out of Service
EQ04221,SUP0091,Tank,Tank,Bharat Dynamics,2018,24,Operational
EQ04222,SUP0115,Radar,Radar,Tata Advanced Systems,2013,15,Operational
EQ04223,SUP0294,Armored Vehicle,Armored Vehicle,L&T Defence,2020,20,Operational
EQ04224,SUP0063,Drone,Drone,L&T Defence,2021,17,Operational
EQ04225,SUP0271,Radar,Radar,L&T Defence,2008,27,Maintenance
EQ04226,SUP0180,Missile Launcher,Missile Launcher,Bharat Dynamics,2015,11,Operational
EQ04227,SUP0266,Radar,Radar,HAL,2024,28,Maintenance
EQ04228,SUP0115,Tank,Tank,Tata Advanced Systems,2017,10,Operational
EQ04229,SUP0161,Radar,Radar,DRDO,2017,20,Maintenance
EQ04230,SUP0135,Generator,Generator,HAL,2012,11,Operational
EQ04231,SUP0075,Drone,Drone,HAL,2021,12,Operational
EQ04232,SUP0100,Missile Launcher,Missile Launcher,DRDO,2017,11,Operational
EQ04233,SUP0282,Drone,Drone,HAL,2018,27,Maintenance
EQ04234,SUP0271,Radar,Radar,Tata Advanced Systems,2015,10,Operational
EQ04235,SUP0199,Truck,Truck,DRDO,2017,23,Operational
EQ04236,SUP0288,Radar,Radar,Tata Advanced Systems,2016,12,Operational
EQ04237,SUP0225,Tank,Tank,DRDO,2012,20,Maintenance
EQ04238,SUP0014,Drone,Drone,BEL,2005,20,Operational
EQ04239,SUP0236,Armored Vehicle,Armored Vehicle,HAL,2019,29,Operational
EQ04240,SUP0132,Tank,Tank,Ashok Leyland Defence,2010,12,Out of Service
