Mission_ID,Mission_Date,Base_ID,Region,Mission_Type,Priority,Weather,Duration_Hours,Personnel_Deployed,Budget_INR,Mission_Status
MIS016311,2026-11-24,B002,North,Medical Support,Low,Snow,66,271,1559793.9,Delayed
MIS016312,2026-02-02,B029,South,Medical Support,Medium,Snow,7,62,3383385.01,Completed
MIS016313,2026-04-06,B026,South,Medical Support,High,Storm,54,48,3793852.06,Delayed
MIS016314,2025-05-28,B012,South,Supply Delivery,Medium,Clear,38,340,192924.42,Completed
MIS016315,2025-12-12,B020,East,Medical Support,Medium,Storm,55,191,683938.42,Completed
MIS016316,2026-04-12,B026,South,Medical Support,Low,Clear,36,392,1697696.25,Cancelled
MIS016317,2025-07-26,B009,South,Disaster Relief,Medium,Clear,14,273,474265.82,Completed
MIS016318,2026-08-03,B010,North,Equipment Transport,High,Storm,36,240,842438.46,Completed
MIS016319,2026-09-27,B010,North,Disaster Relief,High,Fog,58,332,2843047.05,Completed
MIS016320,2026-02-07,B018,East,Equipment Transport,Medium,Fog,70,25,3283215.43,Completed
MIS016321,2025-04-09,B014,Central,Medical Support,Low,Snow,69,363,3117086.92,Completed
MIS016322,2026-11-10,B006,West,Surveillance,Critical,Snow,10,74,3015414.9,Completed
MIS016323,2026-08-22,B001,Central,Training Exercise,Critical,Fog,65,342,2548416.36,Completed
MIS016324,2026-11-04,B013,South,Disaster Relief,High,Clear,6,139,3957849.16,Completed
MIS016325,2025-05-16,B010,North,Reconnaissance,High,Storm,49,159,4323337.64,Cancelled
MIS016326,2026-05-06,B004,East,Training Exercise,Low,Clear,28,50,1574510.75,Completed
MIS016327,2026-09-02,B003,East,Medical Support,Low,Clear,15,383,1658503.19,Completed
MIS016328,2025-05-10,B002,North,Surveillance,Critical,Storm,44,30,3136006.32,Completed
MIS016329,2025-10-14,B020,East,Reconnaissance,Medium,Fog,49,304,4490381.19,Completed
MIS016330,2025-11-26,B022,Central,Border Patrol,Low,Rain,10,381,2767023.67,Completed
MIS016331,2025-04-13,B024,East,Supply Delivery,Critical,Clear,28,225,1522596.7,Delayed
MIS016332,2025-04-29,B015,South,Equipment Transport,Low,Fog,51,85,1671447.53,Completed
MIS016333,2026-04-14,B014,Central,Surveillance,Medium,Rain,42,305,1902054.83,Completed
MIS016334,2026-06-26,B006,West,Reconnaissance,Low,Storm,64,314,2620146.64,Cancelled
MIS016335,2026-11-23,B018,East,Border Patrol,High,Rain,33,283,565395.25,Completed
MIS016336,2025-09-21,B003,East,Reconnaissance,Medium,Rain,65,215,4523674.26,Completed
MIS016337,2026-07-09,B015,South,Disaster Relief,High,Clear,51,165,1419811.32,Completed
MIS016338,2025-10-19,B030,East,Supply Delivery,High,Clear,63,94,2237652.57,Completed
MIS016339,2026-06-23,B029,South,Border Patrol,Critical,Fog,53,105,1905247.63,Completed
MIS016340,2025-10-04,B007,Central,Equipment Transport,Critical,Rain,42,238,1364647.97,Completed
MIS016341,2025-05-31,B015,South,Border Patrol,Critical,Clear,21,292,4742802.8,Delayed
MIS016342,2026-05-09,B029,South,Border Patrol,High,Storm,29,273,941313.48,Delayed
MIS016343,2025-06-27,B011,Central,Medical Support,High,Clear,47,286,4437361.49,Cancelled
MIS016344,2026-04-25,B016,West,Training Exercise,High,Storm,30,162,261262.68,Completed
MIS016345,2026-01-23,B028,West,Supply Delivery,Critical,Storm,55,101,862237.19,Completed
MIS016346,2026-05-06,B006,West,Medical Support,Low,Fog,46,126,4893369.86,Completed
MIS016347,2026-02-28,B009,South,Reconnaissance,Critical,Snow,57,320,780931.64,Delayed
MIS016348,2026-03-07,B017,East,Reconnaissance,Critical,Fog,51,109,1902044.71,Completed
MIS016349,2026-05-22,B005,East,Reconnaissance,Low,Snow,5,244,629887.97,Completed
MIS016350,2025-11-01,B002,North,Equipment Transport,High,Rain,51,362,1450089.07,Completed
MIS016351,2025-01-12,B024,East,Medical Support,Low,Storm,24,24,216081.56,Completed
MIS016352,2025-10-30,B004,East,Reconnaissance,Low,Clear,44,87,2764998.89,Completed
MIS016353,2026-03-19,B004,East,Training Exercise,Medium,Storm,23,322,870910.13,Delayed
MIS016354,2026-01-20,B017,East,Medical Support,High,Snow,46,21,1758373.49,Completed
MIS016355,2026-11-10,B012,South,Training Exercise,High,Fog,53,382,1273553.74,Delayed
MIS016356,2026-05-11,B027,West,Training Exercise,Critical,Rain,44,62,1200166.94,Completed
MIS016357,2026-10-09,B022,Central,Disaster Relief,Medium,Rain,15,214,3234726.97,Delayed
MIS016358,2026-11-17,B007,Central,Equipment Transport,Medium,Rain,66,288,2000378.41,Completed
MIS016359,2025-10-10,B007,Central,Surveillance,Medium,Snow,18,271,1837968.7,Completed
MIS016360,2026-02-08,B025,West,Supply Delivery,High,Clear,16,185,1151539.86,Completed
MIS016361,2026-03-02,B025,West,Border Patrol,Low,Clear,27,346,2806984.2,Delayed
MIS016362,2025-08-17,B025,West,Border Patrol,Medium,Fog,33,229,1476323.4,Completed
MIS016363,2026-04-21,B017,East,Surveillance,Low,Snow,5,192,4677107.22,Delayed
MIS016364,2026-10-15,B025,West,Border Patrol,Critical,Storm,46,108,3190954.84,Completed
MIS016365,2025-09-01,B003,East,Surveillance,Low,Fog,37,345,2724628.88,Completed
MIS016366,2026-05-16,B013,South,Reconnaissance,High,Storm,61,332,1840894.72,Completed
MIS016367,2025-01-29,B007,Central,Training Exercise,Medium,Fog,11,151,3895311.26,Completed
MIS016368,2025-08-15,B030,East,Medical Support,Medium,Clear,26,308,959089.34,Completed
MIS016369,2025-01-19,B012,South,Border Patrol,High,Fog,15,257,2914983.92,Completed
MIS016370,2026-12-10,B001,Central,Equipment Transport,High,Snow,12,306,243867.72,Cancelled
MIS016371,2025-07-27,B008,East,Reconnaissance,Low,Fog,10,264,4747610.68,Delayed
MIS016372,2026-10-23,B024,East,Supply Delivery,Medium,Storm,26,333,3111462.48,Completed
MIS016373,2026-03-28,B020,East,Disaster Relief,High,Storm,14,43,2558162.75,Completed
MIS016374,2025-10-22,B018,East,Equipment Transport,High,Rain,24,136,4220177.71,Completed
MIS016375,2025-04-20,B023,North,Disaster Relief,Medium,Snow,52,362,1296493.92,Cancelled
MIS016376,2026-12-19,B001,Central,Reconnaissance,Critical,Snow,15,25,4485841.13,Cancelled
MIS016377,2026-05-04,B014,Central,Surveillance,High,Snow,11,285,3727059.34,Delayed
MIS016378,2025-08-21,B030,East,Medical Support,High,Storm,19,185,2606090.68,Delayed
MIS016379,2026-01-12,B011,Central,Supply Delivery,Medium,Storm,26,46,3415537.83,Completed
MIS016380,2025-12-30,B015,South,Disaster Relief,Critical,Clear,46,314,3558772.42,Completed
MIS016381,2026-09-20,B021,South,Equipment Transport,Medium,Rain,38,328,3827896.87,Completed
MIS016382,2025-12-13,B003,East,Training Exercise,Medium,Snow,33,214,1348445.65,Completed
MIS016383,2026-08-30,B027,West,Border Patrol,Low,Rain,12,245,193928.88,Completed
MIS016384,2025-09-03,B025,West,Equipment Transport,Medium,Storm,52,71,3568967.81,Completed
MIS016385,2025-09-16,B006,West,Medical Support,Low,Storm,51,55,1961396.94,Completed
MIS016386,2025-02-14,B007,Central,Supply Delivery,Low,Fog,22,336,4218962.76,Completed
MIS016387,2026-02-18,B023,North,Reconnaissance,High,Rain,51,106,2105469.58,Completed
MIS016388,2026-10-02,B021,South,Disaster Relief,High,Snow,7,331,3120666.37,Completed
MIS016389,2026-01-18,B014,Central,Equipment Transport,Low,Clear,58,390,4796860.03,Completed
MIS016390,2026-09-22,B015,South,Border Patrol,High,Fog,61,240,1470134.57,Delayed
MIS016391,2025-11-16,B026,South,Equipment Transport,High,Storm,56,306,823788.98,Completed
MIS016392,2026-09-13,B027,West,Supply Delivery,Medium,Snow,44,299,488112.13,Completed
MIS016393,2025-03-18,B020,East,Surveillance,Low,Snow,13,43,1458533.24,Completed
MIS016394,2025-07-23,B002,North,Reconnaissance,Medium,Snow,16,86,2233117.71,Delayed
MIS016395,2026-06-24,B021,South,Surveillance,Critical,Rain,49,167,4060836.85,Completed
MIS016396,2025-09-27,B018,East,Equipment Transport,Medium,Snow,43,347,1869591.61,Delayed
MIS016397,2026-10-30,B015,South,Medical Support,Medium,Storm,48,390,1210054.11,Completed
MIS016398,2025-06-01,B025,West,Reconnaissance,High,Clear,64,189,358264.36,Delayed
MIS016399,2026-07-14,B006,West,Disaster Relief,High,Snow,45,200,968438.44,Completed
MIS016400,2025-07-04,B016,West,Training Exercise,Critical,Rain,69,174,4204164.21,Completed
MIS016401,2025-10-08,B026,South,Supply Delivery,Medium,Rain,45,113,1411403.37,Completed
MIS016402,2026-01-06,B004,East,Border Patrol,High,Rain,54,184,3897097.34,Completed
MIS016403,2025-08-06,B012,South,Equipment Transport,Low,Snow,59,313,4875057.27,Completed
MIS016404,2025-10-28,B005,East,Reconnaissance,High,Snow,6,47,4693701.05,Cancelled
MIS016405,2025-01-23,B003,East,Equipment Transport,Medium,Fog,32,174,1273539.25,Completed
MIS016406,2025-05-13,B018,East,Surveillance,Medium,Storm,58,131,2140416.58,Completed
MIS016407,2025-04-26,B029,South,Surveillance,Medium,Snow,51,130,4108698.28,Completed
MIS016408,2026-02-15,B014,Central,Supply Delivery,Medium,Storm,13,153,817113.07,Completed
MIS016409,2026-02-23,B009,South,Equipment Transport,Medium,Fog,59,79,1617927.31,Delayed
MIS016410,2026-08-07,B027,West,Border Patrol,Medium,Clear,53,212,2357664.41,Completed
MIS016411,2026-08-07,B024,East,Supply Delivery,High,Clear,43,314,3682046.45,Completed
MIS016412,2025-02-26,B007,Central,Supply Delivery,High,Rain,13,60,954837.99,Completed
MIS016413,2025-08-20,B004,East,Border Patrol,Low,Rain,16,138,4357123.16,Completed
MIS016414,2026-06-02,B008,East,Medical Support,Medium,Clear,8,76,4474984.46,Completed
MIS016415,2026-02-08,B014,Central,Border Patrol,Low,Clear,45,88,200460.74,Completed
MIS016416,2025-08-07,B023,North,Border Patrol,High,Snow,30,48,4022156.11,Cancelled
MIS016417,2025-04-13,B002,North,Training Exercise,High,Clear,45,397,810796.04,Delayed
MIS016418,2025-04-24,B023,North,Reconnaissance,Low,Snow,60,69,3860068.96,Completed
MIS016419,2026-07-19,B019,Central,Training Exercise,Critical,Snow,67,57,956636.97,Completed
MIS016420,2026-01-17,B024,East,Medical Support,Medium,Clear,36,361,2978616.48,Completed
MIS016421,2026-09-15,B011,Central,Reconnaissance,High,Snow,69,118,4604357.42,Completed
MIS016422,2026-03-23,B009,South,Supply Delivery,High,Clear,9,75,1594089.61,Delayed
MIS016423,2025-10-31,B011,Central,Training Exercise,High,Snow,70,346,4380134.33,Completed
MIS016424,2026-02-24,B005,East,Disaster Relief,Medium,Clear,61,193,2816588.49,Completed
MIS016425,2025-08-15,B010,North,Supply Delivery,High,Fog,38,245,3395580.74,Cancelled
MIS016426,2026-06-14,B027,West,Medical Support,Medium,Fog,31,344,766715.75,Completed
MIS016427,2025-07-27,B020,East,Surveillance,Critical,Rain,17,383,3421044.45,Completed
MIS016428,2026-07-09,B001,Central,Supply Delivery,High,Snow,35,287,2807588.88,Completed
MIS016429,2026-04-26,B027,West,Medical Support,Medium,Rain,19,79,2541373.3,Completed
MIS016430,2025-01-06,B029,South,Border Patrol,High,Clear,9,89,3124800.65,Completed
MIS016431,2025-03-07,B006,West,Medical Support,Medium,Storm,16,341,586542.88,Cancelled
MIS016432,2025-02-27,B015,South,Supply Delivery,Low,Clear,45,233,966918.38,Cancelled
MIS016433,2025-03-14,B005,East,Reconnaissance,Low,Fog,46,179,4045587.21,Completed
MIS016434,2026-08-20,B025,West,Equipment Transport,High,Fog,54,280,4390610.54,Completed
MIS016435,2026-08-01,B029,South,Border Patrol,Low,Rain,43,346,3032226.51,Completed
MIS016436,2025-07-07,B008,East,Supply Delivery,Medium,Fog,57,165,1826302.47,Completed
MIS016437,2025-03-11,B023,North,Reconnaissance,Low,Storm,45,274,3637656.86,Completed
MIS016438,2025-07-23,B011,Central,Equipment Transport,Medium,Clear,67,232,3027909.41,Completed
MIS016439,2026-12-18,B016,West,Border Patrol,Critical,Storm,53,112,112898.66,Completed
MIS016440,2025-01-15,B020,East,Medical Support,Critical,Storm,51,124,230579.7,Completed
MIS016441,2026-10-31,B026,South,Reconnaissance,Low,Rain,34,142,368712.02,Delayed
MIS016442,2026-03-01,B024,East,Equipment Transport,Medium,Storm,39,178,2568281.41,Completed
MIS016443,2025-03-25,B021,South,Disaster Relief,Critical,Storm,47,236,425493.6,Completed
MIS016444,2026-09-16,B003,East,Medical Support,Critical,Snow,28,268,2764746.98,Delayed
MIS016445,2026-07-29,B017,East,Medical Support,Critical,Storm,31,133,2504402.13,Completed
MIS016446,2026-12-24,B004,East,Training Exercise,Medium,Clear,10,163,3289862.62,Completed
MIS016447,2026-03-01,B007,Central,Surveillance,Critical,Rain,48,24,3345159.49,Completed
MIS016448,2025-05-06,B001,Central,Medical Support,Low,Storm,61,285,2462311.72,Completed
MIS016449,2025-08-04,B012,South,Border Patrol,Low,Snow,47,394,1324169.22,Completed
MIS016450,2025-10-13,B029,South,Medical Support,High,Rain,54,165,1373919.33,Delayed
MIS016451,2026-06-29,B004,East,Surveillance,Medium,Fog,30,233,2607197.0,Completed
MIS016452,2025-11-16,B005,East,Border Patrol,Low,Snow,55,60,777699.66,Completed
MIS016453,2026-02-27,B015,South,Border Patrol,Medium,Clear,41,123,1437527.58,Delayed
MIS016454,2025-04-27,B024,East,Medical Support,Medium,Snow,56,168,450467.57,Delayed
MIS016455,2025-08-14,B012,South,Medical Support,Low,Rain,72,374,1174200.78,Completed
MIS016456,2025-01-14,B007,Central,Border Patrol,High,Snow,44,84,1481725.99,Completed
MIS016457,2026-11-17,B002,North,Reconnaissance,Low,Clear,19,364,1549477.1,Completed
MIS016458,2026-01-17,B026,South,Equipment Transport,Medium,Storm,15,175,852665.24,Delayed
MIS016459,2025-03-12,B015,South,Surveillance,Critical,Clear,38,217,4200956.55,Completed
MIS016460,2025-07-07,B003,East,Disaster Relief,Low,Snow,63,102,4758111.81,Completed
MIS016461,2025-04-16,B006,West,Equipment Transport,Medium,Storm,12,159,3126930.96,Completed
MIS016462,2025-10-10,B017,East,Medical Support,Medium,Clear,30,202,710124.02,Cancelled
MIS016463,2026-12-29,B019,Central,Equipment Transport,High,Storm,70,26,3550676.09,Completed
MIS016464,2025-09-06,B011,Central,Medical Support,High,Rain,66,204,513938.81,Delayed
MIS016465,2025-03-30,B003,East,Medical Support,High,Snow,59,66,4012841.44,Completed
MIS016466,2025-12-31,B002,North,Border Patrol,Low,Snow,7,166,1434373.79,Completed
MIS016467,2026-04-25,B001,Central,Equipment Transport,Medium,Clear,50,127,2407367.66,Completed
MIS016468,2025-03-27,B024,East,Border Patrol,Medium,Clear,14,312,4233918.45,Completed
MIS016469,2025-07-14,B030,East,Equipment Transport,Medium,Fog,14,41,2942858.96,Completed
MIS016470,2026-07-08,B002,North,Training Exercise,Critical,Fog,68,39,2343735.47,Completed
MIS016471,2026-04-28,B004,East,Disaster Relief,Low,Rain,32,166,1635890.45,Completed
MIS016472,2026-05-30,B012,South,Disaster Relief,High,Snow,18,94,2685066.17,Completed
MIS016473,2025-03-24,B013,South,Equipment Transport,Critical,Fog,71,73,3704534.31,Completed
MIS016474,2025-11-06,B027,West,Surveillance,Medium,Rain,45,200,3746140.81,Completed
MIS016475,2025-01-16,B014,Central,Supply Delivery,High,Storm,4,285,4227822.51,Completed
MIS016476,2026-07-16,B020,East,Supply Delivery,Medium,Rain,9,145,3743616.42,Cancelled
MIS016477,2025-11-03,B009,South,Border Patrol,Medium,Snow,5,47,3905861.39,Delayed
MIS016478,2026-04-02,B003,East,Border Patrol,Critical,Clear,12,298,232055.0,Completed
MIS016479,2025-05-19,B025,West,Border Patrol,High,Rain,62,75,3604188.03,Completed
MIS016480,2026-01-18,B026,South,Border Patrol,Low,Fog,60,309,1258816.09,Delayed
MIS016481,2025-05-13,B008,East,Training Exercise,Medium,Clear,64,233,3156149.4,Completed
MIS016482,2025-02-15,B013,South,Training Exercise,Medium,Clear,48,78,1035362.39,Completed
MIS016483,2025-02-21,B002,North,Equipment Transport,Critical,Rain,33,327,3445768.56,Completed
MIS016484,2026-07-24,B012,South,Reconnaissance,High,Rain,44,228,1165373.28,Completed
MIS016485,2026-06-15,B020,East,Training Exercise,Critical,Storm,10,274,136557.51,Completed
MIS016486,2026-05-09,B027,West,Supply Delivery,High,Storm,46,296,1294497.55,Completed
MIS016487,2026-10-01,B027,West,Training Exercise,High,Clear,72,39,1200955.25,Completed
MIS016488,2025-11-03,B018,East,Training Exercise,Medium,Snow,38,204,1791748.21,Delayed
MIS016489,2026-02-02,B007,Central,Training Exercise,Medium,Rain,31,287,2634140.98,Completed
MIS016490,2025-01-07,B029,South,Medical Support,Low,Storm,8,138,1277930.38,Cancelled
MIS016491,2026-10-18,B030,East,Surveillance,Low,Clear,54,291,596671.1,Delayed
MIS016492,2025-09-23,B024,East,Reconnaissance,Low,Clear,26,327,2094730.78,Completed
MIS016493,2026-09-05,B007,Central,Equipment Transport,Low,Rain,63,300,993339.68,Completed
MIS016494,2025-12-26,B009,South,Disaster Relief,Medium,Storm,67,275,4901211.99,Completed
MIS016495,2026-03-22,B025,West,Surveillance,High,Snow,49,375,1714889.41,Delayed
MIS016496,2026-11-09,B020,East,Supply Delivery,Medium,Snow,61,56,3661258.48,Completed
MIS016497,2025-07-30,B017,East,Supply Delivery,Medium,Rain,52,157,754407.74,Completed
MIS016498,2025-04-05,B003,East,Reconnaissance,Low,Clear,27,228,603038.5,Completed
MIS016499,2026-07-30,B001,Central,Border Patrol,High,Rain,69,217,4550018.07,Completed
MIS016500,2025-09-16,B015,South,Surveillance,High,Storm,16,307,546397.47,Completed
MIS016501,2026-11-22,B018,East,Medical Support,High,Fog,63,180,2649857.4,Completed
MIS016502,2026-01-15,B002,North,Disaster Relief,Medium,Snow,45,359,188779.39,Completed
MIS016503,2025-05-29,B015,South,Surveillance,Medium,Storm,26,317,3049820.21,Delayed
MIS016504,2026-03-20,B002,North,Supply Delivery,Medium,Fog,70,281,1541568.12,Completed
MIS016505,2026-01-16,B017,East,Medical Support,Medium,Snow,20,96,1506372.15,Delayed
MIS016506,2026-11-27,B008,East,Surveillance,High,Rain,49,253,2268965.26,Completed
MIS016507,2026-03-07,B023,North,Surveillance,High,Fog,21,44,1721268.12,Completed
MIS016508,2025-11-26,B029,South,Surveillance,Low,Storm,62,30,3487157.1,Delayed
MIS016509,2026-07-17,B015,South,Disaster Relief,Critical,Rain,69,42,2917059.66,Completed
MIS016510,2026-06-09,B004,East,Disaster Relief,Medium,Clear,68,381,4670661.1,Completed
MIS016511,2026-09-05,B030,East,Medical Support,Critical,Clear,27,175,3337376.5,Completed
MIS016512,2025-01-13,B010,North,Disaster Relief,Medium,Fog,65,367,1078221.97,Completed
MIS016513,2026-12-10,B015,South,Medical Support,Medium,Storm,25,274,3567358.08,Completed
MIS016514,2026-06-19,B014,Central,Medical Support,Medium,Fog,26,278,1086113.06,Completed
MIS016515,2025-03-20,B025,West,Border Patrol,Medium,Rain,15,133,1079731.48,Completed
MIS016516,2025-05-26,B013,South,Border Patrol,Medium,Clear,60,169,3254462.83,Completed
MIS016517,2025-01-02,B030,East,Training Exercise,Medium,Snow,65,103,1473256.87,Completed
MIS016518,2025-02-08,B027,West,Border Patrol,High,Rain,51,101,4414417.74,Completed
MIS016519,2026-06-01,B016,West,Surveillance,Critical,Clear,72,85,2886939.68,Delayed
MIS016520,2025-08-04,B009,South,Surveillance,High,Fog,28,320,326518.82,Completed
MIS016521,2026-07-30,B021,South,Supply Delivery,Medium,Snow,38,114,2066184.39,Completed
MIS016522,2026-01-07,B010,North,Supply Delivery,Low,Fog,33,337,781333.32,Completed
MIS016523,2025-12-06,B018,East,Training Exercise,High,Fog,32,351,3197439.04,Completed
MIS016524,2026-11-21,B007,Central,Border Patrol,High,Rain,24,382,4950218.78,Completed
MIS016525,2025-08-31,B010,North,Training Exercise,High,Storm,25,266,1405580.75,Completed
MIS016526,2026-09-09,B002,North,Equipment Transport,Low,Rain,16,362,3025638.7,Completed
MIS016527,2026-11-10,B028,West,Border Patrol,Medium,Fog,28,107,2216865.74,Completed
MIS016528,2026-02-07,B029,South,Surveillance,High,Fog,69,298,211850.22,Completed
MIS016529,2026-09-01,B005,East,Surveillance,Low,Rain,14,317,746631.52,Completed
MIS016530,2026-10-18,B026,South,Border Patrol,High,Clear,39,307,2552700.99,Completed
MIS016531,2025-02-22,B009,South,Disaster Relief,High,Fog,4,59,3696758.01,Completed
MIS016532,2026-03-24,B018,East,Equipment Transport,Medium,Rain,21,243,2799511.79,Completed
MIS016533,2026-10-04,B028,West,Disaster Relief,Medium,Fog,45,294,3256837.12,Completed
MIS016534,2025-04-18,B017,East,Surveillance,High,Fog,27,247,1982540.87,Completed
MIS016535,2025-12-11,B021,South,Border Patrol,High,Fog,33,73,2575949.57,Completed
MIS016536,2026-01-30,B014,Central,Supply Delivery,Low,Fog,61,167,3053441.46,Completed
MIS016537,2026-11-24,B016,West,Reconnaissance,Low,Fog,15,47,218515.2,Completed
MIS016538,2026-09-24,B002,North,Disaster Relief,Medium,Fog,45,255,3854283.71,Completed
MIS016539,2025-06-05,B021,South,Disaster Relief,High,Fog,39,265,2607191.9,Completed
MIS016540,2025-11-14,B015,South,Training Exercise,Medium,Rain,25,337,4453134.15,Completed
MIS016541,2025-03-29,B011,Central,Border Patrol,Medium,Fog,66,134,2182774.35,Completed
MIS016542,2025-10-24,B005,East,Border Patrol,Medium,Snow,41,332,1502009.61,Completed
MIS016543,2026-05-03,B009,South,Medical Support,High,Storm,34,120,869210.11,Completed
MIS016544,2026-02-19,B006,West,Equipment Transport,Medium,Snow,40,39,1126342.71,Completed
MIS016545,2026-05-23,B023,North,Reconnaissance,Critical,Fog,13,164,663510.55,Completed
MIS016546,2025-10-11,B009,South,Equipment Transport,Medium,Snow,68,206,3654443.26,Delayed
MIS016547,2025-06-23,B016,West,Supply Delivery,High,Storm,39,121,3011695.52,Completed
MIS016548,2026-07-05,B022,Central,Equipment Transport,Medium,Fog,41,144,3692803.25,Completed
MIS016549,2026-01-31,B003,East,Disaster Relief,High,Snow,56,391,2044101.39,Cancelled
MIS016550,2026-12-19,B005,East,Surveillance,Low,Fog,60,119,3597978.37,Completed
MIS016551,2025-01-27,B022,Central,Disaster Relief,High,Storm,5,88,2828567.92,Completed
MIS016552,2026-09-20,B003,East,Training Exercise,High,Fog,30,141,616135.49,Completed
MIS016553,2025-08-06,B010,North,Supply Delivery,High,Fog,69,36,2763993.09,Completed
MIS016554,2025-09-17,B007,Central,Supply Delivery,Low,Rain,20,156,3669509.18,Completed
MIS016555,2025-01-21,B014,Central,Equipment Transport,Medium,Rain,35,334,1711378.61,Completed
MIS016556,2026-11-05,B021,South,Equipment Transport,High,Clear,13,388,906328.43,Completed
MIS016557,2025-01-17,B003,East,Training Exercise,Critical,Snow,63,346,3173883.88,Completed
MIS016558,2025-10-03,B018,East,Border Patrol,Medium,Storm,61,239,2968992.12,Cancelled
MIS016559,2026-11-23,B006,West,Supply Delivery,Medium,Rain,41,333,1543198.2,Completed
MIS016560,2025-11-20,B023,North,Medical Support,Medium,Fog,38,367,3564188.19,Completed
MIS016561,2025-04-24,B017,East,Training Exercise,Low,Storm,41,316,2473044.3,Cancelled
MIS016562,2026-10-08,B028,West,Training Exercise,Medium,Snow,12,158,4211401.27,Completed
MIS016563,2025-02-19,B014,Central,Reconnaissance,Medium,Fog,31,56,383515.38,Completed
MIS016564,2026-10-16,B020,East,Border Patrol,Medium,Storm,13,186,1849625.42,Delayed
MIS016565,2025-02-28,B020,East,Border Patrol,Medium,Clear,35,154,1599510.42,Completed
MIS016566,2026-03-24,B027,West,Border Patrol,Low,Fog,6,130,1423324.43,Completed
MIS016567,2026-04-04,B027,West,Equipment Transport,Medium,Snow,42,131,4770485.43,Delayed
MIS016568,2026-12-17,B017,East,Supply Delivery,High,Fog,59,341,3492161.98,Completed
MIS016569,2026-01-22,B009,South,Border Patrol,Medium,Clear,4,172,4741122.21,Completed
MIS016570,2026-09-12,B027,West,Medical Support,Medium,Snow,58,70,3351917.53,Completed
MIS016571,2025-07-19,B017,East,Border Patrol,Critical,Storm,23,172,565189.45,Completed
MIS016572,2026-05-16,B024,East,Border Patrol,Critical,Storm,24,252,1540351.76,Completed
MIS016573,2026-10-13,B017,East,Reconnaissance,High,Rain,70,67,3804136.71,Completed
MIS016574,2026-05-04,B009,South,Medical Support,Critical,Clear,5,91,2040607.51,Completed
MIS016575,2025-09-23,B011,Central,Equipment Transport,Medium,Clear,20,132,2536772.75,Completed
MIS016576,2026-12-14,B020,East,Disaster Relief,High,Rain,71,400,1876630.57,Delayed
MIS016577,2026-10-28,B006,West,Medical Support,Medium,Snow,65,121,2824561.88,Completed
MIS016578,2026-06-24,B011,Central,Reconnaissance,Medium,Rain,49,92,510043.24,Completed
MIS016579,2025-11-30,B005,East,Border Patrol,Medium,Storm,30,276,4133130.58,Completed
MIS016580,2026-01-10,B002,North,Equipment Transport,Critical,Rain,15,219,2194167.97,Completed
MIS016581,2025-07-04,B027,West,Supply Delivery,Medium,Rain,17,279,177084.4,Completed
MIS016582,2026-01-14,B018,East,Surveillance,Critical,Clear,30,28,1237179.62,Completed
MIS016583,2025-07-31,B019,Central,Medical Support,Medium,Fog,17,222,683139.78,Completed
MIS016584,2025-02-05,B030,East,Equipment Transport,Medium,Storm,43,348,4170596.5,Completed
MIS016585,2026-12-03,B030,East,Surveillance,High,Rain,20,172,612348.32,Completed
MIS016586,2026-04-18,B003,East,Equipment Transport,Medium,Snow,41,116,248175.63,Completed
MIS016587,2026-10-12,B010,North,Medical Support,High,Snow,63,330,1454183.97,Completed
MIS016588,2025-05-14,B027,West,Surveillance,Critical,Rain,4,247,2228938.86,Completed
MIS016589,2026-10-16,B009,South,Surveillance,Critical,Snow,56,131,1961193.93,Completed
MIS016590,2026-05-25,B007,Central,Reconnaissance,High,Snow,50,167,134944.11,Completed
MIS016591,2026-04-23,B022,Central,Supply Delivery,Low,Snow,53,35,4339117.42,Cancelled
MIS016592,2025-01-31,B027,West,Disaster Relief,Medium,Fog,45,76,2273897.9,Completed
MIS016593,2026-07-15,B030,East,Equipment Transport,Medium,Clear,63,271,2941175.54,Completed
MIS016594,2026-10-28,B019,Central,Surveillance,Low,Fog,11,398,1729090.19,Completed
MIS016595,2025-06-25,B020,East,Reconnaissance,Critical,Clear,16,341,725003.46,Completed
MIS016596,2025-08-09,B006,West,Training Exercise,Medium,Rain,44,267,2466201.21,Completed
MIS016597,2026-11-10,B029,South,Medical Support,High,Fog,65,352,3125527.32,Delayed
MIS016598,2025-12-06,B017,East,Disaster Relief,High,Fog,44,259,4825565.95,Completed
MIS016599,2026-02-22,B017,East,Medical Support,Low,Snow,26,221,1348888.69,Completed
MIS016600,2026-03-01,B005,East,Medical Support,Critical,Rain,31,114,1401514.05,Completed
MIS016601,2026-02-06,B008,East,Medical Support,Medium,Fog,29,93,2319638.44,Completed
MIS016602,2025-12-01,B006,West,Medical Support,Medium,Fog,7,293,2220823.16,Completed
MIS016603,2026-01-18,B002,North,Reconnaissance,High,Rain,9,141,3375507.85,Completed
MIS016604,2025-12-19,B016,West,Equipment Transport,Low,Snow,15,184,4416151.96,Completed
MIS016605,2025-05-26,B009,South,Surveillance,Critical,Rain,4,374,2750004.22,Completed
MIS016606,2025-07-20,B015,South,Training Exercise,Low,Fog,51,48,2641357.34,Completed
MIS016607,2026-11-20,B003,East,Equipment Transport,High,Snow,38,304,4016342.05,Completed
MIS016608,2026-09-09,B006,West,Reconnaissance,Low,Fog,53,20,1376555.69,Completed
