Inventory_ID,Base_ID,Equipment_ID,Quantity,Available,Reorder_Level,Inventory_Status
INV082767,B026,EQ00744,35,26,21,Healthy
INV082768,B024,EQ01149,33,22,12,Healthy
INV082769,B030,EQ03871,26,5,25,Low Stock
INV082770,B018,EQ01107,29,4,13,Low Stock
INV082771,B026,EQ01304,71,63,6,Healthy
INV082772,B001,EQ01682,16,12,10,Healthy
INV082773,B017,EQ04791,32,2,29,Low Stock
INV082774,B002,EQ03867,62,25,11,Medium Stock
INV082775,B016,EQ03925,89,74,17,Healthy
INV082776,B004,EQ03516,48,33,26,Healthy
INV082777,B007,EQ02392,67,19,10,Medium Stock
INV082778,B018,EQ04324,89,72,24,Healthy
INV082779,B025,EQ03388,45,32,30,Healthy
INV082780,B012,EQ01034,13,2,17,Low Stock
INV082781,B010,EQ02039,50,14,25,Low Stock
INV082782,B007,EQ00309,12,3,8,Low Stock
INV082783,B022,EQ00022,63,5,13,Low Stock
INV082784,B030,EQ01429,55,14,8,Medium Stock
INV082785,B023,EQ04478,38,38,27,Healthy
INV082786,B005,EQ04595,95,37,30,Medium Stock
INV082787,B004,EQ02122,52,9,21,Low Stock
INV082788,B029,EQ03985,56,19,18,Medium Stock
INV082789,B018,EQ00024,41,37,12,Healthy
INV082790,B001,EQ03292,29,10,23,Low Stock
INV082791,B014,EQ02415,44,22,20,Medium Stock
INV082792,B017,EQ01803,74,9,22,Low Stock
INV082793,B014,EQ03128,67,50,15,Healthy
INV082794,B019,EQ01359,52,31,6,Healthy
INV082795,B020,EQ03759,13,10,24,Low Stock
INV082796,B008,EQ04807,46,7,14,Low Stock
INV082797,B016,EQ01546,35,32,29,Healthy
INV082798,B015,EQ02285,69,66,10,Healthy
INV082799,B025,EQ03375,52,19,15,Medium Stock
INV082800,B021,EQ01488,77,59,13,Healthy
INV082801,B001,EQ04881,54,44,19,Healthy
INV082802,B023,EQ01801,6,0,25,Low Stock
INV082803,B009,EQ03157,41,5,17,Low Stock
INV082804,B025,EQ04632,21,17,11,Healthy
INV082805,B020,EQ03956,58,9,29,Low Stock
INV082806,B011,EQ00867,46,2,6,Low Stock
INV082807,B008,EQ01143,5,1,23,Low Stock
INV082808,B014,EQ01881,30,1,19,Low Stock
INV082809,B012,EQ03477,96,55,29,Healthy
INV082810,B021,EQ04812,61,54,27,Healthy
INV082811,B020,EQ01933,43,4,26,Low Stock
INV082812,B014,EQ01593,68,29,20,Medium Stock
INV082813,B026,EQ02249,58,32,12,Healthy
INV082814,B027,EQ00206,92,54,27,Healthy
INV082815,B028,EQ03811,16,8,24,Low Stock
INV082816,B007,EQ01864,95,78,14,Healthy
INV082817,B027,EQ02589,12,0,14,Low Stock
INV082818,B004,EQ01290,88,24,12,Medium Stock
INV082819,B020,EQ02819,58,33,15,Healthy
INV082820,B004,EQ00843,8,3,22,Low Stock
INV082821,B017,EQ00974,90,44,26,Medium Stock
INV082822,B024,EQ03954,43,5,19,Low Stock
INV082823,B009,EQ03197,6,3,10,Low Stock
INV082824,B006,EQ03456,57,46,21,Healthy
INV082825,B021,EQ04671,96,47,7,Medium Stock
INV082826,B008,EQ00299,75,72,10,Healthy
INV082827,B007,EQ03989,85,45,22,Healthy
INV082828,B008,EQ01317,84,30,14,Medium Stock
INV082829,B025,EQ02854,11,1,19,Low Stock
INV082830,B007,EQ01065,16,0,18,Low Stock
INV082831,B023,EQ00614,38,18,8,Medium Stock
INV082832,B019,EQ02063,75,21,17,Medium Stock
INV082833,B026,EQ02321,36,25,23,Healthy
INV082834,B021,EQ04198,79,75,25,Healthy
INV082835,B001,EQ00643,36,17,13,Medium Stock
INV082836,B019,EQ00694,70,49,12,Healthy
INV082837,B022,EQ01421,28,8,24,Low Stock
INV082838,B005,EQ01184,75,41,28,Healthy
INV082839,B015,EQ04630,25,9,25,Low Stock
INV082840,B029,EQ03900,15,0,15,Low Stock
INV082841,B025,EQ03474,43,29,25,Healthy
INV082842,B029,EQ00357,30,24,12,Healthy
INV082843,B023,EQ00420,43,24,24,Low Stock
INV082844,B013,EQ02656,94,31,15,Medium Stock
INV082845,B015,EQ04967,34,31,19,Healthy
INV082846,B025,EQ04266,100,8,19,Low Stock
INV082847,B006,EQ04793,58,44,14,Healthy
INV082848,B004,EQ01686,23,22,28,Low Stock
INV082849,B020,EQ02540,27,4,10,Low Stock
INV082850,B013,EQ00313,72,10,15,Low Stock
INV082851,B018,EQ04368,47,39,30,Healthy
INV082852,B012,EQ00558,20,15,24,Low Stock
INV082853,B003,EQ01806,75,52,28,Healthy
INV082854,B022,EQ03169,87,50,18,Healthy
INV082855,B005,EQ04066,80,11,25,Low Stock
INV082856,B005,EQ01014,81,66,30,Healthy
INV082857,B018,EQ01672,41,31,10,Healthy
INV082858,B020,EQ03717,84,39,25,Medium Stock
INV082859,B002,EQ00320,98,11,17,Low Stock
INV082860,B011,EQ02721,33,8,27,Low Stock
INV082861,B029,EQ03960,69,11,17,Low Stock
INV082862,B013,EQ01427,70,43,27,Healthy
INV082863,B005,EQ01329,87,41,22,Medium Stock
INV082864,B011,EQ02203,40,4,20,Low Stock
INV082865,B009,EQ01524,48,47,15,Healthy
INV082866,B016,EQ02096,11,10,22,Low Stock
INV082867,B026,EQ02405,94,7,12,Low Stock
INV082868,B028,EQ03764,28,24,7,Healthy
INV082869,B013,EQ02314,17,13,6,Healthy
INV082870,B029,EQ02642,15,12,18,Low Stock
INV082871,B012,EQ04974,18,14,29,Low Stock
INV082872,B019,EQ02820,5,4,21,Low Stock
INV082873,B015,EQ04326,62,60,6,Healthy
INV082874,B012,EQ04343,9,6,15,Low Stock
INV082875,B022,EQ04175,45,3,22,Low Stock
INV082876,B005,EQ04736,77,39,12,Healthy
INV082877,B025,EQ02525,26,26,29,Low Stock
INV082878,B017,EQ00271,93,45,14,Medium Stock
INV082879,B029,EQ03313,59,5,13,Low Stock
INV082880,B017,EQ03766,86,3,9,Low Stock
INV082881,B013,EQ04886,69,31,5,Medium Stock
INV082882,B018,EQ03636,23,4,18,Low Stock
INV082883,B003,EQ03399,27,8,23,Low Stock
INV082884,B011,EQ03508,14,11,9,Healthy
INV082885,B010,EQ04833,98,9,9,Low Stock
INV082886,B008,EQ01056,42,36,29,Healthy
INV082887,B019,EQ02367,95,71,23,Healthy
INV082888,B020,EQ01108,87,41,19,Medium Stock
INV082889,B022,EQ04269,99,52,21,Healthy
INV082890,B012,EQ01431,53,18,6,Medium Stock
INV082891,B014,EQ02397,7,4,13,Low Stock
INV082892,B023,EQ03196,39,30,13,Healthy
INV082893,B029,EQ04412,32,17,15,Healthy
INV082894,B014,EQ02876,85,56,17,Healthy
INV082895,B015,EQ00220,64,26,29,Low Stock
INV082896,B023,EQ03598,51,17,10,Medium Stock
INV082897,B003,EQ01308,53,7,5,Medium Stock
INV082898,B025,EQ04226,84,12,8,Medium Stock
INV082899,B005,EQ00633,98,51,24,Healthy
INV082900,B022,EQ00543,65,37,23,Healthy
INV082901,B007,EQ01216,55,45,9,Healthy
INV082902,B008,EQ02082,62,55,11,Healthy
INV082903,B015,EQ01994,41,9,18,Low Stock
INV082904,B016,EQ02216,43,35,29,Healthy
INV082905,B008,EQ01643,100,70,29,Healthy
INV082906,B004,EQ04110,54,54,14,Healthy
INV082907,B008,EQ00265,85,7,27,Low Stock
INV082908,B005,EQ04199,62,54,26,Healthy
INV082909,B006,EQ00512,95,43,23,Medium Stock
INV082910,B006,EQ03914,74,14,18,Low Stock
INV082911,B022,EQ01737,28,14,29,Low Stock
INV082912,B021,EQ01771,34,27,19,Healthy
INV082913,B011,EQ01720,11,0,24,Low Stock
INV082914,B001,EQ00967,74,64,30,Healthy
INV082915,B004,EQ04123,86,45,7,Healthy
INV082916,B006,EQ02350,89,24,24,Low Stock
INV082917,B018,EQ00483,37,26,15,Healthy
INV082918,B024,EQ03731,62,6,5,Medium Stock
INV082919,B004,EQ00544,77,36,25,Medium Stock
INV082920,B003,EQ00458,6,6,7,Low Stock
INV082921,B010,EQ00296,49,20,24,Low Stock
INV082922,B004,EQ01381,96,12,10,Medium Stock
INV082923,B009,EQ03604,15,9,27,Low Stock
INV082924,B019,EQ03452,62,3,23,Low Stock
INV082925,B025,EQ04622,42,25,29,Low Stock
INV082926,B029,EQ03776,52,22,30,Low Stock
INV082927,B013,EQ01472,50,10,22,Low Stock
INV082928,B001,EQ01143,34,3,24,Low Stock
INV082929,B028,EQ04284,35,21,22,Low Stock
INV082930,B006,EQ02900,86,62,26,Healthy
INV082931,B028,EQ04733,91,75,30,Healthy
INV082932,B020,EQ03293,80,15,12,Medium Stock
INV082933,B024,EQ03270,14,6,26,Low Stock
INV082934,B026,EQ01122,7,1,17,Low Stock
INV082935,B027,EQ02344,88,86,9,Healthy
INV082936,B015,EQ01984,56,26,9,Medium Stock
INV082937,B029,EQ00392,80,52,10,Healthy
INV082938,B019,EQ01888,71,26,27,Low Stock
INV082939,B011,EQ02650,50,43,19,Healthy
INV082940,B017,EQ03370,85,60,30,Healthy
INV082941,B014,EQ02886,13,9,27,Low Stock
INV082942,B021,EQ00278,47,33,5,Healthy
INV082943,B026,EQ04589,44,0,8,Low Stock
INV082944,B023,EQ01853,19,18,30,Low Stock
INV082945,B025,EQ02005,32,5,14,Low Stock
INV082946,B004,EQ01757,28,14,25,Low Stock
INV082947,B002,EQ04182,88,42,25,Medium Stock
INV082948,B026,EQ00729,97,49,13,Healthy
INV082949,B018,EQ02250,51,40,15,Healthy
INV082950,B014,EQ01621,52,27,8,Healthy
INV082951,B003,EQ01489,42,21,25,Low Stock
INV082952,B007,EQ03085,17,10,29,Low Stock
INV082953,B009,EQ00068,91,8,27,Low Stock
INV082954,B017,EQ00709,87,0,9,Low Stock
INV082955,B003,EQ02184,78,8,15,Low Stock
INV082956,B009,EQ01499,23,7,27,Low Stock
INV082957,B006,EQ03764,85,85,20,Healthy
INV082958,B019,EQ02018,87,66,29,Healthy
INV082959,B013,EQ03884,64,40,5,Healthy
INV082960,B008,EQ00477,34,3,13,Low Stock
INV082961,B007,EQ03449,16,10,15,Low Stock
INV082962,B010,EQ04391,51,38,10,Healthy
INV082963,B020,EQ01509,95,81,23,Healthy
INV082964,B027,EQ02158,69,29,23,Medium Stock
INV082965,B014,EQ02701,61,50,9,Healthy
INV082966,B010,EQ01335,87,15,10,Medium Stock
INV082967,B013,EQ03579,26,1,29,Low Stock
INV082968,B008,EQ00844,49,30,22,Healthy
INV082969,B018,EQ04346,100,31,6,Medium Stock
INV082970,B018,EQ03364,62,10,24,Low Stock
INV082971,B003,EQ02253,52,41,29,Healthy
INV082972,B016,EQ03762,34,11,22,Low Stock
INV082973,B015,EQ02046,35,30,25,Healthy
INV082974,B009,EQ02929,93,39,28,Medium Stock
INV082975,B012,EQ04944,81,30,14,Medium Stock
INV082976,B016,EQ02148,30,7,23,Low Stock
INV082977,B009,EQ04879,11,8,14,Low Stock
INV082978,B011,EQ03849,60,26,29,Low Stock
INV082979,B023,EQ04927,88,88,18,Healthy
INV082980,B016,EQ00109,75,30,7,Medium Stock
INV082981,B019,EQ04549,44,19,14,Medium Stock
INV082982,B017,EQ03520,25,24,22,Healthy
INV082983,B011,EQ03003,96,53,14,Healthy
INV082984,B011,EQ04711,97,92,8,Healthy
INV082985,B019,EQ02820,25,21,17,Healthy
INV082986,B002,EQ01106,77,59,15,Healthy
INV082987,B010,EQ03648,74,0,16,Low Stock
INV082988,B023,EQ00377,56,52,18,Healthy
INV082989,B015,EQ04863,92,44,24,Medium Stock
INV082990,B001,EQ03628,8,4,15,Low Stock
INV082991,B027,EQ02011,93,91,12,Healthy
INV082992,B028,EQ00547,13,12,23,Low Stock
INV082993,B012,EQ03598,64,35,23,Healthy
INV082994,B016,EQ04123,64,56,27,Healthy
INV082995,B017,EQ00775,64,64,9,Healthy
INV082996,B008,EQ01304,69,18,27,Low Stock
INV082997,B009,EQ00984,60,52,23,Healthy
INV082998,B017,EQ01186,38,22,18,Healthy
INV082999,B003,EQ04329,63,34,9,Healthy
INV083000,B015,EQ03293,70,23,17,Medium Stock
INV083001,B022,EQ01564,27,27,15,Healthy
INV083002,B009,EQ00291,57,9,8,Medium Stock
INV083003,B030,EQ04005,33,31,9,Healthy
INV083004,B017,EQ01308,80,70,22,Healthy
INV083005,B012,EQ02762,6,2,30,Low Stock
INV083006,B011,EQ02880,68,62,18,Healthy
INV083007,B020,EQ04027,23,19,12,Healthy
INV083008,B012,EQ00648,53,15,22,Low Stock
INV083009,B012,EQ02231,40,40,29,Healthy
INV083010,B013,EQ02196,52,11,5,Medium Stock
INV083011,B024,EQ00164,97,37,9,Medium Stock
INV083012,B030,EQ01502,55,1,6,Low Stock
INV083013,B006,EQ00075,56,50,18,Healthy
INV083014,B022,EQ03214,43,3,15,Low Stock
INV083015,B017,EQ04341,33,31,8,Healthy
INV083016,B013,EQ03644,26,16,21,Low Stock
INV083017,B019,EQ02837,86,15,24,Low Stock
INV083018,B021,EQ03620,56,49,30,Healthy
INV083019,B015,EQ04611,55,18,27,Low Stock
INV083020,B009,EQ00948,76,51,15,Healthy
INV083021,B006,EQ01736,77,33,15,Medium Stock
INV083022,B019,EQ04027,6,0,26,Low Stock
INV083023,B028,EQ02472,31,31,30,Healthy
INV083024,B026,EQ03792,34,19,13,Healthy
INV083025,B008,EQ04383,92,52,26,Healthy
INV083026,B010,EQ01822,45,2,17,Low Stock
INV083027,B029,EQ03835,69,62,7,Healthy
INV083028,B012,EQ02025,59,33,30,Healthy
INV083029,B009,EQ00717,50,13,11,Medium Stock
INV083030,B023,EQ04680,72,22,11,Medium Stock
INV083031,B011,EQ04718,35,7,28,Low Stock
INV083032,B001,EQ01290,81,44,17,Healthy
INV083033,B020,EQ01367,15,15,19,Low Stock
INV083034,B015,EQ04637,25,12,20,Low Stock
INV083035,B024,EQ00092,44,27,5,Healthy
INV083036,B007,EQ02219,63,63,14,Healthy
INV083037,B017,EQ01102,85,24,24,Low Stock
INV083038,B007,EQ00732,45,7,6,Medium Stock
INV083039,B001,EQ00268,61,37,14,Healthy
INV083040,B019,EQ01257,84,33,30,Medium Stock
INV083041,B026,EQ03978,6,1,12,Low Stock
INV083042,B019,EQ03438,37,20,19,Healthy
INV083043,B014,EQ03351,84,3,20,Low Stock
INV083044,B015,EQ00892,57,7,9,Low Stock
INV083045,B003,EQ01392,21,17,14,Healthy
INV083046,B021,EQ03065,13,1,17,Low Stock
INV083047,B029,EQ01795,16,12,13,Low Stock
INV083048,B008,EQ01099,56,53,24,Healthy
INV083049,B015,EQ00119,47,16,23,Low Stock
INV083050,B012,EQ02643,36,8,29,Low Stock
INV083051,B009,EQ01497,5,5,21,Low Stock
INV083052,B012,EQ02165,37,33,11,Healthy
INV083053,B013,EQ04390,74,43,16,Healthy
INV083054,B018,EQ01548,99,67,29,Healthy
INV083055,B007,EQ04680,44,1,9,Low Stock
INV083056,B002,EQ01107,48,2,29,Low Stock
INV083057,B008,EQ03636,59,30,19,Healthy
INV083058,B013,EQ03095,64,32,19,Medium Stock
INV083059,B014,EQ01008,25,15,9,Healthy
INV083060,B001,EQ03582,79,43,19,Healthy
INV083061,B030,EQ01040,57,56,15,Healthy
INV083062,B030,EQ01041,49,20,9,Medium Stock
INV083063,B015,EQ03451,90,8,21,Low Stock
INV083064,B013,EQ04685,76,10,26,Low Stock
INV083065,B007,EQ02911,15,15,22,Low Stock
INV083066,B005,EQ01100,36,15,18,Low Stock
INV083067,B023,EQ02950,77,42,23,Healthy
INV083068,B003,EQ03888,57,1,27,Low Stock
INV083069,B006,EQ00152,24,22,29,Low Stock
INV083070,B023,EQ01953,7,2,8,Low Stock
INV083071,B008,EQ02596,86,12,27,Low Stock
INV083072,B016,EQ03538,67,44,23,Healthy
INV083073,B019,EQ03602,11,5,29,Low Stock
INV083074,B001,EQ01929,80,80,25,Healthy
INV083075,B015,EQ00872,82,36,26,Medium Stock
INV083076,B018,EQ01712,44,29,24,Healthy
INV083077,B023,EQ03754,24,9,8,Medium Stock
INV083078,B018,EQ02054,63,40,24,Healthy
INV083079,B029,EQ00070,75,23,15,Medium Stock
INV083080,B021,EQ03348,13,13,27,Low Stock
INV083081,B011,EQ04902,71,8,14,Low Stock
INV083082,B030,EQ01865,68,34,16,Medium Stock
INV083083,B015,EQ02255,73,0,9,Low Stock
INV083084,B013,EQ00279,46,37,7,Healthy
INV083085,B021,EQ02352,11,0,6,Low Stock
INV083086,B014,EQ04277,42,41,18,Healthy
INV083087,B028,EQ03781,26,15,29,Low Stock
INV083088,B018,EQ01116,44,11,19,Low Stock
INV083089,B025,EQ02272,75,30,7,Medium Stock
INV083090,B008,EQ00742,85,59,9,Healthy
INV083091,B021,EQ04171,79,21,23,Low Stock
INV083092,B003,EQ01924,47,13,12,Medium Stock
INV083093,B011,EQ03553,25,8,30,Low Stock
INV083094,B007,EQ04226,63,46,22,Healthy
INV083095,B019,EQ02987,63,58,13,Healthy
INV083096,B029,EQ03938,61,25,14,Medium Stock
INV083097,B004,EQ00371,90,0,22,Low Stock
INV083098,B014,EQ04500,16,2,12,Low Stock
INV083099,B029,EQ01940,63,58,30,Healthy
INV083100,B008,EQ04331,31,1,16,Low Stock
INV083101,B019,EQ03043,51,44,14,Healthy
INV083102,B006,EQ04036,65,64,15,Healthy
INV083103,B007,EQ02334,56,34,22,Healthy
INV083104,B028,EQ01028,100,24,18,Medium Stock
INV083105,B026,EQ04897,19,17,13,Healthy
INV083106,B016,EQ04660,99,89,22,Healthy
INV083107,B025,EQ02238,64,45,8,Healthy
INV083108,B009,EQ01447,67,25,5,Medium Stock
INV083109,B002,EQ00044,47,45,10,Healthy
INV083110,B010,EQ03466,89,60,17,Healthy
INV083111,B010,EQ04351,79,14,24,Low Stock
INV083112,B014,EQ03833,92,56,18,Healthy
INV083113,B020,EQ04734,87,33,22,Medium Stock
INV083114,B008,EQ02222,99,43,28,Medium Stock
INV083115,B024,EQ00385,17,11,21,Low Stock
INV083116,B002,EQ03129,99,84,19,Healthy
INV083117,B023,EQ01660,46,3,19,Low Stock
INV083118,B025,EQ00209,32,16,19,Low Stock
INV083119,B017,EQ04836,43,42,25,Healthy
INV083120,B028,EQ01809,77,52,17,Healthy
INV083121,B025,EQ00384,26,6,22,Low Stock
INV083122,B029,EQ04422,20,19,19,Low Stock
INV083123,B012,EQ02590,14,14,19,Low Stock
INV083124,B016,EQ01142,96,38,28,Medium Stock
INV083125,B026,EQ03124,45,0,6,Low Stock
INV083126,B013,EQ01220,18,18,16,Healthy
INV083127,B015,EQ00209,44,4,24,Low Stock
INV083128,B018,EQ02289,28,12,27,Low Stock
INV083129,B002,EQ03942,73,32,27,Medium Stock
INV083130,B027,EQ02465,93,68,7,Healthy
INV083131,B011,EQ04347,11,5,22,Low Stock
INV083132,B009,EQ00530,53,5,7,Low Stock
INV083133,B007,EQ03022,64,56,7,Healthy
INV083134,B029,EQ01944,16,5,9,Low Stock
INV083135,B017,EQ02738,72,60,21,Healthy
INV083136,B012,EQ00007,54,53,7,Healthy
INV083137,B019,EQ03967,88,79,22,Healthy
INV083138,B016,EQ02302,25,23,28,Low Stock
INV083139,B017,EQ00513,32,22,13,Healthy
INV083140,B017,EQ03195,78,35,27,Medium Stock
INV083141,B028,EQ02852,11,0,17,Low Stock
INV083142,B022,EQ04768,79,3,24,Low Stock
INV083143,B004,EQ00053,5,2,22,Low Stock
INV083144,B018,EQ02378,33,7,18,Low Stock
INV083145,B013,EQ03380,97,46,13,Medium Stock
INV083146,B012,EQ00651,13,1,18,Low Stock
INV083147,B005,EQ00383,39,17,20,Low Stock
INV083148,B022,EQ00374,16,0,11,Low Stock
INV083149,B011,EQ01902,66,19,17,Medium Stock
INV083150,B003,EQ01418,47,11,6,Medium Stock
INV083151,B016,EQ01274,64,61,5,Healthy
INV083152,B004,EQ02085,11,6,20,Low Stock
INV083153,B005,EQ02945,7,1,24,Low Stock
INV083154,B019,EQ00249,47,22,21,Medium Stock
INV083155,B020,EQ02489,60,42,25,Healthy
INV083156,B030,EQ02916,37,9,7,Medium Stock
INV083157,B030,EQ02663,21,14,15,Low Stock
INV083158,B008,EQ04839,47,4,10,Low Stock
INV083159,B020,EQ00057,92,81,9,Healthy
INV083160,B003,EQ02801,94,83,15,Healthy
INV083161,B016,EQ04093,26,10,7,Medium Stock
INV083162,B005,EQ01638,10,2,14,Low Stock
INV083163,B021,EQ03309,87,47,14,Healthy
INV083164,B006,EQ00579,19,13,9,Healthy
INV083165,B011,EQ01518,10,2,22,Low Stock
INV083166,B008,EQ02107,39,25,10,Healthy
INV083167,B029,EQ01851,12,12,27,Low Stock
INV083168,B003,EQ03704,100,86,24,Healthy
INV083169,B019,EQ01162,5,3,8,Low Stock
INV083170,B023,EQ01074,64,56,29,Healthy
INV083171,B015,EQ04457,65,15,14,Medium Stock
INV083172,B004,EQ03592,66,32,10,Medium Stock
INV083173,B028,EQ00790,66,16,5,Medium Stock
INV083174,B029,EQ01312,42,19,19,Low Stock
INV083175,B024,EQ03795,46,27,14,Healthy
INV083176,B027,EQ04829,23,20,29,Low Stock
INV083177,B002,EQ03880,80,44,10,Healthy
INV083178,B012,EQ01476,88,79,26,Healthy
INV083179,B016,EQ03777,85,83,6,Healthy
INV083180,B019,EQ03442,40,19,10,Medium Stock
INV083181,B018,EQ01598,55,36,20,Healthy
INV083182,B018,EQ04938,55,16,14,Medium Stock
INV083183,B016,EQ04616,52,52,20,Healthy
INV083184,B017,EQ00864,84,8,20,Low Stock
INV083185,B019,EQ02929,80,17,18,Low Stock
INV083186,B020,EQ02502,45,2,19,Low Stock
INV083187,B027,EQ01915,26,10,26,Low Stock
INV083188,B011,EQ00617,64,41,20,Healthy
INV083189,B018,EQ00353,36,19,22,Low Stock
INV083190,B029,EQ02417,18,8,24,Low Stock
INV083191,B030,EQ04891,85,62,21,Healthy
INV083192,B028,EQ02034,83,48,11,Healthy
INV083193,B016,EQ01017,16,12,25,Low Stock
INV083194,B005,EQ04826,13,10,20,Low Stock
INV083195,B015,EQ04519,67,31,27,Medium Stock
INV083196,B030,EQ02117,72,5,6,Low Stock
INV083197,B008,EQ00004,86,39,30,Medium Stock
INV083198,B008,EQ03076,48,31,30,Healthy
INV083199,B012,EQ04404,95,46,30,Medium Stock
INV083200,B023,EQ02973,68,9,16,Low Stock
INV083201,B003,EQ03369,35,4,28,Low Stock
INV083202,B029,EQ01343,42,10,14,Low Stock
INV083203,B003,EQ04836,61,44,30,Healthy
INV083204,B011,EQ00403,66,31,9,Medium Stock
INV083205,B025,EQ04119,86,48,30,Healthy
INV083206,B006,EQ02304,49,27,9,Healthy
INV083207,B030,EQ03839,99,42,8,Medium Stock
INV083208,B030,EQ04833,31,12,21,Low Stock
INV083209,B014,EQ00511,93,92,9,Healthy
INV083210,B008,EQ02364,7,7,7,Low Stock
INV083211,B020,EQ00726,32,19,13,Healthy
INV083212,B018,EQ01745,87,30,15,Medium Stock
INV083213,B002,EQ04962,33,29,23,Healthy
INV083214,B015,EQ03148,58,37,21,Healthy
INV083215,B011,EQ04356,58,27,20,Medium Stock
INV083216,B024,EQ03668,50,16,9,Medium Stock
INV083217,B004,EQ00848,92,86,16,Healthy
INV083218,B024,EQ03040,44,44,5,Healthy
INV083219,B030,EQ02546,6,3,15,Low Stock
INV083220,B016,EQ02992,42,36,13,Healthy
INV083221,B029,EQ02121,5,3,14,Low Stock
INV083222,B019,EQ02358,30,21,13,Healthy
INV083223,B011,EQ03784,12,1,25,Low Stock
INV083224,B026,EQ01261,15,15,28,Low Stock
INV083225,B020,EQ01577,27,16,24,Low Stock
INV083226,B006,EQ01409,92,58,29,Healthy
INV083227,B014,EQ00047,36,7,20,Low Stock
INV083228,B017,EQ01005,73,71,8,Healthy
INV083229,B013,EQ00683,100,52,8,Healthy
INV083230,B013,EQ02781,7,7,19,Low Stock
INV083231,B011,EQ03382,42,27,26,Healthy
INV083232,B017,EQ02232,9,9,13,Low Stock
INV083233,B027,EQ03389,23,5,11,Low Stock
INV083234,B007,EQ02436,42,19,19,Low Stock
INV083235,B018,EQ00558,11,10,26,Low Stock
INV083236,B030,EQ00248,75,24,30,Low Stock
INV083237,B002,EQ01053,76,44,13,Healthy
INV083238,B012,EQ02562,67,51,28,Healthy
INV083239,B017,EQ01740,17,2,6,Low Stock
INV083240,B005,EQ04953,79,67,20,Healthy
INV083241,B014,EQ00553,33,3,21,Low Stock
INV083242,B015,EQ02096,39,20,17,Healthy
INV083243,B026,EQ03987,12,7,25,Low Stock
INV083244,B011,EQ01096,96,27,8,Medium Stock
INV083245,B030,EQ03871,16,13,9,Healthy
INV083246,B011,EQ00861,57,20,26,Low Stock
INV083247,B024,EQ04363,47,39,22,Healthy
INV083248,B024,EQ03745,28,4,30,Low Stock
INV083249,B009,EQ01002,50,7,7,Low Stock
INV083250,B001,EQ00067,65,16,16,Low Stock
INV083251,B016,EQ01511,5,4,7,Low Stock
INV083252,B030,EQ00236,24,14,17,Low Stock
INV083253,B006,EQ01559,27,23,29,Low Stock
INV083254,B005,EQ03537,5,2,24,Low Stock
INV083255,B030,EQ01135,88,45,18,Healthy
INV083256,B018,EQ04738,79,52,25,Healthy
INV083257,B016,EQ04598,49,39,7,Healthy
INV083258,B028,EQ00077,81,18,5,Medium Stock
INV083259,B011,EQ02794,61,26,22,Medium Stock
INV083260,B018,EQ03545,90,44,14,Medium Stock
INV083261,B015,EQ00892,61,3,10,Low Stock
INV083262,B026,EQ01352,74,67,11,Healthy
INV083263,B002,EQ01790,7,3,21,Low Stock
INV083264,B002,EQ00462,67,24,27,Low Stock
INV083265,B006,EQ04354,72,22,18,Medium Stock
INV083266,B013,EQ03821,69,18,18,Low Stock
INV083267,B023,EQ04213,55,29,19,Healthy
INV083268,B010,EQ03524,38,38,14,Healthy
INV083269,B007,EQ04165,41,27,24,Healthy
INV083270,B024,EQ04034,68,13,21,Low Stock
INV083271,B004,EQ03319,76,63,9,Healthy
INV083272,B008,EQ03446,59,8,8,Low Stock
INV083273,B029,EQ04242,28,8,20,Low Stock
INV083274,B016,EQ00173,70,55,7,Healthy
INV083275,B030,EQ04331,88,73,7,Healthy
INV083276,B006,EQ01266,43,28,5,Healthy
INV083277,B016,EQ04847,20,3,12,Low Stock
INV083278,B020,EQ02474,22,8,18,Low Stock
INV083279,B021,EQ01315,98,15,19,Low Stock
INV083280,B008,EQ02815,79,31,30,Medium Stock
INV083281,B025,EQ01847,54,15,11,Medium Stock
INV083282,B026,EQ04002,52,34,29,Healthy
INV083283,B018,EQ02726,72,50,28,Healthy
INV083284,B002,EQ02896,83,27,26,Medium Stock
INV083285,B024,EQ03195,56,53,6,Healthy
INV083286,B030,EQ03168,26,18,5,Healthy
INV083287,B008,EQ01339,99,90,10,Healthy
INV083288,B003,EQ00200,90,25,22,Medium Stock
INV083289,B028,EQ02259,68,37,12,Healthy
INV083290,B001,EQ00861,12,0,19,Low Stock
INV083291,B029,EQ03044,72,8,10,Low Stock
INV083292,B004,EQ04471,48,40,7,Healthy
INV083293,B021,EQ02190,36,25,29,Low Stock
INV083294,B009,EQ03754,6,0,8,Low Stock
INV083295,B014,EQ04888,26,25,9,Healthy
INV083296,B030,EQ01455,38,25,17,Healthy
INV083297,B026,EQ00037,9,5,27,Low Stock
INV083298,B007,EQ01115,90,0,15,Low Stock
INV083299,B026,EQ01768,5,0,10,Low Stock
INV083300,B006,EQ04800,27,23,29,Low Stock
INV083301,B003,EQ04929,98,76,19,Healthy
INV083302,B016,EQ01725,73,56,26,Healthy
INV083303,B011,EQ03908,23,2,10,Low Stock
INV083304,B025,EQ03176,22,7,17,Low Stock
INV083305,B017,EQ04263,48,16,11,Medium Stock
INV083306,B017,EQ01021,34,28,15,Healthy
INV083307,B006,EQ02061,11,1,17,Low Stock
